Snapshot,Time_Gyr,Redshift,ExpansionFactor,Mass_Msun,Mass_H_Msun,Mass_B_Msun,Mass_CD_Msun,Mass_WD_Msun
51.0,1.816629764214748,3.4908613692606485,0.22267443097773348,330753024.0,74782688.0,106316608.0,61382824.0,88270888.0
52.0,1.949231863937383,3.2830330579565246,0.23347940267290615,713111040.0,190503584.0,316759616.0,71523928.0,134323888.0
53.0,2.0913186379114133,3.084822635834013,0.24480867081657914,1357836416.0,293676064.0,633389952.0,168001840.0,262768608.0
54.0,2.243523728229641,2.8957850057274284,0.2566876761756205,1944589056.0,420606112.0,940936448.0,199386176.0,383660224.0
55.0,2.38970908764874,2.7331426173187188,0.2678708269437177,2954774528.0,811151872.0,1413912832.0,229191744.0,500518080.0
56.0,2.545136331266385,2.5772902716018935,0.27954119573086944,4167670016.0,904961920.0,1896206592.0,535270656.0,831230720.0
57.0,2.6914781240414243,2.4442257045541464,0.29034101878914165,5103333888.0,1549655040.0,2293183488.0,339817760.0,920677888.0
58.0,2.845920886458248,2.3161107439568918,0.30155808331261197,5771090944.0,1571550720.0,2944348928.0,384851808.0,870339200.0
59.0,2.988012615874371,2.207925472383703,0.3117279402557108,6561774080.0,1895975680.0,3041917696.0,539983232.0,1083896448.0
60.0,3.1368772698499368,2.1032696525957713,0.32224076923625916,8001009152.0,2848391936.0,3003559168.0,720983552.0,1428075264.0
61.0,3.29278934427696,2.0020281392528516,0.3331081367707903,9478654976.0,3084044288.0,4505225728.0,586352256.0,1303033856.0
62.0,3.4560273421127374,1.9040895435327672,0.344341999449342,10171898880.0,2978390528.0,4786263040.0,842151616.0,1565093760.0
63.0,3.6019897617620327,1.822689252620354,0.3542720825792927,11021144064.0,3155427328.0,4739181568.0,1148248448.0,1978287232.0
64.0,3.7537195774394347,1.7435705743308647,0.3644885279628326,12151476224.0,3303990016.0,4745006080.0,1730628480.0,2371853568.0
65.0,3.911395417791096,1.6666695561144653,0.3749995936718436,13526438912.0,3440161280.0,4745354240.0,2561716480.0,2779207168.0
66.0,4.047462659359281,1.6042345220731056,0.3839899945738943,14510715904.0,3619297792.0,4801765888.0,3072068864.0,3017582592.0
67.0,4.216501575170758,1.5312390291576135,0.395063440663206,15608089600.0,3612176896.0,4835981824.0,3701490176.0,3458442496.0
68.0,4.362284942489244,1.4719748452657977,0.40453486082803386,16683792384.0,3710120192.0,5135929856.0,3986317568.0,3851422464.0
69.0,4.51264561130662,1.4140982203725216,0.41423335287728646,17780092928.0,3926353152.0,5066946560.0,4481274368.0,4305521664.0
70.0,4.667681813768118,1.3575766674029972,0.42416436072959446,18968449024.0,4033171200.0,5149707264.0,5122432000.0,4663135232.0
71.0,4.827489579195381,1.3023784599059653,0.4343334588184266,20054362112.0,3994477568.0,5292407808.0,5735893504.0,5031583744.0
72.0,4.992162284945694,1.2484726142451428,0.4447463552211064,21318862848.0,4019822592.0,5369625088.0,6645111296.0,5284304896.0
73.0,5.127463975584815,1.2062580807810006,0.45325613023749545,22466295808.0,3919227136.0,5543162368.0,7208890368.0,5795013120.0
74.0,5.301118608921481,1.1546027123602154,0.46412268687092223,24119775232.0,3953260544.0,5585796096.0,8400208384.0,6180512256.0
75.0,5.443716379840261,1.1141505637653806,0.4730032085410998,25670207488.0,4030976000.0,5669817856.0,9340755968.0,6628656640.0
76.0,5.589624137566063,1.074457894547674,0.4820536500780824,27492995072.0,4197244160.0,5944791552.0,10298040320.0,7052923904.0
77.0,5.738880497072539,1.035510445664141,0.4912772627279358,28961857536.0,4158053376.0,6040615424.0,11184652288.0,7578534400.0
78.0,5.930215178562359,0.987852810815766,0.5030553542792862,30499481600.0,4289817344.0,6039311872.0,12349412352.0,7820938752.0
79.0,6.087135431528504,0.9505313515850327,0.5126808134549512,31952138240.0,4352701440.0,6389180928.0,12824217600.0,8386036224.0
80.0,6.207093384097111,0.9230008161779089,0.5200205801199638,33199796224.0,4441409536.0,7047808000.0,12651686912.0,9058893824.0
81.0,6.370083836372647,0.8868969375752482,0.5299706518603222,34876387328.0,4660792832.0,7629527552.0,13147103232.0,9438964736.0
82.0,6.536579634205232,0.8514709006246495,0.5401111082343341,36563030016.0,4801597952.0,8735893504.0,13028272128.0,9997264896.0
83.0,6.706603691236406,0.8167099790118506,0.5504455920608321,37767798784.0,5026624000.0,10075208704.0,12551308288.0,10114659328.0
84.0,6.836449148310662,0.7910682489463392,0.5583260161014446,38562553856.0,5006127616.0,9895624704.0,12971881472.0,10688923648.0
85.0,7.012693145756433,0.7574413726158526,0.5690090239036288,39511355392.0,5109336064.0,9770962944.0,13772532736.0,10858523648.0
86.0,7.147221247683246,0.7326361820223115,0.5771552102951079,40255766528.0,5105787392.0,10527232000.0,13409913856.0,11212843008.0
87.0,7.329727457563047,0.7001063537185233,0.5881984958251407,41006329856.0,5251171840.0,10446947328.0,13666245632.0,11641973760.0
88.0,7.468962790806977,0.6761104112134777,0.596619407235837,41738215424.0,5413853696.0,10445472768.0,13923693568.0,11955206144.0
89.0,7.657754221443944,0.6446418406845371,0.6080351206337894,42701508608.0,5447542272.0,11116028928.0,13691799552.0,12446140416.0
90.0,7.80170653839661,0.6214287452425136,0.616740021992414,43515940864.0,5485696512.0,10790085632.0,14500877312.0,12739273728.0
91.0,7.947679589081643,0.5985432881875667,0.6255695465925124,44064677888.0,5491507200.0,10773093376.0,14641553408.0,13158530048.0
92.0,8.095671082722221,0.5759808451078874,0.6345254785958663,45150543872.0,5631370240.0,10728722432.0,15198935040.0,13591516160.0
93.0,8.296126559325902,0.5463921831410221,0.6466664866145445,46570131456.0,5616430592.0,11012561920.0,15529207808.0,14411924480.0
94.0,8.448811765562718,0.524565820433923,0.6559244517992534,47998259200.0,5890717696.0,11247534080.0,15902504960.0,14957510656.0
95.0,8.60349865622863,0.5030475232448832,0.6653149581332802,48807010304.0,5977031680.0,11620315136.0,15888777216.0,15320884224.0
96.0,8.760179450310375,0.4818329434209512,0.6748399031346985,49734774784.0,6152910336.0,12007203840.0,15840220160.0,15734439936.0
97.0,8.918845098217659,0.4609177941806475,0.684501211487295,50381180928.0,6257253376.0,12496056320.0,15606085632.0,16021787648.0
98.0,9.079485288786328,0.4402978492477432,0.6943008354294861,50818330624.0,6373019648.0,13114073088.0,15397195776.0,15934041088.0
99.0,9.242088459951992,0.41996894199726653,0.7042407551488017,51076431872.0,6466461696.0,13325957120.0,15180580864.0,16103434240.0
100.0,9.406641813093389,0.3999269646135635,0.7143229791820179,51440902144.0,6488275968.0,13507607552.0,15185850368.0,16259170304.0
101.0,9.573131331020738,0.38016786726023866,0.7245495448210172,51818663936.0,6457444864.0,13282523136.0,15532555264.0,16546136064.0
102.0,9.741541799560094,0.36068765726181673,0.7349225185244588,52272386048.0,6542996480.0,13659806720.0,15106777088.0,16962819072.0
103.0,9.854874595547287,0.3478538418581776,0.7419202059930923,52645429248.0,6592017920.0,14217960448.0,14810908672.0,17024540672.0
104.0,10.026449669104903,0.32882972420595435,0.7525418658117033,53429489664.0,6746081280.0,13653372928.0,15529595904.0,17500440576.0
105.0,10.19989947196752,0.31007412012783386,0.7633155900388464,54262366208.0,6957758464.0,14244009984.0,15209736192.0,17850857472.0
106.0,10.375204641492832,0.29158323972192446,0.7742435556962617,55093227520.0,7217945600.0,15232304128.0,14839909376.0,17803083776.0
107.0,10.552344763553133,0.2733533465784399,0.7853279709729014,55978323968.0,7355143680.0,15390783488.0,15409364992.0,17823014912.0
108.0,10.67144705609926,0.2613432561610123,0.7928056023731169,56472801280.0,7434912768.0,15684623360.0,15530682368.0,17822578688.0
109.0,10.85159733936031,0.24354018155467028,0.8041557601699713,57272864768.0,7483848192.0,16031630336.0,15942649856.0,17814738944.0
110.0,11.033523308792786,0.22598838626019768,0.8156684118765909,57780772864.0,7554158592.0,15985827840.0,16224321536.0,18016456704.0
111.0,11.155782009390867,0.21442503551449454,0.823434934850752,58123796480.0,7476336128.0,15823386624.0,16443832320.0,18380218368.0
112.0,11.340613907183545,0.19728418237600986,0.8352235958012078,58560540672.0,7463054848.0,15835745280.0,17048238080.0,18213494784.0
113.0,11.527155884914245,0.1803852617057493,0.8471810284677068,59030847488.0,7462546944.0,15619566592.0,17812076544.0,18136676352.0
114.0,11.652454415336605,0.1692520332436107,0.8552476040823377,59268513792.0,7543427584.0,15716240384.0,17713102848.0,18295742464.0
115.0,11.841788296065106,0.15274876890238098,0.8674917093619414,59638210560.0,7481566208.0,15563982848.0,18283161600.0,18309490688.0
116.0,11.968923189270404,0.14187620396956202,0.8757516765159388,59841712128.0,7526764032.0,15773288448.0,18393649152.0,18147999744.0
117.0,12.160973462266846,0.12575933241126092,0.8882893272206793,60151406592.0,7484325376.0,15570473984.0,18824105984.0,18272509952.0
118.0,12.354616159128053,0.10986994045882548,0.9010064725120812,60426973184.0,7450566144.0,15494656000.0,19094716416.0,18387025920.0
119.0,12.48458181323533,0.09940180263022191,0.9095855560793044,60589686784.0,7452043776.0,15535315968.0,18940104704.0,18662232064.0
120.0,12.680814521632618,0.08388443079747931,0.9226075876597282,60873228288.0,7541327360.0,15458990080.0,19367868416.0,18505033728.0
121.0,12.812479750823842,0.07366138465643868,0.9313923498515226,61054013440.0,7510794752.0,15765365760.0,19369766912.0,18408089600.0
122.0,13.011220678541196,0.058507322794512984,0.9447265771954694,61385641984.0,7542062592.0,15869769728.0,19646052352.0,18327746560.0
123.0,13.144530370226075,0.04852362998180593,0.9537219490392906,61597106176.0,7570978816.0,15807129600.0,19802982400.0,18416001024.0
124.0,13.345696086314069,0.0337243718735154,0.9673758568617342,61782216704.0,7685599232.0,15926713344.0,19810670592.0,18359232512.0
125.0,13.48059417811007,0.023974428382762536,0.9765868876036025,61864927232.0,7708225536.0,16143550464.0,19751966720.0,18261164032.0
126.0,13.684100038722406,0.009521666967944764,0.99056814006128,62027358208.0,7671324672.0,16311434240.0,19798126592.0,18246461440.0
127.0,13.82052979916365,2.220446049250313e-16,0.9999999999999998,62107058176.0,7653756928.0,16331840512.0,19771115520.0,18350354432.0
