,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,0.1968668967614459,0.1968668967614459,0.1968668967614459,0.1968668967614459,0.1968668967614459,0.1968668967614459,0.7036747813704334,0.7036747813704334,0.7036747813704334,1.006919478688715,1.006919478688715,1.006919478688715
41,0.9080449696290195,0.13995994787469493,0.6346108698381073,0.14355367589456086,1.1256680637816536,0.7221429322699212,0.2906075407800083,1.1536783237598343,0.26915704456495104,-0.19413781219606796,0.73245190132597,0.4036076854028029,0.03692493575125963,0.7702904350543461
42,0.9678924784861273,0.14605760406878063,-0.11621377207337805,-0.1675434700829623,-0.06488407406379379,0.11621377207337805,0.06488407406379379,0.1675434700829623,-0.09035940267885678,-0.6084097386142457,0.4276909332565322,-0.038861291639137485,-0.4286931260760276,0.3509705427977526
43,,,,,,,,,,,,,,
44,1.115309430693374,0.1605759932010687,0.5356046056886336,0.5356046056886336,0.5356046056886336,0.5356046056886336,0.5356046056886336,0.5356046056886336,0.7716324996225169,0.7716324996225169,0.7716324996225169,0.9722080693547884,0.9722080693547884,0.9722080693547884
