,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,
45,1.197181863756146,0.1683677232791182,-0.7745606213689606,-0.7745606213689606,-0.7745606213689606,0.7745606213689606,0.7745606213689606,0.7745606213689606,0.9391754330300993,0.9391754330300993,0.9391754330300993,1.1928529723929804,1.1928529723929804,1.1928529723929804
46,1.2850184010331818,0.1765375363843931,1.585331810224327,1.585331810224327,1.585331810224327,1.585331810224327,1.585331810224327,1.585331810224327,0.8338142678974723,0.8338142678974723,0.8338142678974723,0.9278225936971412,0.9278225936971412,0.9278225936971412
47,1.3695201902147043,0.18422877390319162,-0.052672105411982306,-1.185653346762611,1.7455636463625446,1.048519186074619,0.40245093804721493,1.8190986766735027,0.9023327441950446,0.5710358727954619,0.9475704363282316,0.8671027106950224,0.7782848886422276,1.0296391066307968
48,1.469878490582777,0.19316822276007173,-0.15221584362711607,-2.1625455355502883,0.9371389259966871,0.8994435524553395,0.3921231243443903,2.1692268609924312,0.7939624864654378,0.13494282229668203,0.9441400134009472,0.8136994953764796,0.05346921315183136,0.9985002886755212
