SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,201664.5,0.0,0.0
36,0.641,0.0,0.0,0.0
37,0.689,57179.5,0.0,0.0
38,0.734,0.0,0.0,0.0
39,0.788,0.0,0.0,0.0
40,0.846,44516.0,44516.0,0.0
41,0.908,37206.0,0.0,0.0
42,0.968,145082.0,0.0,0.0
43,1.039,0.0,0.0,0.0
44,1.115,12055249.0,125424.0,0.0
45,1.197,2940696.0,1261952.0,612212.0
46,1.285,10435528.0,9865092.0,288088.0
47,1.37,9351136.0,4849472.0,4149816.0
48,1.47,49557392.0,3155616.0,1537616.0
49,1.578,39862560.0,37485552.0,5630656.0
50,1.693,48885536.0,44633216.0,3739200.0
51,1.817,69415456.0,42222176.0,4269968.0
52,1.949,385028608.0,192010176.0,6953216.0
53,2.091,251063424.0,219345536.0,27725504.0
54,2.244,264018048.0,237945984.0,172180736.0
55,2.39,437388288.0,17106944.0,7415808.0
56,2.545,137912832.0,62581248.0,31723008.0
57,2.691,440416256.0,353186304.0,12881920.0
58,2.846,795503104.0,312229376.0,45432832.0
59,2.988,503030784.0,395794944.0,12354560.0
60,3.137,349508096.0,238892544.0,205411840.0
61,3.293,523104256.0,174971904.0,10295296.0
62,3.456,521864192.0,61796352.0,8122368.0
63,3.602,511733760.0,143553536.0,257024.0
64,3.754,394099712.0,261227520.0,39725056.0
65,3.911,305676288.0,169490432.0,163378176.0
66,4.047,427171840.0,261382144.0,4164608.0
67,4.217,418509824.0,365522944.0,6541312.0
68,4.362,384157696.0,292960256.0,216836096.0
69,4.513,336222208.0,241016832.0,29859840.0
70,4.668,317747200.0,57227264.0,5103616.0
71,4.827,272349184.0,64094208.0,8091648.0
72,4.992,221644800.0,60471296.0,6420480.0
73,5.127,217153536.0,50149376.0,36851712.0
74,5.301,244355072.0,41523200.0,37838848.0
75,5.444,250589184.0,40708096.0,5281792.0
76,5.59,244254720.0,35276800.0,2985984.0
77,5.739,236421120.0,29458432.0,2002944.0
78,5.93,228308992.0,199565312.0,3108864.0
79,6.087,148019200.0,120571904.0,113496064.0
80,6.207,105988096.0,80197632.0,73738240.0
81,6.37,105910272.0,78483456.0,7704576.0
82,6.537,85696512.0,17801216.0,4239360.0
83,6.707,68198400.0,11005952.0,1019904.0
84,6.836,67055616.0,19718144.0,4820992.0
85,7.013,81170432.0,25108480.0,14823424.0
86,7.147,79769600.0,24260608.0,20295680.0
87,7.33,65548288.0,13918208.0,3072000.0
88,7.469,61054976.0,28192768.0,1900544.0
89,7.658,55783424.0,22392832.0,20307968.0
90,7.802,46530560.0,13348864.0,11276288.0
91,7.948,312438784.0,13742080.0,3821568.0
92,8.096,325136384.0,5689344.0,393216.0
93,8.296,334290944.0,307466240.0,647168.0
94,8.449,258658304.0,237944832.0,236544000.0
95,8.603,252534784.0,235761664.0,233193472.0
96,8.76,287969280.0,264069120.0,425984.0
97,8.919,270217216.0,24371200.0,2220032.0
98,9.079,253583360.0,4251648.0,1720320.0
99,9.242,248147968.0,4509696.0,1396736.0
100,9.407,241659904.0,1728512.0,741376.0
101,9.573,228818944.0,1966080.0,450560.0
102,9.742,224825344.0,4935680.0,237568.0
103,9.855,212688896.0,48091136.0,196608.0
104,10.026,209776640.0,186765312.0,335872.0
105,10.2,119349248.0,94879744.0,93782016.0
106,10.375,66928640.0,48922624.0,42041344.0
107,10.552,59408384.0,43315200.0,6119424.0
108,10.671,47521792.0,27463680.0,1466368.0
109,10.852,32165888.0,14020608.0,843776.0
110,11.034,29184000.0,12173312.0,7946240.0
111,11.156,27058176.0,13107200.0,6606848.0
112,11.341,26730496.0,13451264.0,847872.0
113,11.527,23904256.0,12521472.0,2781184.0
114,11.652,21618688.0,7106560.0,348160.0
115,11.842,19738624.0,6623232.0,245760.0
116,11.969,19009536.0,7557120.0,1515520.0
117,12.161,18636800.0,2703360.0,1634304.0
118,12.355,17055744.0,1929216.0,98304.0
119,12.485,14626816.0,1396736.0,0.0
120,12.681,10264576.0,393216.0,0.0
121,12.812,9994240.0,614400.0,32768.0
122,13.011,11825152.0,323584.0,45056.0
123,13.145,9326592.0,1478656.0,40960.0
124,13.346,6430720.0,1216512.0,770048.0
125,13.481,6070272.0,352256.0,180224.0
126,13.684,9240576.0,2875392.0,270336.0
127,13.821,11083776.0,3112960.0,2367488.0
