CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
0.25,46.9546,9349.7559,25.6222,6410.5574,960.9902,1952.586
0.75,79.2418,4497.3288,25.4966,2483.0289,871.0727,1117.7307
1.25,50.092,2052.735,26.9676,818.063,490.9869,716.7175
1.75,36.2134,1092.0419,27.8324,365.0776,286.9975,412.1344
2.25,29.8915,603.0134,30.4492,143.0766,206.9356,222.5521
2.75,24.6353,383.4911,37.235,40.0251,168.872,137.359
3.25,23.8073,273.0421,41.1662,2.8762,138.0019,90.9978
3.75,26.9835,194.7212,27.9835,0.0,110.5318,56.2059
4.25,23.7501,143.0148,20.2428,0.0,84.9114,37.8606
4.75,19.7267,111.4076,15.8438,0.0,67.9782,27.5855
5.25,19.1787,90.4197,13.1279,0.0,56.8629,20.429
5.75,18.3027,76.8622,10.7431,0.0,49.9802,16.1388
6.25,16.5571,66.41,9.5084,0.0,42.7701,14.1315
6.75,16.4601,55.0751,8.1414,0.0,34.6449,12.2888
7.25,17.547,43.9875,7.1223,0.0,25.9997,10.8655
7.75,16.0898,34.2642,6.1441,0.0,18.511,9.609
8.25,13.8065,26.7301,5.5131,0.0,12.725,8.492
8.75,11.2294,21.0401,4.9021,0.0,8.6378,7.5002
9.25,9.1501,16.6828,4.4022,0.0,6.0926,6.1879
9.75,7.0889,13.6121,3.8735,0.0,4.2285,5.5101
10.25,5.794,11.2423,3.3677,0.0,3.1838,4.6907
10.75,5.1926,9.2246,3.058,0.0,2.1176,4.049
11.25,4.6186,7.857,2.8511,0.0,1.3117,3.6941
11.75,4.2684,6.4847,2.5107,0.0,0.7661,3.2079
12.25,3.673,5.3468,2.2016,0.0,0.4182,2.727
12.75,3.3364,4.5591,2.0189,0.0,0.251,2.2892
13.25,3.0453,3.8483,1.8047,0.0,0.1608,1.8827
13.75,2.7894,3.4017,1.6562,0.0,0.1279,1.6175
14.25,2.5504,2.9913,1.5477,0.0,0.1051,1.3386
14.75,2.4658,2.5441,1.4165,0.0,0.0846,1.043
15.25,2.2922,2.1529,1.2226,0.0,0.0481,0.8822
15.75,2.0693,1.9415,1.1933,0.0,0.0438,0.7044
16.25,2.1187,1.7023,1.0768,0.0,0.0448,0.5806
16.75,1.941,1.5454,0.9808,0.0,0.0343,0.5304
17.25,1.8342,1.3883,0.908,0.0,0.0296,0.4506
17.75,1.7236,1.2553,0.8622,0.0,0.0251,0.368
18.25,1.6933,1.092,0.7261,0.0,0.0293,0.3367
18.75,1.6465,0.9938,0.6921,0.0,0.0224,0.2794
19.25,1.5874,0.9367,0.6907,0.0,0.0181,0.2279
19.75,1.4978,0.8114,0.6175,0.0,0.0166,0.1772
20.25,1.5285,0.7267,0.5328,0.0,0.0146,0.1793
20.75,1.405,0.71,0.5458,0.0,0.0151,0.1491
21.25,1.4601,0.6913,0.5479,0.0,0.0153,0.1282
21.75,1.4128,0.584,0.4579,0.0,0.0141,0.112
22.25,1.3874,0.5653,0.4379,0.0,0.0169,0.1105
22.75,1.253,0.4792,0.3808,0.0,0.0149,0.0835
23.25,1.2639,0.462,0.3785,0.0,0.0104,0.0731
23.75,1.1883,0.4473,0.3618,0.0,0.0092,0.0764
24.25,1.2373,0.4434,0.3606,0.0,0.0099,0.0729
24.75,1.1692,0.4007,0.3329,0.0,0.0092,0.0587
25.25,1.1335,0.3577,0.2933,0.0,0.0088,0.0556
25.75,1.0783,0.3289,0.2826,0.0,0.0082,0.0381
26.25,1.0098,0.2983,0.252,0.0,0.0069,0.0394
26.75,1.0613,0.3089,0.2676,0.0,0.0069,0.0345
27.25,1.0562,0.2949,0.2458,0.0,0.0074,0.0417
27.75,0.9988,0.2559,0.2141,0.0,0.0066,0.0352
28.25,0.974,0.2435,0.2042,0.0,0.0039,0.0353
28.75,1.0029,0.2257,0.1952,0.0,0.007,0.0234
29.25,0.9132,0.2127,0.1744,0.0,0.005,0.0333
29.75,0.8258,0.2044,0.168,0.0,0.0041,0.0324
30.25,0.8483,0.2045,0.1773,0.0,0.0041,0.0231
30.75,0.8913,0.1986,0.1619,0.0,0.0043,0.0324
31.25,0.8403,0.1903,0.1631,0.0,0.0045,0.0227
31.75,0.8549,0.1776,0.15,0.0,0.0047,0.0229
32.25,0.7821,0.1526,0.1241,0.0,0.0067,0.0218
32.75,0.7827,0.1732,0.1479,0.0,0.0049,0.0204
33.25,0.8266,0.1514,0.1283,0.0,0.0045,0.0186
33.75,0.8241,0.1496,0.1265,0.0,0.0035,0.0197
34.25,0.7951,0.1443,0.1167,0.0,0.0078,0.0198
34.75,0.819,0.1509,0.1303,0.0,0.0037,0.0169
35.25,0.7992,0.1278,0.1104,0.0,0.0058,0.0116
35.75,0.8195,0.1172,0.0971,0.0,0.0012,0.0188
36.25,0.8192,0.1347,0.111,0.0,0.0023,0.0214
36.75,0.8029,0.1013,0.0841,0.0,0.001,0.0162
37.25,0.76,0.1106,0.0938,0.0,0.0022,0.0145
37.75,0.8034,0.1017,0.0832,0.0,0.002,0.0165
38.25,0.7652,0.0934,0.0781,0.0,0.0008,0.0145
38.75,0.7678,0.0989,0.0828,0.0,0.002,0.0142
39.25,0.7569,0.0989,0.0809,0.0,0.0027,0.0153
