CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
39.75,0.7206,0.0861,0.0732,0.0,0.0022,0.0107
40.25,0.7705,0.0923,0.0765,0.0,0.0015,0.0143
40.75,0.7347,0.084,0.0719,0.0,0.0018,0.0103
41.25,0.6784,0.0838,0.0728,0.0,0.0011,0.0098
41.75,0.7391,0.0754,0.0656,0.0,0.0007,0.0091
42.25,0.6903,0.0778,0.0695,0.0,0.0004,0.008
42.75,0.6795,0.0787,0.0673,0.0,0.0017,0.0096
43.25,0.615,0.0709,0.0604,0.0,0.0011,0.0095
43.75,0.631,0.0657,0.0577,0.0,0.0003,0.0076
44.25,0.6077,0.0651,0.0581,0.0,0.0011,0.006
44.75,0.6213,0.0615,0.0518,0.0,0.0015,0.0082
45.25,0.5925,0.0717,0.0643,0.0,0.0015,0.0059
45.75,0.6054,0.0628,0.0569,0.0,0.0008,0.0052
46.25,0.5855,0.0632,0.0528,0.0,0.002,0.0084
46.75,0.6064,0.0561,0.0511,0.0,0.0014,0.0036
47.25,0.5764,0.0508,0.0449,0.0,0.0006,0.0053
47.75,0.5618,0.0534,0.0481,0.0,0.0002,0.0051
48.25,0.5464,0.0587,0.0518,0.0,0.0006,0.0063
48.75,0.5283,0.0516,0.0468,0.0,0.0007,0.0042
49.25,0.5372,0.055,0.0495,0.0,0.0005,0.0049
49.75,0.5387,0.054,0.0485,0.0,0.0011,0.0044
