,StellarMassFraction_0,StellarMassFraction_0_InSitu,StellarMassFraction_0_ExSitu,StellarMassFraction_0to0,StellarMassFraction_1to0,StellarMassFraction_2to0,StellarMassFraction_3to0,StellarMassFraction_1,StellarMassFraction_1_InSitu,StellarMassFraction_1_ExSitu,StellarMassFraction_0to1,StellarMassFraction_1to1,StellarMassFraction_2to1,StellarMassFraction_3to1,StellarMassFraction_2,StellarMassFraction_2_InSitu,StellarMassFraction_2_ExSitu,StellarMassFraction_0to2,StellarMassFraction_1to2,StellarMassFraction_2to2,StellarMassFraction_3to2,StellarMassFraction_3,StellarMassFraction_3_InSitu,StellarMassFraction_3_ExSitu,StellarMassFraction_0to3,StellarMassFraction_1to3,StellarMassFraction_2to3,StellarMassFraction_3to3,Abundance_[O/H]
0,0.0011361222,0.00035104871,0.0007850734,0.00021355304,0.0,3.984332e-05,6.0693565e-05,5.5177774e-05,1.6771613e-05,3.8406164e-05,3.201212e-06,0.0,0.0,0.0,3.2932396e-05,7.813726e-06,2.5118667e-05,3.8004096e-06,0.0,0.0,2.0527311e-06,0.00016285338,3.4298246e-05,0.00012855513,1.9983045e-05,0.0,3.0230572e-06,2.3209132e-06,-1.9649999999999999
1,0.0014200017,0.0003294727,0.001090529,0.00022176665,0.0,3.456272e-05,5.0497572e-05,6.333785e-05,1.4647848e-05,4.8690003e-05,0.0,0.0,0.0,0.0,6.370243e-05,1.4995972e-05,4.8706454e-05,3.033394e-06,0.0,6.0639395e-06,4.0313744e-06,0.00023047114,5.2123803e-05,0.00017834734,2.5351846e-05,0.0,4.539266e-06,3.007327e-06,-1.895
2,0.0017554697,0.0004830233,0.0012724464,0.0002995389,0.0,3.2359792e-05,7.995843e-05,6.3371685e-05,2.3513181e-05,3.9858507e-05,3.203324e-06,0.0,0.0,0.0,7.229873e-05,1.2367682e-05,5.9931048e-05,5.518995e-06,0.0,1.8994389e-06,3.1358013e-06,0.00025768316,7.404282e-05,0.00018364032,3.4498335e-05,0.0,3.3600193e-06,9.034069e-06,-1.825
3,0.0020481334,0.0005441042,0.0015040291,0.0003488179,1.2001326e-05,5.1368177e-05,7.712781e-05,8.0225116e-05,3.9795967e-05,4.0429146e-05,9.221902e-06,0.0,0.0,2.318995e-06,9.8347125e-05,1.89018e-05,7.944532e-05,6.9322273e-06,0.0,0.0,3.5805158e-06,0.00030558987,5.605055e-05,0.00024953936,4.07498e-05,2.9671257e-06,8.877847e-06,3.4557731e-06,-1.755
4,0.0025119071,0.0007022636,0.0018096436,0.0004306636,0.0,5.7824636e-05,0.00012873654,0.00011302305,5.357323e-05,5.944982e-05,9.4263105e-06,0.0,0.0,0.0,7.387948e-05,2.8259321e-05,4.562016e-05,1.3922799e-05,0.0,4.1174626e-06,4.542241e-06,0.00036099373,7.6775104e-05,0.0002842186,4.411031e-05,3.720979e-06,7.857624e-06,1.1518524e-05,-1.685
5,0.00311467,0.0009526529,0.0021620174,0.0005596885,1.2873908e-05,9.271415e-05,0.00020844756,0.000119389835,4.441951e-05,7.497033e-05,1.19689175e-05,0.0,0.0,2.6480895e-06,0.00011190119,2.9876077e-05,8.202511e-05,1.09133625e-05,0.0,7.895999e-06,7.787723e-06,0.00049220305,0.00015098519,0.00034121785,8.010296e-05,0.0,3.138991e-05,1.514987e-05,-1.615
6,0.0038337575,0.0011707875,0.0026629698,0.0006143439,1.9562573e-05,0.00011022736,0.00027082438,0.00014311667,7.723279e-05,6.588388e-05,1.5428235e-05,7.243536e-06,2.7560757e-06,3.8885746e-06,0.00014149805,1.9934712e-05,0.00012156334,3.902368e-06,0.0,4.3976333e-06,1.0178579e-05,0.0005759489,0.00013085609,0.0004450928,8.703234e-05,0.0,8.285182e-06,1.8138835e-05,-1.545
7,0.0049406094,0.0013571134,0.003583496,0.0008539391,1.9341922e-05,0.000105569736,0.00028432137,0.00020017706,9.9316436e-05,0.00010086062,2.7716518e-05,3.5904973e-06,0.0,0.0,0.0001481786,5.077292e-05,9.740568e-05,2.6380663e-05,2.5840982e-06,3.2633777e-06,6.238325e-06,0.00072474894,0.00018867367,0.00053607527,0.00012351018,5.657213e-06,1.4255465e-05,2.6242e-05,-1.475
8,0.0055698995,0.0015521493,0.0040177507,0.00096029433,2.1540629e-05,0.00014196182,0.0002779492,0.00020784303,0.00012022677,8.761626e-05,3.724227e-05,5.2387204e-06,0.0,0.0,0.00018829397,5.3085845e-05,0.00013520813,2.4498884e-05,0.0,2.8147979e-06,1.63799e-05,0.0007938278,0.00018458265,0.00060924515,0.00010710448,0.0,1.3248924e-05,3.108388e-05,-1.4049999999999998
9,0.0068158237,0.0019458594,0.0048699644,0.0011982481,3.585551e-05,0.00014940556,0.00041851465,0.00024045083,0.00011573728,0.00012471354,3.3844546e-05,6.9237667e-06,0.0,6.587818e-06,0.00018800139,6.043748e-05,0.00012756391,3.733126e-05,1.6358696e-06,5.3302897e-06,6.8674826e-06,0.00087606884,0.00026269647,0.00061337237,0.00015696176,1.9935966e-05,4.958716e-06,5.4907305e-05,-1.335
