,[Fe/H]_Stars,BinCenters_ckpc,[Fe/H]_Gas,[Fe/H]_ColdGas,[Fe/H]_StarFormingGas,[Fe/H]_Stars_H,[Fe/H]_Stars_B,[Fe/H]_Stars_CD,[Fe/H]_Stars_WD,[O/H]_Stars,[O/H]_Gas,[O/H]_ColdGas,[O/H]_StarFormingGas,[O/H]_Stars_H,[O/H]_Stars_B,[O/H]_Stars_CD,[O/H]_Stars_WD
0,0.12698187395112617,0.5,0.6372341779015984,0.6303214990753401,0.6553106058902891,-0.5619466387106797,0.13484291192362108,0.10890148352318654,0.1354800930949011,0.37176961682743564,0.7231783599127499,0.7160420158491384,0.7401564212967907,-0.260672599419854,0.3829446852193198,0.3469707621980669,0.3744800540604052
1,-0.04944463552632322,1.5,0.4908549508059182,0.48355223437982986,0.5295508607162244,-0.550572704275882,-0.06562191005016658,-0.011441030117763061,0.0026884999434214013,0.2018368014684614,0.6037395219960235,0.5915073049700141,0.6429814834867265,-0.25120358737400433,0.19117171532136074,0.22910651887149436,0.24604962864362373
2,-0.1275093296144994,2.5,0.41932529249432,0.41287927912833605,0.4606588558872274,-0.5479254918963924,-0.1709738980227022,-0.022463488826385235,-0.05337729322253904,0.12448072165206263,0.5520441887004173,0.5393271958482058,0.59572644449098,-0.24901553921892386,0.09077757243732534,0.21267989017629588,0.1892369122441479
3,-0.13704232588496187,3.5,0.362381827827005,0.32843824858554477,0.4069862822409559,-0.5282951469238559,-0.16605687160968124,0.011183604199049672,-0.08143337887433977,0.11121680727311989,0.49971932414271636,0.4593549642049733,0.5470834450264399,-0.23050618243163962,0.0910563599976931,0.2389925045764607,0.16049044486704722
4,-0.14526011982591502,4.5,0.30834017266623903,0.2991128236433423,0.3540293167076064,-0.5625560980130901,,0.03066210944729233,-0.17322721899750762,0.10074748949178208,0.4469651035041914,0.4340609194138917,0.49628941006497795,-0.2635099565117439,,0.25453977538942835,0.07569857780037892
5,-0.1789245070295898,5.5,0.2449190519705996,0.2582869642675542,0.2946913982028357,-0.610104236520987,,0.0010245244723241257,-0.2515802865649741,0.06900458359933438,0.3868005693235705,0.3989644448726358,0.4407492539858188,-0.3088669106371413,,0.22757548533430694,0.0022463122710991586
6,-0.17215371160684959,6.5,0.17933600713809067,0.21133024919194535,0.23131320872545155,-0.6409890770876241,,-0.00018502476882622984,-0.27247918709001895,0.07366686578697791,0.3206954061719775,0.35144945281376494,0.3816185019670489,-0.3392132047331137,,0.2260570017193131,-0.018795091314555607
7,-0.1672618962269321,7.5,0.13960913607011316,0.17514887613439123,0.18819801715545012,-0.6632524954881497,,-0.001630839297603656,-0.2957336322719169,0.07608538942253693,0.2865313203386187,0.3219005398708671,0.3464356935014832,-0.3608810038493704,,0.22305824261337445,-0.04231453355798787
8,-0.19054168382762976,8.5,0.12856173497021342,0.1610165098051186,0.19036966436631444,-0.6842558749868447,,-0.022860302042756454,-0.3266796236164278,0.05345540518046431,0.2820777860800793,0.3150045474458101,0.35777432239188756,-0.38275978691520374,,0.20266748315074157,-0.07264277936276686
9,-0.20996178275652638,9.5,0.110847178225674,0.12198102853763394,0.1796696371010386,-0.7026657308326822,,-0.04159427056358296,-0.35240387876928037,0.03379288005372036,0.2720432861702142,0.28238831315543284,0.35367477041667217,-0.4012613249354477,,0.1838208902942517,-0.09959038353543236
