,StellarMassFraction_0,StellarMassFraction_0_InSitu,StellarMassFraction_0_ExSitu,StellarMassFraction_0to0,StellarMassFraction_1to0,StellarMassFraction_2to0,StellarMassFraction_3to0,StellarMassFraction_1,StellarMassFraction_1_InSitu,StellarMassFraction_1_ExSitu,StellarMassFraction_0to1,StellarMassFraction_1to1,StellarMassFraction_2to1,StellarMassFraction_3to1,StellarMassFraction_2,StellarMassFraction_2_InSitu,StellarMassFraction_2_ExSitu,StellarMassFraction_0to2,StellarMassFraction_1to2,StellarMassFraction_2to2,StellarMassFraction_3to2,StellarMassFraction_3,StellarMassFraction_3_InSitu,StellarMassFraction_3_ExSitu,StellarMassFraction_0to3,StellarMassFraction_1to3,StellarMassFraction_2to3,StellarMassFraction_3to3,StellarAge_Gyr
0,0.00021608626,0.00021608626,0.0,0.00013738264,4.884469e-06,5.4619195e-05,1.9199962e-05,0.0043993476,0.0043993476,0.0,0.0,0.003672374,0.0002530484,0.00047392532,0.026879199,0.026879203,0.0,2.7261982e-05,0.00015851624,0.026336476,0.00035694527,0.003762538,0.003762538,0.0,1.0517759e-05,0.0005460942,0.000718608,0.0024873181,0.14
1,0.00011480288,0.00011480288,0.0,0.0,0.0,9.4203126e-05,2.0599755e-05,0.0027783369,0.0027783366,0.0,0.0,0.00154258,0.0004379712,0.00079778576,0.022709917,0.02270992,0.0,3.8693383e-06,0.00025962916,0.022051275,0.00039514535,0.002516233,0.0025162331,0.0,1.6241318e-05,0.00062036654,0.0011264245,0.0007532005,0.42000000000000004
2,7.062429e-05,7.062429e-05,0.0,7.3268816e-06,0.0,3.140362e-05,3.1893793e-05,0.002190936,0.0021909357,0.0,0.0,0.0010682805,0.00048633755,0.00063631765,0.020950787,0.020950787,0.0,0.0,0.00014057416,0.020552712,0.0002575023,0.0019211604,0.0019211604,0.0,0.0,0.0005672705,0.00079502846,0.0005588613,0.7000000000000001
3,7.484157e-05,7.484157e-05,0.0,1.363075e-05,0.0,4.9489277e-05,1.17215395e-05,0.0022422075,0.0022422073,0.0,0.0,0.0010303451,0.00053621066,0.0006756516,0.019452948,0.019452948,0.0,0.0,0.00018386108,0.019086698,0.00018238937,0.0021659138,0.0021659136,0.0,0.0,0.0005240052,0.0010279315,0.000613977,0.9800000000000001
4,0.0001339303,0.0001339303,0.0,5.2634172e-05,0.0,6.67578e-05,1.453833e-05,0.0035031855,0.003503185,0.0,0.0,0.0017321361,0.00072178093,0.0010492681,0.022128684,0.022128684,0.0,0.0,0.00021204114,0.021614712,0.00030193166,0.0031556985,0.0031556988,0.0,4.0958585e-06,0.00078407984,0.0014708958,0.00089662714,1.2600000000000002
5,3.1933534e-05,3.1933534e-05,0.0,8.101679e-06,0.0,1.9808134e-05,4.02372e-06,0.0023696208,0.0023696208,0.0,0.0,0.0011598659,0.00044587778,0.00076387735,0.019365989,0.019365989,0.0,0.0,0.00010165923,0.019053217,0.00021111158,0.0020029054,0.0020029056,0.0,0.0,0.00046524484,0.0010169891,0.00052067154,1.54
6,5.262958e-05,5.262958e-05,0.0,1.8501541e-05,0.0,3.412804e-05,0.0,0.0013463682,0.0013463682,0.0,0.0,0.00044282575,0.00036419765,0.00053934497,0.02122317,0.021223173,0.0,1.4404062e-06,7.799758e-05,0.02095983,0.00018390235,0.0017870583,0.0017870584,0.0,0.0,0.00028025763,0.0009971985,0.00050960213,1.8200000000000003
7,3.396866e-05,3.396866e-05,0.0,0.0,0.0,3.396866e-05,0.0,0.0014842212,0.0014842211,0.0,0.0,0.0005010342,0.00041369253,0.00056949444,0.01950621,0.01950621,0.0,0.0,9.139175e-05,0.01925561,0.00015920888,0.0018525394,0.0018525395,0.0,4.0613277e-06,0.0002532123,0.0011213429,0.0004739229,2.1
8,4.321312e-05,4.321312e-05,0.0,1.03035745e-05,0.0,3.2909542e-05,0.0,0.0023128316,0.0023128316,0.0,0.0,0.0011015462,0.0004510441,0.0007602412,0.023737937,0.023737935,0.0,0.0,0.00013611259,0.023362193,0.0002396308,0.0024315016,0.0024315016,0.0,0.0,0.00046416573,0.0015070619,0.00046027414,2.3800000000000003
9,7.4473486e-05,7.4473486e-05,0.0,1.5169071e-05,0.0,4.4692788e-05,1.4611624e-05,0.003462537,0.003462537,0.0,0.0,0.0018444532,0.0006522268,0.0009658571,0.02618346,0.02618346,0.0,1.9389101e-06,0.00014853223,0.02557394,0.00045904852,0.004028067,0.0040280665,0.0,2.1138312e-06,0.00052742544,0.0027275947,0.00077093276,2.66
