,Time_Gyr,ExpansionFactor,zPositionAbsMedian_kpc
0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,,,
67,,,
68,,,
69,,,
70,,,
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,,,
80,,,
81,,,
82,,,
83,,,
84,,,
85,,,
86,,,
87,,,
88,,,
89,,,
90,,,
91,,,
92,,,
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
108,,,
109,,,
110,,,
111,,,
112,,,
113,,,
114,,,
115,11.841788296065106,0.8674917093619414,0.10027394696591299
116,11.968923189270404,0.8757516765159388,0.09212038099682729
117,12.160973462266846,0.8882893272206793,0.10594153423461572
118,12.354616159128053,0.9010064725120812,0.11263111346311155
119,12.48458181323533,0.9095855560793044,0.13305961542610645
120,12.680814521632618,0.9226075876597282,0.13992324865975225
121,12.812479750823842,0.9313923498515226,0.1491857298227699
122,13.011220678541196,0.9447265771954694,0.1458356784494894
123,13.144530370226075,0.9537219490392906,0.1473218291325103
124,13.345696086314069,0.9673758568617342,0.15999212226292978
125,13.48059417811007,0.9765868876036025,0.1518908577928264
126,13.684100038722406,0.99056814006128,0.15072841022477262
127,13.82052979916365,0.9999999999999998,0.15488823270636873
