,Time_Gyr,ExpansionFactor,zPositionAbsMedian_kpc
0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,,,
67,,,
68,,,
69,,,
70,,,
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,,,
80,,,
81,,,
82,,,
83,,,
84,,,
85,,,
86,,,
87,,,
88,,,
89,,,
90,,,
91,,,
92,,,
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,9.854874595547287,0.7419202059930923,0.1933728470404658
104,10.026449669104903,0.7525418658117033,0.22144529838750718
105,10.19989947196752,0.7633155900388464,0.23297144696357264
106,10.375204641492832,0.7742435556962617,0.2471381989252364
107,10.552344763553133,0.7853279709729014,0.2413121500093628
108,10.67144705609926,0.7928056023731169,0.23227767321602183
109,10.85159733936031,0.8041557601699713,0.22084773452758716
110,11.033523308792786,0.8156684118765909,0.2244926799512897
111,11.155782009390867,0.823434934850752,0.21980346319495309
112,11.340613907183545,0.8352235958012078,0.23299404007080055
113,11.527155884914245,0.8471810284677068,0.22953618257247316
114,11.652454415336605,0.8552476040823377,0.22665085469436558
115,11.841788296065106,0.8674917093619414,0.22773794500505362
116,11.968923189270404,0.8757516765159388,0.22945977073350624
117,12.160973462266846,0.8882893272206793,0.23343706379801848
118,12.354616159128053,0.9010064725120812,0.23789296889755232
119,12.48458181323533,0.9095855560793044,0.23620814341800525
120,12.680814521632618,0.9226075876597282,0.23161737772533786
121,12.812479750823842,0.9313923498515226,0.23959881673717429
122,13.011220678541196,0.9447265771954694,0.23449083591562545
123,13.144530370226075,0.9537219490392906,0.24200924522749145
124,13.345696086314069,0.9673758568617342,0.2360175895269197
125,13.48059417811007,0.9765868876036025,0.24020447050068297
126,13.684100038722406,0.99056814006128,0.24053570652168205
127,13.82052979916365,0.9999999999999998,0.24463038688831487
