CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
38.75,1.2231,0.0964,0.0867,0.0,0.0036,0.0061
39.25,1.1121,0.1017,0.0874,0.0,0.0038,0.0105
39.75,1.1173,0.0867,0.0779,0.0,0.0019,0.0068
40.25,1.1339,0.0928,0.085,0.0,0.0032,0.0045
40.75,1.1089,0.0873,0.0784,0.0,0.0032,0.0056
41.25,1.093,0.0815,0.0707,0.0,0.0033,0.0076
41.75,1.027,0.0756,0.0675,0.0,0.0026,0.0054
42.25,1.0123,0.0738,0.0658,0.0,0.0019,0.0062
42.75,1.0522,0.0777,0.07,0.0,0.0025,0.0052
43.25,0.9954,0.0748,0.0674,0.0,0.001,0.0064
43.75,1.0435,0.0699,0.0599,0.0,0.0028,0.0072
44.25,1.0107,0.0721,0.064,0.0,0.0017,0.0064
44.75,0.9864,0.0657,0.0595,0.0,0.0023,0.0039
45.25,0.9645,0.0652,0.0586,0.0,0.0022,0.0043
45.75,0.9327,0.0621,0.0563,0.0,0.0012,0.0046
46.25,0.9603,0.0619,0.055,0.0,0.0024,0.0045
46.75,0.9528,0.06,0.0533,0.0,0.0016,0.005
47.25,0.8838,0.0589,0.0539,0.0,0.0019,0.0031
47.75,0.9247,0.0584,0.0524,0.0,0.0014,0.0046
48.25,0.839,0.0473,0.0411,0.0,0.0028,0.0034
48.75,0.8408,0.0508,0.0447,0.0,0.002,0.0041
49.25,0.8577,0.0473,0.041,0.0,0.0012,0.0051
49.75,0.7855,0.0529,0.0472,0.0,0.0011,0.0045
