CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
0.25,64.3291,7971.2561,27.8688,5190.449,970.4446,1782.4937
0.75,106.4659,3365.3688,30.303,1898.2969,504.4569,932.312
1.25,38.0479,1614.9973,30.574,863.5159,248.6507,472.2566
1.75,28.2138,801.6434,30.9601,380.0759,147.1029,243.5045
2.25,26.1864,464.3734,32.2607,176.4663,106.2308,149.4156
2.75,24.2884,323.7421,33.1931,90.2005,94.1034,106.2451
3.25,25.8964,244.0193,38.8031,38.2789,91.7654,75.1719
3.75,24.7548,197.0871,43.5286,6.5677,96.4508,50.54
4.25,19.8153,161.4713,35.1122,0.0,92.3437,34.0154
4.75,17.0964,124.994,27.4542,0.0,73.5331,24.0067
5.25,15.9354,101.6807,22.5782,0.0,61.4168,17.6858
5.75,15.3104,88.6101,18.8426,0.0,55.4953,14.2722
6.25,13.6351,78.4563,16.0373,0.0,50.8196,11.5994
6.75,11.1128,70.4261,13.6617,0.0,46.5734,10.191
7.25,11.1311,62.5384,11.5494,0.0,42.3432,8.6458
7.75,10.8081,54.4674,9.9527,0.0,37.5571,6.9576
8.25,10.6147,45.9112,8.6073,0.0,31.7599,5.544
8.75,11.5005,39.1187,7.6,0.0,26.8046,4.7141
9.25,12.3792,33.9212,6.5653,0.0,23.2987,4.0573
9.75,12.3462,30.2202,5.6525,0.0,21.0259,3.5418
10.25,12.7225,26.5157,4.876,0.0,18.4689,3.1708
10.75,13.4033,23.1909,4.3521,0.0,16.1621,2.6767
11.25,13.3808,21.2321,3.8459,0.0,14.886,2.5001
11.75,13.8202,18.9792,3.3025,0.0,13.4907,2.1859
12.25,14.6363,16.8224,3.1013,0.0,11.7064,2.0147
12.75,14.4217,14.6716,2.908,0.0,9.7618,2.0018
13.25,13.6019,12.5194,2.4527,0.0,8.0797,1.9871
13.75,12.8687,10.7468,2.1907,0.0,6.8236,1.7325
14.25,13.2673,8.9216,1.9976,0.0,5.5096,1.4144
14.75,13.2539,7.6694,1.8648,0.0,4.686,1.1185
15.25,13.7802,6.4343,1.6604,0.0,3.9206,0.8533
15.75,13.8475,5.5624,1.5116,0.0,3.3428,0.708
16.25,13.4093,4.672,1.3361,0.0,2.79,0.5459
16.75,12.9084,4.161,1.2699,0.0,2.4184,0.4727
17.25,12.7716,3.6196,1.1556,0.0,2.0165,0.4475
17.75,12.6834,3.1433,1.0863,0.0,1.6977,0.3592
18.25,12.3141,2.7199,0.9367,0.0,1.511,0.2722
18.75,11.4355,2.3827,0.9546,0.0,1.1657,0.2623
19.25,10.4571,2.0537,0.8485,0.0,0.9519,0.2534
19.75,9.8104,1.8438,0.7752,0.0,0.8295,0.2392
20.25,9.0591,1.5087,0.7319,0.0,0.5681,0.2087
20.75,8.2832,1.2962,0.7106,0.0,0.4134,0.1722
21.25,7.372,1.1337,0.629,0.0,0.3501,0.1546
21.75,6.775,0.9697,0.6085,0.0,0.2299,0.1313
22.25,6.2808,0.8474,0.5476,0.0,0.1883,0.1115
22.75,5.9229,0.7821,0.5318,0.0,0.1486,0.1016
23.25,5.5249,0.7034,0.4978,0.0,0.1024,0.1032
23.75,5.245,0.602,0.4451,0.0,0.0818,0.0751
24.25,4.9961,0.5574,0.432,0.0,0.0635,0.0619
24.75,4.746,0.5246,0.4024,0.0,0.056,0.0662
25.25,4.2375,0.4769,0.3748,0.0,0.0457,0.0563
25.75,3.9987,0.4384,0.3613,0.0,0.0298,0.0473
26.25,3.8397,0.4089,0.3369,0.0,0.0233,0.0486
26.75,3.8322,0.3712,0.3124,0.0,0.0203,0.0386
27.25,3.6781,0.3362,0.2766,0.0,0.0163,0.0433
27.75,3.32,0.2922,0.2489,0.0,0.0153,0.028
28.25,3.1081,0.2885,0.246,0.0,0.0129,0.0295
28.75,3.0298,0.2786,0.2431,0.0,0.011,0.0244
29.25,2.8873,0.2679,0.2357,0.0,0.0102,0.022
29.75,2.7848,0.256,0.2269,0.0,0.0062,0.023
30.25,2.472,0.2355,0.2134,0.0,0.0072,0.0149
30.75,2.3789,0.2366,0.2079,0.0,0.0072,0.0215
31.25,2.2853,0.2161,0.1945,0.0,0.0075,0.0141
31.75,2.2759,0.2236,0.1962,0.0,0.008,0.0194
32.25,2.2534,0.1865,0.1681,0.0,0.0052,0.0132
32.75,2.1435,0.1856,0.1708,0.0,0.0061,0.0087
33.25,2.0556,0.1822,0.1663,0.0,0.0039,0.012
33.75,1.9275,0.1616,0.142,0.0,0.0074,0.0121
34.25,1.7575,0.1483,0.1335,0.0,0.004,0.0107
34.75,1.6609,0.1472,0.1299,0.0,0.0063,0.011
35.25,1.4932,0.1353,0.1228,0.0,0.0031,0.0094
35.75,1.419,0.1437,0.1285,0.0,0.0048,0.0104
36.25,1.312,0.1198,0.1107,0.0,0.0038,0.0053
36.75,1.2774,0.1123,0.1014,0.0,0.0037,0.0071
37.25,1.3072,0.1126,0.1016,0.0,0.003,0.008
37.75,1.2205,0.1261,0.1158,0.0,0.0039,0.0064
38.25,1.1757,0.0982,0.0898,0.0,0.0028,0.0055
