,Time_Gyr,ExpansionFactor,zPositionAbsMedian_kpc
0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,,,
67,,,
68,,,
69,,,
70,,,
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,,,
80,,,
81,,,
82,,,
83,,,
84,,,
85,,,
86,,,
87,,,
88,,,
89,,,
90,,,
91,7.947679589081643,0.6255695465925124,0.402407663696904
92,8.095671082722221,0.6345254785958663,0.35101663428756713
93,8.296126559325902,0.6466664866145445,0.336376701979049
94,8.448811765562718,0.6559244517992534,0.34056560279169645
95,8.60349865622863,0.6653149581332802,0.35578821141878336
96,8.760179450310375,0.6748399031346985,0.3471226326148426
97,8.918845098217659,0.684501211487295,0.3582712151962608
98,9.079485288786328,0.6943008354294861,0.35839065779932955
99,9.242088459951992,0.7042407551488017,0.3500623014960623
100,9.406641813093389,0.7143229791820179,0.36452948987906386
101,9.573131331020738,0.7245495448210172,0.3652508634134108
102,9.741541799560094,0.7349225185244588,0.37376527830022344
103,9.854874595547287,0.7419202059930923,0.3720114494508064
104,10.026449669104903,0.7525418658117033,0.39198124117796285
105,10.19989947196752,0.7633155900388464,0.39827531888972945
106,10.375204641492832,0.7742435556962617,0.39752589881437506
107,10.552344763553133,0.7853279709729014,0.3948720359675926
108,10.67144705609926,0.7928056023731169,0.40146351716991857
109,10.85159733936031,0.8041557601699713,0.39935604295992927
110,11.033523308792786,0.8156684118765909,0.40828478642184834
111,11.155782009390867,0.823434934850752,0.4047867843634293
112,11.340613907183545,0.8352235958012078,0.4072774026633501
113,11.527155884914245,0.8471810284677068,0.422526957726708
114,11.652454415336605,0.8552476040823377,0.4239120961328901
115,11.841788296065106,0.8674917093619414,0.43511939480245093
116,11.968923189270404,0.8757516765159388,0.42891729301308634
117,12.160973462266846,0.8882893272206793,0.4318855553427875
118,12.354616159128053,0.9010064725120812,0.4330928404845624
119,12.48458181323533,0.9095855560793044,0.43376665776831225
120,12.680814521632618,0.9226075876597282,0.4412300605894288
121,12.812479750823842,0.9313923498515226,0.434413846086006
122,13.011220678541196,0.9447265771954694,0.4400849079807269
123,13.144530370226075,0.9537219490392906,0.4433678787849201
124,13.345696086314069,0.9673758568617342,0.44267223647258014
125,13.48059417811007,0.9765868876036025,0.4500071756041362
126,13.684100038722406,0.99056814006128,0.4506088611174888
127,13.82052979916365,0.9999999999999998,0.46142349517313447
