SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,573743.0,36797.5,36797.5
36,0.641,6139614.0,0.0,0.0
37,0.689,359596.0,71128.0,0.0
38,0.734,803356.0,596736.0,549976.0
39,0.788,164864.0,122376.0,0.0
40,0.846,5950240.0,197856.0,49328.0
41,0.908,1445072.0,668688.0,178736.0
42,0.968,1270240.0,674272.0,0.0
43,1.039,499376.0,0.0,0.0
44,1.115,2105752.0,347392.0,61264.0
45,1.197,7625472.0,2284432.0,103840.0
46,1.285,2229984.0,0.0,0.0
47,1.37,2504992.0,1048768.0,0.0
48,1.47,5037216.0,1184960.0,0.0
49,1.578,4425312.0,161408.0,0.0
50,1.693,12297920.0,7374112.0,2103040.0
51,1.817,19367296.0,14457472.0,212352.0
52,1.949,187892352.0,185261696.0,2546304.0
53,2.091,25216000.0,1686784.0,245760.0
54,2.244,23953920.0,17918464.0,11929984.0
55,2.39,34198528.0,8567808.0,48384.0
56,2.545,27853056.0,133888.0,83968.0
57,2.691,1668443904.0,71193600.0,97280.0
58,2.846,1173406720.0,1139718144.0,1139356672.0
59,2.988,1745679872.0,1719200256.0,1710812160.0
60,3.137,36921856.0,2400256.0,0.0
61,3.293,43327488.0,4156928.0,98816.0
62,3.456,31252480.0,13877760.0,1339392.0
63,3.602,24943616.0,13358080.0,1707008.0
64,3.754,22142976.0,3384320.0,973824.0
65,3.911,17095680.0,980992.0,0.0
66,4.047,32067584.0,246784.0,0.0
67,4.217,514292736.0,70656.0,70656.0
68,4.362,567611392.0,463583232.0,37888.0
69,4.513,949838848.0,95718400.0,87832576.0
70,4.668,1759735808.0,867601408.0,374670336.0
71,4.827,1394259968.0,847495168.0,240759808.0
72,4.992,2388314112.0,1357797376.0,881517568.0
73,5.127,2252657664.0,1161053184.0,584717312.0
74,5.301,1700710400.0,984047616.0,364392448.0
75,5.444,1736044544.0,1023453184.0,762148864.0
76,5.59,1758263296.0,1078636544.0,4521984.0
77,5.739,1847099392.0,600897536.0,620544.0
78,5.93,1609670656.0,293359616.0,288542720.0
79,6.087,1504774144.0,190918656.0,185368576.0
80,6.207,1376915456.0,123736064.0,79527936.0
81,6.37,1325721600.0,198152192.0,100456448.0
82,6.537,1132040192.0,465817600.0,123234304.0
83,6.707,726056960.0,37593088.0,20842496.0
84,6.836,810729472.0,111415296.0,77049856.0
85,7.013,775499776.0,736184320.0,317440.0
86,7.147,838666240.0,736372736.0,660897792.0
87,7.33,646393856.0,533862400.0,525279232.0
88,7.469,764813312.0,619229184.0,498767872.0
89,7.658,775970816.0,621473792.0,93282304.0
90,7.802,812212224.0,650592256.0,106164224.0
91,7.948,788570112.0,630005760.0,32993280.0
92,8.096,728809472.0,476647424.0,470990848.0
93,8.296,599048192.0,341315584.0,335482880.0
94,8.449,643870720.0,382795776.0,376918016.0
95,8.603,600772608.0,338362368.0,76951552.0
96,8.76,512970752.0,339300352.0,336900096.0
97,8.919,428220416.0,263184384.0,258396160.0
98,9.079,404529152.0,239276032.0,239157248.0
99,9.242,358653952.0,190750720.0,189227008.0
100,9.407,265699328.0,182620160.0,181084160.0
101,9.573,163442688.0,142995456.0,138043392.0
102,9.742,159059968.0,113827840.0,112824320.0
103,9.855,212045824.0,99180544.0,98955264.0
104,10.026,214446080.0,102875136.0,102649856.0
105,10.2,204451840.0,94965760.0,94928896.0
106,10.375,164999168.0,56238080.0,56233984.0
107,10.552,165793792.0,102989824.0,60272640.0
108,10.671,155049984.0,142520320.0,52248576.0
109,10.852,109686784.0,100577280.0,97533952.0
110,11.034,111284224.0,103690240.0,100941824.0
111,11.156,106700800.0,98385920.0,25382912.0
112,11.341,93642752.0,16076800.0,12271616.0
113,11.527,1578696704.0,11022336.0,8736768.0
114,11.652,2447155200.0,9641984.0,7294976.0
115,11.842,2498260992.0,4935680.0,4243456.0
116,11.969,2487066624.0,2891776.0,2859008.0
117,12.161,2606583808.0,344064.0,266240.0
118,12.355,2663190528.0,8224768.0,139264.0
119,12.485,2793263104.0,142925824.0,123924480.0
120,12.681,2713681920.0,173588480.0,7938048.0
121,12.812,2749382656.0,171913216.0,507904.0
122,13.011,2815819776.0,168800256.0,1282048.0
123,13.145,2841456640.0,214519808.0,839680.0
124,13.346,2889891840.0,57708544.0,1196032.0
125,13.481,2918838272.0,30310400.0,29429760.0
126,13.684,2994700288.0,45596672.0,44863488.0
127,13.821,3046027264.0,39849984.0,909312.0
