CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
42.75,1.3084,0.1705,0.1308,0.0,0.0073,0.0324
43.25,1.221,0.1744,0.142,0.0,0.0078,0.0245
43.75,1.1395,0.1516,0.1264,0.0,0.0052,0.02
44.25,1.0671,0.1553,0.1279,0.0,0.0051,0.0223
44.75,0.9884,0.1367,0.1076,0.0,0.0025,0.0266
45.25,0.8825,0.1285,0.1058,0.0,0.0047,0.0179
45.75,0.8839,0.1244,0.1037,0.0,0.0013,0.0195
46.25,0.825,0.1275,0.1035,0.0,0.0032,0.0208
46.75,0.7344,0.1257,0.1085,0.0,0.003,0.0142
47.25,0.7265,0.1086,0.0925,0.0,0.0016,0.0145
47.75,0.6826,0.1143,0.0973,0.0,0.0012,0.0159
48.25,0.6462,0.1014,0.0871,0.0,0.0029,0.0114
48.75,0.643,0.0989,0.085,0.0,0.0016,0.0124
49.25,0.6198,0.0981,0.0842,0.0,0.0015,0.0123
49.75,0.6212,0.1002,0.0888,0.0,0.0009,0.0106
