Snapshot,Time_Gyr,Redshift,ExpansionFactor,Mass_Msun,Mass_H_Msun,Mass_B_Msun,Mass_CD_Msun,Mass_WD_Msun
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,7354901.0,2834906.25,3611793.5,178442.828125,729757.875
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,1910888.5,1796949.75,0.0,0.0,113938.671875
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,2439012.75,2439012.75,0.0,0.0,0.0
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,5990358.5,3339555.25,1814330.5,178370.9375,658101.5
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,7999810.0,2143792.75,3720280.0,708265.875,1427471.875
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,13008254.0,6210542.0,5949043.5,386711.5625,461957.59375
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,23160886.0,9941400.0,8018493.0,2460364.0,2740628.75
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,41382904.0,14407714.0,9603849.0,5838187.0,11533154.0
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,59280288.0,17315644.0,33092116.0,2239851.25,6632677.5
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,85378144.0,21345436.0,38090092.0,7929648.0,18012970.0
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,105292072.0,21033410.0,48164272.0,13015618.0,23078774.0
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,135785440.0,26845756.0,56754056.0,21093836.0,31091800.0
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,159761440.0,61024904.0,70545328.0,8728180.0,19463032.0
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,184973184.0,74852320.0,78499168.0,9930485.0,21691200.0
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,109131952.0,18440596.0,52114092.0,15426990.0,23150268.0
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,138563808.0,27678328.0,61156748.0,16821788.0,32906940.0
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,277039040.0,63070744.0,121643328.0,32519650.0,59805328.0
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,316786496.0,62275496.0,147472288.0,38150812.0,68887936.0
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,352984608.0,68927856.0,158858624.0,43503748.0,81694408.0
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,396232864.0,60985168.0,199325104.0,46836636.0,89085968.0
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,454441824.0,91112704.0,198589568.0,52895516.0,111844032.0
