,GravPotential_(km/s)^2,SphericalRadius_ckpc
0,-207252.37466459238,0.0
1,-168052.57934951296,1.0
2,-135055.9659497312,2.0
3,-113541.63863033886,3.0
4,-97353.21497771348,4.0
5,-84146.78058442226,5.0
6,-73170.18461579975,6.0
7,-63709.26915035781,7.0
8,-55394.22885780647,8.0
9,-47885.995220818484,9.0
10,-41106.705797941286,10.0
11,-34945.64525225348,11.0
12,-29317.498055754273,12.0
13,-24169.767502603663,13.0
14,-19397.700066500754,14.0
15,-14940.865180700926,15.0
16,-10851.630556826685,16.0
17,-7033.224443070918,17.0
18,-3451.720788286541,18.0
19,-81.38274929431016,19.0
20,3118.7023248825312,20.0
21,6106.531765726563,21.0
22,8921.555263765214,22.0
23,11669.719256695862,23.0
24,14194.142329934059,24.0
25,16660.4481772615,25.0
26,19031.40662817617,26.0
27,21291.107547540552,27.0
28,23438.103952994446,28.0
29,25485.780647169024,29.0
30,27462.124484214568,30.0
31,29379.484660113456,31.0
32,31219.295586559252,32.0
33,32959.286937780504,33.0
34,34683.912679495275,34.0
35,36326.78757451769,35.0
36,37921.12645253579,36.0
37,39463.39409450352,37.0
38,40959.48494380715,38.0
39,42384.552886198595,39.0
40,43779.08288272831,40.0
41,45131.71278522973,41.0
42,46442.950059311595,42.0
43,47707.40975317737,43.0
44,48941.50663252715,44.0
45,50138.549871162475,45.0
46,51307.31571024825,46.0
47,52447.006136721175,47.0
48,53547.93014380982,48.0
49,54648.747896957735,49.0
50,55680.4386518598,50.0
51,56704.006964225475,51.0
52,57702.93930748973,52.0
53,58676.65068798048,53.0
54,59614.26291634731,54.0
55,60533.068951429326,55.0
56,61426.85217753177,56.0
57,62268.07980487822,57.0
58,63097.10841187609,58.0
59,64003.48108031046,59.0
60,64860.91116856909,60.0
61,65688.0213156726,61.0
62,66493.43258973908,62.0
63,67277.3769208686,63.0
64,68049.22261867723,64.0
65,68798.12058471185,65.0
66,69538.6325126156,66.0
67,70259.52067572897,67.0
68,70960.1704012,68.0
69,71665.15961086303,69.0
70,72344.84741354999,70.0
71,73030.01637781924,71.0
72,73681.19266806688,72.0
73,74314.91650366715,73.0
74,74957.71293611948,74.0
75,75574.64064921012,75.0
76,76198.81470900126,76.0
77,76786.30079748487,77.0
78,77393.30311943797,78.0
79,77968.39929769063,79.0
80,78528.30558448144,80.0
81,79088.5466791817,81.0
82,79620.65483584642,82.0
83,80165.51277926125,83.0
84,80704.40508371376,84.0
85,81220.93874559381,85.0
86,81733.09483362356,86.0
87,82228.50849641002,87.0
88,82726.79813106095,88.0
89,83211.98998281741,89.0
90,83687.59456582788,90.0
91,84133.51912955797,91.0
92,84582.96395832338,92.0
93,84984.12459296473,93.0
94,85371.85107977886,94.0
95,85723.38305629327,95.0
96,86001.81233464442,96.0
97,86183.10437069318,97.0
98,86198.2508532254,98.0
99,85881.08216310362,99.0
100,84647.02752186265,100.0
101,84524.0521639023,101.0
102,86681.68072524108,102.0
103,87924.52059858845,103.0
104,88898.07800273746,104.0
105,89611.92031608372,105.0
106,90206.30949282998,106.0
107,90723.7012195122,107.0
108,91238.21482073514,108.0
109,91678.83604050241,109.0
110,92110.19999236577,110.0
111,92496.71650167949,111.0
112,92931.81972629725,112.0
113,93295.37021398815,113.0
114,93680.20935405347,114.0
115,94044.57640915758,115.0
116,94415.07196402278,116.0
117,94790.34178482725,117.0
118,95142.69563110228,118.0
119,95487.73599309086,119.0
120,95829.73934632975,120.0
121,96176.21676246136,121.0
122,96506.8313627537,122.0
123,96835.8731953337,123.0
124,97155.86995008941,124.0
125,97475.54349828967,125.0
126,97786.74447606545,126.0
127,98096.10391042256,127.0
128,98404.56851695117,128.0
129,98709.9358602472,129.0
130,99008.99244103003,130.0
131,99297.99668678395,131.0
132,99614.1255837042,132.0
133,99872.55864032691,133.0
134,100151.67875480575,134.0
135,100472.24751546676,135.0
136,100717.45801759987,136.0
137,101007.24669042105,137.0
138,101267.19183107492,138.0
139,101580.17726644903,139.0
140,101838.6524702527,140.0
141,102121.22861886644,141.0
142,102394.11336107375,142.0
143,102613.90098005987,143.0
144,102911.43229924708,144.0
145,103166.56137972786,145.0
146,103418.71558391204,146.0
147,103665.73644402665,147.0
148,103920.48843712776,148.0
149,104187.77177698126,149.0
150,104424.51137049898,150.0
151,104639.70513073642,151.0
152,104826.22670195639,152.0
153,105116.2926105297,153.0
154,105329.15130574664,154.0
155,105596.21822182086,155.0
156,105848.2664689074,156.0
157,106051.71282763076,157.0
158,106274.98261145054,158.0
159,106485.83380633016,159.0
160,106740.00276560723,160.0
161,106911.7881461197,161.0
162,107171.86731626777,162.0
163,107385.50198516289,163.0
164,107609.06375451307,164.0
165,107804.15226372362,165.0
166,108081.06377989608,166.0
167,108241.574331376,167.0
168,108461.80210911522,168.0
169,108638.30867360119,169.0
170,108777.47236099845,170.0
171,109018.76190733143,171.0
172,109248.74777091986,172.0
173,109477.1395965742,173.0
174,109711.43408091323,174.0
175,109915.22760880634,175.0
176,110124.90804705405,176.0
177,110313.01860407618,177.0
178,110466.90309114444,178.0
179,110689.43416854355,179.0
180,110895.82293107614,180.0
181,111072.23012818099,181.0
