Snapshot,Time_Gyr,Redshift,ExpansionFactor,Mass_Msun,Mass_H_Msun,Mass_B_Msun,Mass_CD_Msun,Mass_WD_Msun
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,615110.75,0.0,416590.9375,0.0,198519.8125
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,1402175.75,97102.5625,1084155.75,41089.7890625,179827.71875
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,3336542.75,286037.71875,2049171.0,284217.5,717116.8125
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,1784443.25,132706.875,1314139.875,104625.890625,232970.640625
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,3286519.0,876632.75,1766030.875,58861.72265625,584993.5625
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,6152604.0,484109.8125,4562716.0,438746.4375,667031.75
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,10316790.0,399715.34375,8294386.0,668166.25,954522.75
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,18859262.0,1307821.125,14591326.0,728414.625,2231699.25
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,35231168.0,4241400.0,24819756.0,1471434.75,4698581.5
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,64159904.0,7680517.0,39941704.0,5235660.0,11302024.0
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,94401248.0,13260866.0,57189208.0,7495910.0,16455266.0
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,111543296.0,8972585.0,73613120.0,8364393.5,20593188.0
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,118336688.0,11184252.0,77990008.0,8207882.5,20954540.0
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,131290656.0,10053808.0,93656640.0,10393364.0,17186852.0
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,75500736.0,7885099.0,46028856.0,7230215.0,14356574.0
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,43514736.0,5710517.5,26582906.0,3232663.75,7988648.0
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,52532556.0,6966867.0,34208176.0,3274357.75,8083150.5
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,68166984.0,7640606.5,45612712.0,5223457.0,9690212.0
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,140217088.0,5572930.0,103011480.0,9372082.0,22260588.0
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,210336832.0,17821420.0,146046784.0,14178742.0,32289872.0
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,390110592.0,13295726.0,260369504.0,50911524.0,65533808.0
