,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,-0.268576009513377,-0.3484591599527469,-0.18869285907400715,0.268576009513377,0.18869285907400715,0.3484591599527469,0.902613778115263,0.8599175965961114,0.9453099596344146,0.9620463750117437,0.8431537557469545,1.0809389942765328
41,0.9080449696290195,0.13995994787469493,-0.37316548628405694,-1.3248659563166068,0.1447167767591194,0.37316548628405694,0.2147203025599269,1.3248659563166068,0.8531361503678372,0.7025253023131747,0.9179312162341923,0.7837723519223126,0.7028317661210758,0.86657568332391
42,0.9678924784861273,0.14605760406878063,-0.19406406970193965,-0.5691953359561042,0.44448529061582365,0.37297655722352496,0.17376490389511487,1.0872628271033618,0.7835052066935024,0.49139906445124026,0.9164686996182968,0.6561526021437696,0.3827221525395528,0.7895515438414065
43,1.0390037466243902,0.15314484920464314,0.06250937429331488,-0.19161996989413338,0.29723419132735307,0.20683517530753892,0.050607244953696076,0.5008146575266258,0.695141857565403,0.44005895329086636,0.928828212735671,0.5773998386540604,0.2095443479390635,0.9048098190442638
