CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
0.25,9.8245,6640.3204,13.4651,4060.5328,890.6472,1675.6752
0.75,90.7957,3221.4757,12.6159,1833.84,500.4416,874.5782
1.25,50.6728,1405.2271,12.6013,721.4081,257.7393,413.4783
1.75,32.2715,771.2988,12.7536,334.2852,184.5297,239.7303
2.25,28.1849,534.1198,13.9036,186.9979,162.0594,171.1589
2.75,27.9334,421.1948,13.525,120.2593,156.7614,130.649
3.25,31.1231,347.1543,13.6517,80.193,153.4578,99.8519
3.75,27.7744,290.7547,14.0558,56.2936,142.7932,77.6121
4.25,26.1851,247.0674,14.7731,40.0313,129.5406,62.7224
4.75,23.4359,214.0877,15.8985,28.3171,118.7798,51.0923
5.25,18.6378,188.5831,16.9112,18.8293,109.5585,43.2841
5.75,16.6113,166.4293,18.8049,11.3925,100.7309,35.5011
6.25,14.4931,142.8268,22.8093,2.7895,88.1207,29.1073
6.75,14.3108,126.9277,22.1505,0.0,80.6129,24.1644
7.25,15.5276,114.5063,18.717,0.0,74.7218,21.0675
7.75,17.2239,104.2712,16.1078,0.0,69.6813,18.4821
8.25,17.6316,96.7078,14.0565,0.0,66.592,16.0593
8.75,17.5943,89.889,12.3765,0.0,63.0709,14.4416
9.25,18.3625,82.4473,10.7893,0.0,58.9756,12.6825
9.75,17.1613,73.515,9.4586,0.0,52.55,11.5064
10.25,16.8097,65.2617,8.3065,0.0,46.9107,10.0445
10.75,17.0311,57.291,7.3464,0.0,41.4569,8.4878
11.25,17.0589,50.1568,6.5779,0.0,36.6055,6.9734
11.75,17.204,45.8828,5.8295,0.0,33.951,6.1023
12.25,16.8466,41.2004,5.1466,0.0,30.407,5.6468
12.75,16.1319,36.8503,4.6875,0.0,27.0012,5.1616
13.25,17.1008,33.6894,4.3823,0.0,24.3365,4.9707
13.75,17.5989,30.3478,4.0903,0.0,21.6009,4.6566
14.25,16.3299,27.6707,3.6434,0.0,19.8109,4.2165
14.75,15.4447,25.1721,3.3298,0.0,18.0982,3.7441
15.25,14.6589,23.2032,3.1144,0.0,16.6947,3.3941
15.75,14.1421,20.8543,2.9148,0.0,14.8625,3.077
16.25,13.3128,18.9599,2.649,0.0,13.4451,2.8658
16.75,12.694,16.7492,2.39,0.0,11.8199,2.5394
17.25,12.4333,14.9853,2.3081,0.0,10.3721,2.3051
17.75,12.354,13.294,2.1388,0.0,9.0107,2.1446
18.25,12.5389,12.0273,2.0225,0.0,7.9674,2.0374
18.75,12.2379,10.5619,1.8735,0.0,6.888,1.8004
19.25,13.189,9.3204,1.7258,0.0,5.9367,1.6579
19.75,13.7759,8.3698,1.6744,0.0,5.1189,1.5765
20.25,13.7229,7.4269,1.5647,0.0,4.4365,1.4257
20.75,13.0725,6.5146,1.4581,0.0,3.7627,1.2938
21.25,13.0207,5.7636,1.3711,0.0,3.2289,1.1636
21.75,12.7954,5.1866,1.3101,0.0,2.8436,1.0329
22.25,12.9196,4.7094,1.2293,0.0,2.5779,0.9022
22.75,12.9529,4.2856,1.2093,0.0,2.275,0.8014
23.25,12.763,3.8935,1.1267,0.0,2.0327,0.7341
23.75,12.4232,3.4539,1.0529,0.0,1.7751,0.6259
24.25,11.7344,3.1092,0.985,0.0,1.5646,0.5596
24.75,10.8228,2.7876,0.9633,0.0,1.3032,0.5211
25.25,10.6135,2.5657,0.9237,0.0,1.1606,0.4813
25.75,9.8877,2.2397,0.8475,0.0,0.9558,0.4364
26.25,8.5663,2.0186,0.8026,0.0,0.8209,0.3951
26.75,7.7487,1.8706,0.7901,0.0,0.7219,0.3586
27.25,7.0955,1.671,0.7276,0.0,0.5899,0.3535
27.75,6.5879,1.5495,0.7327,0.0,0.5066,0.3103
28.25,5.9986,1.4522,0.7401,0.0,0.41,0.3021
28.75,5.6072,1.2761,0.6579,0.0,0.3274,0.2908
29.25,5.0958,1.1538,0.611,0.0,0.2826,0.2601
29.75,4.6778,1.0508,0.6029,0.0,0.2117,0.2362
30.25,4.1716,0.9927,0.5844,0.0,0.1934,0.215
30.75,3.751,0.9262,0.5784,0.0,0.1571,0.1906
31.25,3.4391,0.8407,0.5358,0.0,0.122,0.1829
31.75,3.3037,0.7973,0.51,0.0,0.117,0.1703
32.25,3.1335,0.7602,0.5025,0.0,0.101,0.1567
32.75,2.9325,0.7227,0.4848,0.0,0.09,0.148
33.25,2.8122,0.6358,0.4383,0.0,0.0747,0.1228
33.75,2.8264,0.633,0.4359,0.0,0.0764,0.1207
34.25,2.6411,0.6071,0.4268,0.0,0.0664,0.1138
34.75,2.4514,0.5473,0.3946,0.0,0.0511,0.1016
35.25,2.2596,0.5371,0.3858,0.0,0.0502,0.1011
35.75,2.2191,0.5115,0.3695,0.0,0.0481,0.0939
36.25,2.0501,0.4546,0.3334,0.0,0.0425,0.0786
36.75,2.0194,0.4587,0.3447,0.0,0.041,0.073
37.25,1.9504,0.4259,0.3269,0.0,0.0345,0.0644
37.75,1.925,0.4077,0.3081,0.0,0.0318,0.0678
38.25,1.8276,0.4001,0.3056,0.0,0.0267,0.0678
38.75,1.7291,0.3732,0.2935,0.0,0.0215,0.0582
39.25,1.6937,0.3822,0.2978,0.0,0.0216,0.0629
39.75,1.6357,0.3646,0.293,0.0,0.019,0.0526
40.25,1.5296,0.3426,0.2721,0.0,0.0233,0.0472
40.75,1.5832,0.3524,0.2713,0.0,0.026,0.0551
41.25,1.5351,0.3187,0.2578,0.0,0.0176,0.0433
41.75,1.4844,0.3039,0.2453,0.0,0.0164,0.0422
42.25,1.4838,0.3248,0.2578,0.0,0.0177,0.0492
42.75,1.4721,0.291,0.2316,0.0,0.0188,0.0406
43.25,1.4056,0.2962,0.2363,0.0,0.0166,0.0432
43.75,1.4178,0.2844,0.233,0.0,0.0147,0.0368
44.25,1.3794,0.271,0.2147,0.0,0.0158,0.0405
44.75,1.2714,0.2596,0.213,0.0,0.013,0.0336
45.25,1.3127,0.2429,0.1991,0.0,0.011,0.0328
45.75,1.3213,0.2533,0.2026,0.0,0.0127,0.038
46.25,1.3325,0.234,0.191,0.0,0.0079,0.0351
46.75,1.3208,0.2343,0.1917,0.0,0.0075,0.0351
47.25,1.3771,0.2232,0.1857,0.0,0.0078,0.0297
47.75,1.3679,0.2246,0.1864,0.0,0.009,0.0292
48.25,1.3421,0.2238,0.1829,0.0,0.0088,0.032
48.75,1.3302,0.2103,0.1761,0.0,0.0075,0.0268
49.25,1.3524,0.1919,0.1557,0.0,0.0083,0.0278
49.75,1.2367,0.2052,0.17,0.0,0.008,0.0272
