,StellarMassFraction_0,StellarMassFraction_0_InSitu,StellarMassFraction_0_ExSitu,StellarMassFraction_0to0,StellarMassFraction_1to0,StellarMassFraction_2to0,StellarMassFraction_3to0,StellarMassFraction_1,StellarMassFraction_1_InSitu,StellarMassFraction_1_ExSitu,StellarMassFraction_0to1,StellarMassFraction_1to1,StellarMassFraction_2to1,StellarMassFraction_3to1,StellarMassFraction_2,StellarMassFraction_2_InSitu,StellarMassFraction_2_ExSitu,StellarMassFraction_0to2,StellarMassFraction_1to2,StellarMassFraction_2to2,StellarMassFraction_3to2,StellarMassFraction_3,StellarMassFraction_3_InSitu,StellarMassFraction_3_ExSitu,StellarMassFraction_0to3,StellarMassFraction_1to3,StellarMassFraction_2to3,StellarMassFraction_3to3,Abundance_[Fe/H]
0,0.0003455386,4.8727965e-05,0.00029681058,2.5444213e-05,0.0,5.7475627e-06,7.0372557e-06,5.4898963e-05,9.9197305e-06,4.497923e-05,0.0,0.0,0.0,4.0536943e-06,3.6124737e-05,2.0920884e-06,3.4032644e-05,2.0920884e-06,0.0,0.0,0.0,0.000119039134,2.4348992e-05,9.4690135e-05,1.2862267e-05,0.0,3.5126725e-06,1.4991814e-06,-2.465
1,0.00046062685,5.8789636e-05,0.00040183723,3.5246972e-05,0.0,4.6536697e-06,8.3123305e-06,7.9703736e-05,1.9691295e-05,6.0012448e-05,0.0,0.0,0.0,0.0,3.464958e-05,1.8142512e-06,3.2835327e-05,1.8142512e-06,0.0,0.0,0.0,0.00013759432,1.1632236e-05,0.00012596209,4.716525e-06,0.0,1.7013264e-06,0.0,-2.395
2,0.00052282336,6.341518e-05,0.00045940815,3.802584e-05,3.1817926e-06,6.0170255e-06,5.547476e-06,7.801508e-05,1.6428323e-05,6.1586754e-05,9.5157575e-06,0.0,0.0,0.0,4.1658706e-05,1.4030788e-06,4.0255625e-05,7.501022e-07,0.0,0.0,6.5297667e-07,0.00014958032,1.1937477e-05,0.00013764284,2.5565528e-06,0.0,1.0567657e-06,3.191778e-06,-2.325
3,0.0006089351,7.8097495e-05,0.00053083757,4.168365e-05,0.0,5.362439e-06,1.5276259e-05,8.050867e-05,2.540548e-05,5.5103188e-05,2.6644254e-06,0.0,0.0,0.0,4.7451456e-05,1.1068183e-06,4.6344638e-05,7.3397194e-07,0.0,0.0,3.728464e-07,0.00017552392,2.2995513e-05,0.00015252842,1.1670256e-05,0.0,1.8146062e-06,5.0173744e-06,-2.255
4,0.0007902882,0.00010979307,0.00068049517,6.6085166e-05,0.0,9.905015e-06,1.1531045e-05,0.0001235061,3.1989744e-05,9.151637e-05,7.342159e-06,0.0,2.3126647e-06,2.6142013e-06,6.306457e-05,7.205439e-06,5.5859135e-05,5.285012e-06,0.0,1.1757706e-06,0.0,0.00023099782,3.5817455e-05,0.00019518036,1.6238453e-05,1.5800304e-06,1.736384e-06,1.080571e-06,-2.1849999999999996
5,0.0009644058,0.00012050511,0.0008439006,5.853243e-05,2.063591e-06,7.621033e-06,3.1003212e-05,0.00014062913,4.4914024e-05,9.5715106e-05,1.5549376e-05,3.6757367e-06,3.0191507e-06,0.0,8.1959006e-05,8.158095e-06,7.380091e-05,3.5781693e-06,9.948037e-07,0.0,0.0,0.00026795064,2.6719692e-05,0.00024123094,1.5393269e-05,0.0,1.4530059e-06,1.2955438e-06,-2.115
6,0.0011806872,0.00017619766,0.0010044895,9.4021205e-05,1.083287e-06,2.0501742e-05,4.030928e-05,0.00016606774,5.6806228e-05,0.0001092615,1.4421686e-05,2.8695285e-06,0.0,1.3304575e-06,9.444073e-05,7.719845e-06,8.672089e-05,2.011645e-06,0.0,9.801455e-07,1.3297371e-06,0.00037455832,3.2110278e-05,0.00034244804,1.3458826e-05,2.1245035e-06,2.8624127e-06,9.1913e-06,-2.045
7,0.0013924596,0.00018893521,0.0012035244,0.00010526091,1.6700903e-06,2.1490981e-05,3.4679397e-05,0.00019179078,5.8866586e-05,0.0001329242,7.4073287e-06,6.8251306e-06,0.0,0.0,0.00010928049,8.180004e-06,0.00010110048,5.443708e-06,0.0,0.0,2.0943876e-06,0.00036115144,4.21563e-05,0.00031899512,2.2444176e-05,1.6215746e-06,2.892612e-06,4.825478e-06,-1.9749999999999999
8,0.001735453,0.00024465183,0.0014908012,0.00012714202,4.5667894e-06,4.161465e-05,4.1162846e-05,0.00024611322,0.00010159629,0.00014451695,2.6094585e-05,7.893435e-06,2.432339e-06,2.010161e-06,0.00014311286,1.0272395e-05,0.00013284048,3.4141385e-06,0.0,0.0,1.7328633e-06,0.00046536978,4.580271e-05,0.00041956708,2.5541072e-05,0.0,4.472862e-06,1.0034281e-05,-1.9049999999999998
9,0.0020655678,0.0002774719,0.001788096,0.00017180969,6.7309384e-06,4.0014842e-05,3.8561924e-05,0.00023080467,7.643614e-05,0.00015436852,6.818298e-06,1.5931844e-05,2.5150425e-06,8.407948e-06,0.00018340022,1.9670522e-05,0.0001637297,1.0792147e-05,9.728536e-07,0.0,1.8173544e-06,0.0005999501,6.3005595e-05,0.0005369445,3.5180627e-05,2.8515797e-06,3.342329e-06,5.5033847e-06,-1.835
