,GravPotential_(km/s)^2,SphericalRadius_ckpc
0,-852181.1083742299,0.0
1,-793679.2195599631,1.0
2,-748030.4108681306,2.0
3,-718489.5440539141,3.0
4,-697470.2281894559,4.0
5,-681232.8614956688,5.0
6,-668112.9618681074,6.0
7,-657151.1273744393,7.0
8,-647552.3317592529,8.0
9,-639301.0791628638,9.0
10,-631925.961893151,10.0
11,-625237.4502420009,11.0
12,-619218.5344334063,12.0
13,-613677.631753039,13.0
14,-608579.8131931922,14.0
15,-603888.6303950303,15.0
16,-599541.409561861,16.0
17,-595527.0044914867,17.0
18,-591734.2416646892,18.0
19,-588147.5459890491,19.0
20,-584795.2137722181,20.0
21,-581633.9143624605,21.0
22,-578641.2482702205,22.0
23,-575814.8087735128,23.0
24,-573154.3933156052,24.0
25,-570617.296073718,25.0
26,-568192.7111518135,26.0
27,-565883.7660306565,27.0
28,-563678.0492649989,28.0
29,-561576.6138173685,29.0
30,-559592.2734457515,30.0
31,-557641.8402943444,31.0
32,-555797.7064654856,32.0
33,-554026.6600595016,33.0
34,-552306.8758614555,34.0
35,-550649.5454068634,35.0
36,-549064.804145842,36.0
37,-547529.1024703297,37.0
38,-546035.3441138667,38.0
39,-544615.6952310617,39.0
40,-543222.8011300887,40.0
41,-541888.7983278994,41.0
42,-540589.679616276,42.0
43,-539311.0602679419,43.0
44,-538102.0009955377,44.0
45,-536918.4803637298,45.0
46,-535779.6750782323,46.0
47,-534643.712927784,47.0
48,-533547.7017230891,48.0
49,-532475.4953446413,49.0
50,-531437.5740758869,50.0
51,-530425.6306340904,51.0
52,-529432.4807386318,52.0
53,-528451.0751815208,53.0
54,-527491.4341022513,54.0
55,-526611.4067249316,55.0
56,-525713.4466693338,56.0
57,-524818.7091596412,57.0
58,-523958.56412666355,58.0
59,-523108.11817410105,59.0
60,-522278.09408290515,60.0
61,-521474.69030010886,61.0
62,-520657.6826359107,62.0
63,-519872.9630266245,63.0
64,-519150.91744649556,64.0
65,-518373.95263110247,65.0
66,-517639.22197692376,66.0
67,-516926.04901534703,67.0
68,-516254.7311530112,68.0
69,-515536.36012040166,69.0
70,-514887.205191456,70.0
71,-514215.25048151,71.0
72,-513566.29875840736,72.0
73,-512936.1925001669,73.0
74,-512315.9952140878,74.0
75,-511659.8478862335,75.0
76,-511050.81074564863,76.0
77,-510487.11081987753,77.0
78,-509903.4541111933,78.0
79,-509356.8152806423,79.0
80,-508800.05790608504,80.0
81,-508203.3897990691,81.0
82,-507653.41385022335,82.0
83,-507169.35012942064,83.0
84,-506560.87429451,84.0
85,-506057.3605289159,85.0
86,-505564.22629325464,86.0
87,-505055.80108699494,87.0
88,-504535.66025119356,88.0
89,-504027.30008247803,89.0
90,-503559.4475202981,90.0
91,-503092.0326282547,91.0
92,-502584.4627110523,92.0
93,-502115.8155111189,93.0
94,-501653.70228408586,94.0
95,-501201.2111023862,95.0
96,-500779.667152218,96.0
97,-500283.0261554543,97.0
98,-499911.8695932515,98.0
99,-499486.9058317004,99.0
100,-498998.5269113985,100.0
101,-498628.622211215,101.0
102,-498182.097831814,102.0
103,-497776.57962894224,103.0
104,-497418.89243419335,104.0
105,-496991.8065442605,105.0
106,-496582.7933067791,106.0
107,-496219.62980631884,107.0
108,-495821.34757706925,108.0
109,-495439.37395643495,109.0
110,-495068.3928430017,110.0
111,-494756.5403437281,111.0
112,-494452.9221529284,112.0
113,-494130.53348322964,113.0
114,-493766.17236389883,114.0
115,-493425.7253011885,115.0
116,-492987.9450739929,116.0
117,-492689.77574783337,117.0
118,-492355.92752044555,118.0
119,-492046.1135429095,119.0
120,-491723.7154961267,120.0
121,-491430.71667420614,121.0
122,-491092.3006967524,122.0
123,-490817.1116548637,123.0
124,-490572.0997165916,124.0
125,-490197.0056050965,125.0
126,-489985.7790618409,126.0
127,-489669.66946287366,127.0
128,-489296.7414653121,128.0
129,-488926.0560198344,129.0
130,-488700.54289445747,130.0
131,-488402.2435778279,131.0
132,-488188.18228518055,132.0
133,-487821.30671791034,133.0
134,-487506.8636287062,134.0
135,-487179.4812534726,135.0
136,-486804.9882005785,136.0
137,-486615.96873194916,137.0
138,-486430.40239143005,138.0
139,-486119.3724432185,139.0
140,-485866.63861522824,140.0
141,-485679.7061331314,141.0
142,-485393.6440216476,142.0
143,-485210.76789665245,143.0
144,-484861.9706203723,144.0
145,-484571.3483712069,145.0
146,-484335.38019163883,146.0
147,-484216.4591378928,147.0
148,-483848.7989416052,148.0
149,-483687.9974906549,149.0
150,-483388.7741120991,150.0
151,-483231.6718108963,151.0
152,-482918.4180518386,152.0
153,-482732.2706556597,153.0
154,-482441.3897674089,154.0
155,-482239.53192655335,155.0
156,-481982.74493858666,156.0
157,-481810.5517845067,157.0
158,-481513.38580676226,158.0
159,-481354.7946999744,159.0
160,-481125.03701745823,160.0
161,-480856.9026461657,161.0
162,-480655.32067216636,162.0
163,-480360.43720781594,163.0
164,-480233.72891852155,164.0
165,-479951.380829207,165.0
166,-479811.024881133,166.0
167,-479552.2102531205,167.0
168,-479428.1279548372,168.0
169,-479120.52097036416,169.0
170,-479001.64539788704,170.0
171,-478839.7317661071,171.0
172,-478656.3061124878,172.0
173,-478472.0666767235,173.0
174,-478341.6395137469,174.0
175,-478062.22321910673,175.0
176,-477655.82756119285,176.0
177,-477529.02396172326,177.0
178,-477265.08700700937,178.0
179,-477132.59559117,179.0
180,-476948.5778463548,180.0
181,-476842.59482707275,181.0
182,-476659.0221443498,182.0
183,-476597.58265139116,183.0
184,-476397.16705401754,184.0
185,-476200.69226768025,185.0
186,-476075.2118768632,186.0
187,-475951.8277267308,187.0
188,-475638.6223709467,188.0
189,-475537.30293550773,189.0
190,-475286.5926690874,190.0
191,-475133.36758027895,191.0
192,-475096.7475792609,192.0
193,-474897.16426444746,193.0
194,-474644.4934250532,194.0
195,-474399.39375048835,195.0
196,-474352.2348351811,196.0
197,-474197.3256076017,197.0
198,-473978.35635142884,198.0
199,-473797.4713911218,199.0
200,-473685.20890371496,200.0
201,-473542.4276567366,201.0
202,-473272.4094342417,202.0
203,-473046.1028574257,203.0
204,-472820.3828943369,204.0
205,-472763.11794818094,205.0
206,-472413.1193290927,206.0
207,-472352.9032539663,207.0
208,-472147.09172562324,208.0
209,-472000.19594741677,209.0
210,-471831.15560384764,210.0
211,-471829.98385545315,211.0
212,-471625.95533329283,212.0
213,-471322.9378040306,213.0
214,-471104.79913786746,214.0
215,-471090.4067646982,215.0
216,-470975.64922619046,216.0
217,-470731.87094155845,217.0
218,-470561.5414731318,218.0
219,-470223.9055732015,219.0
220,-470152.787979906,220.0
221,-469921.8511206221,221.0
222,-469824.1830904908,222.0
223,-469637.62778003886,223.0
224,-469470.17968168034,224.0
225,-469470.89907978324,225.0
226,-469249.3650984742,226.0
227,-468887.4464950794,227.0
228,-468767.1476356816,228.0
229,-468613.28567490546,229.0
230,-468315.8898370533,230.0
231,-468287.78194420954,231.0
232,-468187.76641215367,232.0
233,-468236.05352084036,233.0
234,-468057.26156452566,234.0
235,-467793.167917959,235.0
236,-467806.1746780372,236.0
237,-467488.9298264183,237.0
238,-467345.2736701489,238.0
239,-467387.525775068,239.0
240,-467083.16189322656,240.0
241,-467019.2094222292,241.0
242,-467046.3992375931,242.0
243,-466672.6168920816,243.0
244,-466603.6578613527,244.0
245,-466484.1390309324,245.0
246,-466318.3259104786,246.0
247,-466378.45142634225,247.0
248,-465966.38793300255,248.0
249,-465766.60729386116,249.0
250,-465798.8613605624,250.0
251,-465892.77624546515,251.0
252,-465794.12693113484,252.0
253,-465698.52902079496,253.0
254,-465504.56300316745,254.0
255,-465667.179351018,255.0
256,-465691.579722259,256.0
257,-465607.81891699444,257.0
258,-465596.0086545534,258.0
259,-465554.65603225806,259.0
260,-465835.21138571616,260.0
261,-466028.47704170906,261.0
262,-466097.47174672945,262.0
263,-465843.9160476905,263.0
264,-465338.31243686867,264.0
265,-465387.3086579226,265.0
266,-465125.5286303173,266.0
267,-465151.34233725135,267.0
268,-465545.5529191301,268.0
269,-465427.3898974891,269.0
270,-465489.30809002434,270.0
271,-465364.46923974215,271.0
272,-464803.1414025907,272.0
273,-464869.2910372379,273.0
274,-464657.0165497034,274.0
275,-464544.4354348389,275.0
276,-464780.2458375018,276.0
277,-464401.73246456776,277.0
278,-464359.69213292946,278.0
279,-464635.0905300057,279.0
280,-464730.0514571183,280.0
281,-464751.1108068098,281.0
282,-464354.355396233,282.0
283,-463850.634796627,283.0
284,-463608.61736733356,284.0
285,-463858.2229231216,285.0
286,-464038.4390581584,286.0
287,-464195.53320682177,287.0
288,-464451.9611804497,288.0
289,-464550.87594091264,289.0
290,-464862.6754976024,290.0
291,-465159.18509792374,291.0
292,-465819.18610027904,292.0
293,-466386.6407607197,293.0
294,-467632.2719809322,294.0
295,-469078.66761670064,295.0
296,-471115.0676949413,296.0
297,-470422.46814995876,297.0
298,-468637.64425780263,298.0
299,-467121.80456457793,299.0
300,-466040.28404209623,300.0
301,-465218.98659029143,301.0
302,-464783.1997405587,302.0
303,-464116.76557155076,303.0
304,-463573.39099983225,304.0
305,-463535.680621402,305.0
306,-462965.65569714975,306.0
307,-462530.5300847834,307.0
308,-462378.8591641246,308.0
309,-462329.6069628587,309.0
310,-461836.09088875283,310.0
311,-461818.8953272215,311.0
312,-461236.334182243,312.0
313,-461352.7257786468,313.0
314,-461405.07497060206,314.0
315,-460995.3751447318,315.0
316,-461242.1243305687,316.0
317,-460942.2449255671,317.0
318,-460663.68428910716,318.0
319,-460820.6009400128,319.0
320,-461071.6758276534,320.0
321,-460775.05889492406,321.0
322,-460709.5620218644,322.0
323,-460391.81385530607,323.0
324,-459998.3991123633,324.0
325,-459960.6990989264,325.0
326,-459788.5247678374,326.0
327,-459808.10622538486,327.0
328,-459644.60719621513,328.0
329,-459665.5473187006,329.0
330,-459594.5653434736,330.0
331,-459616.93659239425,331.0
332,-459600.61992456694,332.0
333,-459084.3137315271,333.0
334,-459142.24046467146,334.0
335,-458981.5699607556,335.0
336,-459240.96933730564,336.0
337,-459175.8766687414,337.0
338,-459159.40318489895,338.0
339,-458904.67159701244,339.0
340,-458774.4818034486,340.0
341,-459048.36280179984,341.0
342,-459001.37784189143,342.0
343,-458707.77061122557,343.0
344,-458828.9475817439,344.0
345,-458419.65642132674,345.0
346,-458725.2089365505,346.0
347,-458483.26048213325,347.0
348,-458357.9868161405,348.0
349,-458244.254820123,349.0
350,-458172.66620456974,350.0
351,-458090.18765206815,351.0
352,-458404.3284750727,352.0
353,-458293.7614440305,353.0
354,-457826.24917439284,354.0
355,-458085.07285450853,355.0
356,-458338.21021008404,356.0
357,-458080.10990356404,357.0
358,-458176.1757243271,358.0
359,-457959.52620864596,359.0
360,-457650.6422092744,360.0
361,-458056.24089863576,361.0
362,-458207.0776254187,362.0
363,-458540.3408240234,363.0
364,-458915.0192821055,364.0
365,-458540.55952336657,365.0
366,-458698.1850279407,366.0
367,-458213.11204168707,367.0
368,-457724.4760411492,368.0
369,-457736.68074324325,369.0
370,-457583.5783781829,370.0
371,-457278.6547076968,371.0
372,-457084.98837291065,372.0
373,-457496.667267495,373.0
374,-457846.5892974934,374.0
375,-457691.45943063044,375.0
376,-457350.0845821795,376.0
377,-457553.20247662783,377.0
378,-457006.18327492534,378.0
379,-456556.5251559188,379.0
380,-456606.51602230483,380.0
381,-456547.25350908947,381.0
382,-457038.92976883985,382.0
383,-456895.0898405726,383.0
384,-457440.0795356082,384.0
385,-457370.6169959128,385.0
386,-457746.38283251924,386.0
387,-457435.6366513578,387.0
388,-457987.1824335085,388.0
389,-458584.28833040036,389.0
390,-458111.5825174825,390.0
391,-457416.81602704927,391.0
392,-457182.2828739792,392.0
393,-457270.46257387043,393.0
394,-457342.7619742094,394.0
395,-457048.10169424117,395.0
396,-457640.4027552518,396.0
397,-457219.0412928387,397.0
398,-456719.76026201306,398.0
399,-456482.9103522969,399.0
400,-455888.20025249425,400.0
401,-455722.7615390933,401.0
402,-455679.68821057834,402.0
403,-455277.06983413105,403.0
404,-455757.65927539,404.0
405,-455796.54607504804,405.0
406,-454860.38348778797,406.0
407,-454923.27971787826,407.0
408,-455086.8278689457,408.0
409,-455278.0831610642,409.0
410,-455537.07780101855,410.0
411,-455518.53945256775,411.0
412,-456245.27041498595,412.0
413,-455919.3288597354,413.0
414,-456348.8501034805,414.0
415,-456348.33315145504,415.0
416,-456465.977657685,416.0
417,-455895.03719905415,417.0
418,-455450.74104028416,418.0
419,-455578.45253964106,419.0
420,-455485.3019521946,420.0
421,-455024.2715194303,421.0
422,-454875.79886412114,422.0
423,-454572.0366723241,423.0
424,-454318.0440044188,424.0
425,-453955.4558990729,425.0
426,-453857.7921000257,426.0
427,-453924.4495850035,427.0
428,-453800.83347132645,428.0
429,-453737.77832456457,429.0
430,-453930.5531858065,430.0
431,-453966.5669450431,431.0
432,-453927.8166532258,432.0
433,-453885.7871794571,433.0
434,-454408.6709164819,434.0
435,-453840.521000138,435.0
436,-454171.8632492554,436.0
437,-454325.28359615017,437.0
438,-454861.4803399261,438.0
439,-455269.18903749576,439.0
440,-454932.6413219346,440.0
441,-454437.0817889908,441.0
442,-453824.7841850513,442.0
443,-453721.57399007387,443.0
444,-453482.1138966035,444.0
445,-452633.31313620147,445.0
446,-453122.1390718699,446.0
447,-453155.1024965878,447.0
448,-452848.74178374594,448.0
449,-452712.95152444486,449.0
450,-452839.6348104461,450.0
451,-452329.89272298943,451.0
452,-452116.2286757172,452.0
453,-452196.9887406214,453.0
454,-452549.4789448159,454.0
455,-452944.5483608129,455.0
456,-452918.0980081826,456.0
457,-453268.98974215245,457.0
458,-453631.6898171808,458.0
459,-453790.39134009636,459.0
460,-453297.89617667254,460.0
461,-453091.7258193445,461.0
462,-452805.1722678427,462.0
463,-453130.0973756906,463.0
464,-453087.75470027927,464.0
465,-452778.78746397694,465.0
466,-452330.19548701955,466.0
467,-452343.5096696634,467.0
468,-452280.9239201915,468.0
469,-452660.53047155373,469.0
470,-453123.6188408508,470.0
471,-452813.6770545947,471.0
472,-451972.42149102077,472.0
473,-452368.98732589383,473.0
474,-452376.30706984666,474.0
475,-452834.15228482697,475.0
476,-452746.4027494635,476.0
477,-452350.86083994707,477.0
478,-452696.3067625227,478.0
479,-452911.7169932294,479.0
480,-452484.3709264675,480.0
481,-452727.8620184468,481.0
482,-452049.571244965,482.0
483,-451226.9994517544,483.0
484,-451130.13235792494,484.0
485,-452185.6757342287,485.0
486,-451680.19432844245,486.0
487,-452140.34544290905,487.0
488,-451977.77910600044,488.0
489,-452328.76018977346,489.0
490,-452116.50016516185,490.0
491,-452049.4866764127,491.0
492,-451424.72162397305,492.0
493,-451511.1900774732,493.0
494,-451757.9604931605,494.0
495,-451464.0263268492,495.0
496,-451733.97878523247,496.0
497,-451642.47297794116,497.0
