CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
17.25,27.6059,12.8616,3.8229,0.0,6.4447,2.5939
17.75,25.7834,11.5427,3.5043,0.0,5.5385,2.4999
18.25,24.1847,9.8599,3.0946,0.0,4.476,2.2893
18.75,21.8283,8.929,3.0002,0.0,3.8576,2.0712
19.25,20.5771,7.9639,2.8894,0.0,3.2206,1.8539
19.75,20.2231,7.202,2.5947,0.0,2.787,1.8203
20.25,19.5569,6.6073,2.3936,0.0,2.4936,1.7202
20.75,18.6721,6.201,2.3116,0.0,2.1984,1.691
21.25,17.8825,5.6439,2.1282,0.0,1.9343,1.5813
21.75,16.9755,5.2738,2.0588,0.0,1.7111,1.5039
22.25,16.2202,4.9822,2.0094,0.0,1.502,1.4707
22.75,15.0364,4.6345,1.8722,0.0,1.3859,1.3765
23.25,13.661,4.2908,1.8109,0.0,1.2125,1.2674
23.75,13.2429,3.9717,1.6872,0.0,1.0796,1.2049
24.25,13.2298,3.6654,1.6143,0.0,0.895,1.156
24.75,12.818,3.3925,1.5401,0.0,0.7864,1.0659
25.25,12.554,3.2117,1.522,0.0,0.7009,0.9888
25.75,12.215,3.0133,1.4608,0.0,0.6098,0.9426
26.25,11.5707,2.7855,1.3718,0.0,0.563,0.8507
26.75,11.3353,2.659,1.3329,0.0,0.5277,0.7984
27.25,10.8499,2.5089,1.2874,0.0,0.5203,0.7011
27.75,10.4643,2.358,1.247,0.0,0.4538,0.6572
28.25,9.7644,2.2452,1.1953,0.0,0.44,0.6099
28.75,9.3474,2.1531,1.1941,0.0,0.3959,0.5631
29.25,8.8501,1.945,1.0566,0.0,0.3674,0.521
29.75,7.991,1.8716,1.0427,0.0,0.3303,0.4986
30.25,7.804,1.813,1.0193,0.0,0.3225,0.4712
30.75,7.1593,1.7799,1.036,0.0,0.3005,0.4435
31.25,6.7781,1.6521,0.9987,0.0,0.2481,0.4053
31.75,6.3516,1.5892,0.9645,0.0,0.2314,0.3933
32.25,6.0514,1.5051,0.9484,0.0,0.2045,0.3522
32.75,5.7729,1.4185,0.8992,0.0,0.1873,0.332
33.25,5.4679,1.4,0.896,0.0,0.1659,0.3381
33.75,5.2674,1.3357,0.8743,0.0,0.1421,0.3192
34.25,4.9453,1.2887,0.8596,0.0,0.1282,0.3009
34.75,4.7397,1.2282,0.8628,0.0,0.0983,0.2671
35.25,4.4474,1.1408,0.8209,0.0,0.091,0.2289
35.75,4.3111,1.1099,0.8164,0.0,0.0843,0.2093
36.25,4.1465,1.0578,0.7843,0.0,0.079,0.1945
36.75,3.977,1.0096,0.7495,0.0,0.0762,0.1839
37.25,3.7865,0.9922,0.7243,0.0,0.0787,0.1892
37.75,3.6773,0.9582,0.7257,0.0,0.0773,0.1552
38.25,3.6212,0.8844,0.6654,0.0,0.0673,0.1518
38.75,3.4363,0.8798,0.6724,0.0,0.068,0.1393
39.25,3.3325,0.88,0.6823,0.0,0.0687,0.1289
39.75,3.1945,0.7917,0.6033,0.0,0.0607,0.1276
40.25,3.0634,0.7971,0.6086,0.0,0.0707,0.1179
40.75,2.9965,0.7741,0.584,0.0,0.0605,0.1296
41.25,2.7984,0.795,0.5964,0.0,0.0679,0.1307
41.75,2.7079,0.7296,0.5436,0.0,0.0593,0.1267
42.25,2.6578,0.7159,0.5378,0.0,0.0549,0.1231
42.75,2.5785,0.6897,0.5154,0.0,0.0528,0.1215
43.25,2.5128,0.6615,0.4925,0.0,0.0489,0.1202
43.75,2.4853,0.6408,0.4716,0.0,0.0521,0.1171
44.25,2.3414,0.637,0.4616,0.0,0.0498,0.1255
44.75,2.2897,0.6196,0.4443,0.0,0.0455,0.1297
45.25,2.17,0.6039,0.4235,0.0,0.0517,0.1288
45.75,2.156,0.5793,0.4024,0.0,0.0479,0.1289
46.25,2.1441,0.5814,0.4041,0.0,0.0392,0.1382
46.75,2.1024,0.5573,0.3806,0.0,0.0403,0.1364
47.25,2.1086,0.5334,0.363,0.0,0.038,0.1324
47.75,2.0838,0.5452,0.3702,0.0,0.0381,0.1369
48.25,2.0164,0.531,0.3572,0.0,0.0362,0.1377
48.75,2.0161,0.5094,0.3284,0.0,0.0352,0.1458
49.25,1.8879,0.4939,0.3177,0.0,0.033,0.1432
49.75,1.8592,0.4779,0.311,0.0,0.0282,0.1387
