SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,34100.0,0.0,0.0
36,0.641,2616394.0,0.0,0.0
37,0.689,5959968.0,4444776.0,1412356.0
38,0.734,5435616.0,5296600.0,5009620.0
39,0.788,1875488.0,1668192.0,1377136.0
40,0.846,680960.0,75096.0,0.0
41,0.908,8720968.0,395264.0,168344.0
42,0.968,129035408.0,63485344.0,54672.0
43,1.039,15136128.0,8987296.0,8852000.0
44,1.115,5931008.0,4903168.0,1497408.0
45,1.197,9089088.0,448960.0,448960.0
46,1.285,200982272.0,2379904.0,213632.0
47,1.37,192736640.0,161429824.0,35520.0
48,1.47,150130688.0,143138304.0,34740864.0
49,1.578,168081280.0,161212288.0,7314048.0
50,1.693,17385088.0,8590720.0,5070592.0
51,1.817,12309248.0,5662976.0,1177856.0
52,1.949,12154368.0,173312.0,0.0
53,2.091,9088000.0,2847488.0,0.0
54,2.244,9154560.0,2639360.0,1566976.0
55,2.39,16177664.0,222720.0,0.0
56,2.545,19291136.0,164864.0,0.0
57,2.691,138699776.0,9759744.0,811008.0
58,2.846,1792148992.0,159852544.0,129024.0
59,2.988,1482186752.0,1397164032.0,1370338816.0
60,3.137,1812364288.0,1757375488.0,15182336.0
61,3.293,1994598400.0,1948354560.0,19229696.0
62,3.456,664563712.0,611390464.0,580310016.0
63,3.602,693231616.0,639882240.0,606248960.0
64,3.754,79012864.0,50284544.0,16541696.0
65,3.911,66327552.0,44708864.0,15846400.0
66,4.047,56403968.0,16242688.0,1397760.0
67,4.217,55113728.0,5691392.0,662528.0
68,4.362,51447808.0,2893824.0,536576.0
69,4.513,48367616.0,4214784.0,960512.0
70,4.668,205709312.0,32100352.0,0.0
71,4.827,1992607744.0,28168192.0,319488.0
72,4.992,2061314048.0,40171520.0,26480640.0
73,5.127,2108518400.0,397598720.0,12433408.0
74,5.301,2273861632.0,2194823168.0,1634304.0
75,5.444,2327171072.0,2140790784.0,819200.0
76,5.59,4447778816.0,647872512.0,88064.0
77,5.739,4643670016.0,47593472.0,34816.0
78,5.93,4831062016.0,278620160.0,444416.0
79,6.087,5014730752.0,2605776896.0,815144960.0
80,6.207,4848744448.0,2413516800.0,2407884800.0
81,6.37,5875632128.0,2798610432.0,307122176.0
82,6.537,6364325888.0,3017396224.0,1126400.0
83,6.707,9600591872.0,1563611136.0,15280128.0
84,6.836,9529901056.0,2670100480.0,550002688.0
85,7.013,9706717184.0,9125662720.0,388362240.0
86,7.147,9684455424.0,9361981440.0,5836345344.0
87,7.33,9468424192.0,8693420032.0,2672840704.0
88,7.469,11983532032.0,8672215040.0,4725149696.0
89,7.658,10755981312.0,3431596032.0,1014988800.0
90,7.802,10516275200.0,3502718976.0,839249920.0
91,7.948,10629861376.0,6264791040.0,4588580864.0
92,8.096,12808769536.0,5522079744.0,5438562304.0
93,8.296,11720982528.0,4367896576.0,1438969856.0
94,8.449,12365033472.0,5270446080.0,1842810880.0
95,8.603,11620581376.0,4062072832.0,3520868352.0
96,8.76,10952822784.0,3493785600.0,2754240512.0
97,8.919,11322707968.0,5424422912.0,231755776.0
98,9.079,11171037184.0,8060129280.0,567529472.0
99,9.242,10906783744.0,7600324608.0,4483842048.0
100,9.407,11059097600.0,10707959808.0,4342022144.0
101,9.573,11078328320.0,10512539648.0,2508500992.0
102,9.742,10416324608.0,9844293632.0,5289975808.0
103,9.855,9478750208.0,8886673408.0,4595032064.0
104,10.026,8186445824.0,7544643584.0,2313986048.0
105,10.2,7634075648.0,7253671936.0,688472064.0
106,10.375,7688912896.0,7448469504.0,772292608.0
107,10.552,6828212224.0,6588923904.0,234749952.0
108,10.671,7594926080.0,6451240960.0,5769986048.0
109,10.852,6935379968.0,5757288448.0,5732753408.0
110,11.034,5883944960.0,4621557760.0,4512620544.0
111,11.156,5838553088.0,5472395264.0,4356612096.0
112,11.341,6076522496.0,5627183104.0,5445935104.0
113,11.527,5731262464.0,5371363328.0,5170225152.0
114,11.652,5411233792.0,5127413760.0,3768729600.0
115,11.842,4642734080.0,3289686016.0,3127058432.0
116,11.969,3810254848.0,2456707072.0,2450186240.0
117,12.161,3188523008.0,2003714048.0,1837580288.0
118,12.355,2773278720.0,1618165760.0,1432469504.0
119,12.485,2479980544.0,1334984704.0,1144225792.0
120,12.681,837148672.0,666443776.0,626130944.0
121,12.812,712810496.0,565420032.0,433717248.0
122,13.011,426049536.0,194797568.0,160382976.0
123,13.145,355729408.0,133251072.0,132505600.0
124,13.346,283877376.0,50790400.0,50143232.0
125,13.481,258162688.0,18063360.0,18022400.0
126,13.684,244875264.0,11821056.0,11427840.0
127,13.821,242737152.0,9691136.0,0.0
