,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,0.04644621696956052,-0.1553089088567407,0.2961681477876814,0.19018394267153185,0.06681051316614778,0.29816076178441414,0.9669789848807112,0.9435123831581076,0.9830828528591699,0.9830251398956653,0.8308736131223019,1.1895530500073375
41,0.9080449696290195,0.13995994787469493,-0.2285594236936191,-0.7058061195239436,0.5068290057396825,0.5644252471313635,0.2921117992622535,1.1130087014684664,0.8890711966191693,0.7488008766089652,0.9621244671003629,1.0888826067446682,0.96963115771764,1.2135703844338663
42,0.9678924784861273,0.14605760406878063,0.15061810599901027,-0.5150174100748626,0.32528875526487055,0.2810966553142234,0.1453818676720185,0.7339724153499733,0.8581752859209478,0.6209189885906612,0.9286507046665723,0.8980003186790336,0.376110830745165,1.0932138701191765
43,1.0390037466243902,0.15314484920464314,-0.2377843471718071,-0.794793113316869,1.1999152886714488,0.6597821537060492,0.31350515081151914,1.4273696133056497,0.6901430418188094,0.38715780871884165,0.9053304599006607,0.8575685987644427,0.32875821626074003,1.0961694679830587
