CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
0.25,6.2486,778.7857,0.3817,506.0877,89.1362,183.1801
0.75,26.4557,508.031,0.2521,289.45,77.6806,140.6482
1.25,19.7597,309.0027,0.2743,160.457,56.4276,91.8438
1.75,11.8522,212.1387,0.2938,98.1218,47.3169,66.4062
2.25,9.4243,161.0379,0.2591,67.6655,40.6576,52.4558
2.75,7.7406,128.3229,0.206,50.6544,33.2434,44.2191
3.25,8.2401,102.4214,0.28,38.6907,28.4353,35.0155
3.75,7.4637,85.6529,0.3097,30.6457,25.0754,29.6221
4.25,7.29,72.4484,0.3381,24.8514,21.5848,25.6742
4.75,6.8286,62.0571,0.3403,20.5359,19.2877,21.8932
5.25,6.2639,54.3858,0.3324,17.5581,17.968,18.5274
5.75,5.4962,48.1067,0.3626,14.7263,16.6096,16.4082
6.25,5.6178,43.2012,0.3501,12.7367,16.2783,13.8361
6.75,6.1475,39.6317,0.3528,10.7567,16.0747,12.4476
7.25,6.2419,36.4699,0.3841,9.5353,15.2217,11.3288
7.75,6.3209,33.1873,0.3691,8.088,14.3155,10.4148
8.25,6.1983,30.4568,0.4351,6.9923,13.2004,9.8289
8.75,6.3398,27.5453,0.463,6.4109,11.8459,8.8254
9.25,6.5787,25.4666,0.4759,5.6602,11.0263,8.3042
9.75,6.3431,22.9042,0.4738,5.0736,9.704,7.6529
10.25,6.3166,21.2839,0.4999,4.2982,9.2482,7.2376
10.75,6.0391,19.5356,0.5477,3.8026,8.4117,6.7736
11.25,5.9732,18.0934,0.5982,3.2696,7.7988,6.4269
11.75,5.8772,16.5649,0.7879,2.7306,7.0729,5.9734
12.25,5.7729,15.2018,0.8497,2.3115,6.6224,5.4183
12.75,5.6031,14.4401,1.1229,1.7514,6.3386,5.2271
13.25,5.7264,13.2356,1.5131,1.1327,5.8035,4.7863
13.75,5.9539,12.4735,1.9222,0.3898,5.6116,4.5499
14.25,6.086,11.8585,1.9934,0.0473,5.4142,4.4037
14.75,6.3268,11.0882,1.7482,0.0,5.191,4.149
15.25,6.5427,10.4179,1.5184,0.0,5.1156,3.784
15.75,6.5684,9.9236,1.3044,0.0,5.0047,3.6145
16.25,6.7151,9.5011,1.1859,0.0,4.8839,3.4314
16.75,6.5287,9.1729,1.027,0.0,4.902,3.2439
17.25,6.6135,8.6878,0.9176,0.0,4.7322,3.038
17.75,6.7366,8.2875,0.8211,0.0,4.5898,2.8766
18.25,6.9432,8.1527,0.8032,0.0,4.5494,2.8002
18.75,7.4695,7.6144,0.7,0.0,4.2474,2.6671
19.25,7.7128,7.4005,0.6234,0.0,4.1937,2.5834
19.75,7.6487,7.0283,0.5626,0.0,3.9647,2.501
20.25,7.615,6.4837,0.4806,0.0,3.6785,2.3246
20.75,7.6244,6.1239,0.425,0.0,3.5375,2.1613
21.25,7.7263,5.8059,0.4072,0.0,3.3088,2.0899
21.75,7.8217,5.5172,0.3843,0.0,3.0712,2.0617
22.25,7.7575,5.0993,0.3253,0.0,2.8415,1.9325
22.75,7.807,4.8423,0.3114,0.0,2.7227,1.8081
23.25,7.9008,4.5803,0.3082,0.0,2.5544,1.7178
23.75,7.8811,4.3292,0.2642,0.0,2.4386,1.6264
24.25,8.0851,4.0521,0.2739,0.0,2.225,1.5532
24.75,8.1167,3.7822,0.2519,0.0,2.0654,1.4649
25.25,8.0606,3.5333,0.2213,0.0,1.9275,1.3844
25.75,7.7638,3.2737,0.2121,0.0,1.7783,1.2833
26.25,7.4206,3.0762,0.2041,0.0,1.6341,1.238
26.75,7.1159,2.8276,0.1866,0.0,1.4676,1.1734
27.25,7.067,2.6016,0.1912,0.0,1.3495,1.0609
27.75,7.2263,2.5278,0.1804,0.0,1.2945,1.0529
