CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
28.25,7.2226,2.3842,0.1776,0.0,1.2036,1.003
28.75,7.1349,2.2364,0.1747,0.0,1.1373,0.9245
29.25,7.0459,2.0441,0.1577,0.0,1.0323,0.854
29.75,6.875,1.9172,0.1483,0.0,0.9274,0.8415
30.25,6.7255,1.7821,0.1458,0.0,0.9038,0.7324
30.75,6.5944,1.7607,0.1327,0.0,0.8788,0.7493
31.25,6.5041,1.6006,0.1267,0.0,0.7962,0.6777
31.75,6.3912,1.5415,0.1206,0.0,0.7735,0.6473
32.25,6.1119,1.4721,0.1231,0.0,0.7462,0.6028
32.75,6.074,1.4228,0.1194,0.0,0.7136,0.5898
33.25,5.9758,1.3208,0.1079,0.0,0.6854,0.5274
33.75,5.8523,1.2436,0.102,0.0,0.6377,0.5039
34.25,5.8101,1.1967,0.0938,0.0,0.6151,0.4878
34.75,5.8158,1.1517,0.0834,0.0,0.5856,0.4828
35.25,5.7514,1.0615,0.0829,0.0,0.5413,0.4373
35.75,5.5007,1.0425,0.0796,0.0,0.5202,0.4427
36.25,5.4274,0.989,0.0614,0.0,0.5003,0.4273
36.75,5.2574,0.9136,0.0632,0.0,0.4528,0.3976
37.25,4.9308,0.8818,0.0545,0.0,0.428,0.3993
37.75,4.9171,0.8096,0.046,0.0,0.3615,0.4022
38.25,4.7443,0.7665,0.0438,0.0,0.3503,0.3724
38.75,4.5425,0.7521,0.0436,0.0,0.3233,0.3852
39.25,4.4831,0.7216,0.0484,0.0,0.2967,0.3765
39.75,4.3723,0.7016,0.0489,0.0,0.2795,0.3733
40.25,4.285,0.6452,0.0388,0.0,0.2537,0.3527
40.75,4.292,0.6096,0.0396,0.0,0.2206,0.3494
41.25,4.3108,0.576,0.038,0.0,0.2221,0.3158
41.75,4.2609,0.5628,0.0339,0.0,0.2157,0.3131
42.25,4.2033,0.5261,0.0328,0.0,0.1923,0.301
42.75,4.154,0.487,0.0271,0.0,0.1714,0.2885
43.25,4.1124,0.4661,0.0305,0.0,0.1571,0.2786
43.75,4.1806,0.4388,0.0253,0.0,0.1464,0.2671
44.25,4.2206,0.4188,0.026,0.0,0.1352,0.2576
44.75,4.1462,0.3978,0.0279,0.0,0.1291,0.2407
45.25,4.1099,0.3829,0.0219,0.0,0.1236,0.2374
45.75,4.0503,0.382,0.03,0.0,0.1121,0.2399
46.25,4.0218,0.3577,0.0237,0.0,0.1056,0.2284
46.75,3.9292,0.3276,0.0249,0.0,0.0925,0.2102
47.25,3.8092,0.3246,0.0264,0.0,0.0831,0.2151
47.75,3.7866,0.3104,0.0246,0.0,0.0765,0.2093
48.25,3.7229,0.2861,0.0261,0.0,0.0716,0.1884
48.75,3.6617,0.2636,0.0225,0.0,0.0656,0.1755
49.25,3.5636,0.254,0.0243,0.0,0.0631,0.1666
49.75,3.4712,0.2365,0.0212,0.0,0.0546,0.1606
