nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan
-6.786932961209941606e-01 -5.935018661233868453e-01 4.325863436453784017e-01 -7.273289953299612032e-01 6.248330311754355382e-01 -2.838594999368988514e-01 -1.018230934156395540e-01 -5.072861303644857767e-01 -8.557411054677086515e-01
-4.063736891706830057e-01 -9.050330527398733338e-01 1.256009482374843556e-01 -8.118490657368565566e-01 4.207170414008860604e-01 4.048435074656356880e-01 -4.192392147831620619e-01 6.254873718334430510e-02 -9.057185745388942610e-01
3.488680958734733384e-01 -6.836947819391184789e-01 6.409777662531190856e-01 -9.224432828148290131e-01 -1.297295103843179032e-01 3.636875638858808601e-01 -1.654975579016756404e-01 -7.181446228195728088e-01 -6.759281463616639840e-01
3.809115883175141493e-01 8.358806163692344970e-01 -3.952340535222356177e-01 6.860944230449355086e-01 3.102690308954725307e-02 7.268505857129847758e-01 6.198232042704319156e-01 -5.480336909924978794e-01 -5.616745222858818831e-01
-3.823991925525694890e-01 -6.093610759633822926e-01 6.945861621396526298e-01 -8.454093377770310891e-01 -7.263555472448776640e-02 -5.291569972978413805e-01 3.728993284179318857e-01 -7.895588358638101489e-01 -4.873837662200500298e-01
-4.074278929020636597e-01 -7.934164537775033610e-01 4.522088488303996900e-01 7.800503395979717647e-01 -5.598426534003555499e-01 -2.794596055367184473e-01 4.748936510193343397e-01 2.388860278642940815e-01 8.470002868433673671e-01
3.025062966473220372e-01 8.663748554208873243e-01 -3.973468892330213609e-01 -4.377341135385702797e-01 -2.440372461665697434e-01 -8.653523376798833988e-01 -8.466869470668154651e-01 4.357068192923695404e-01 3.054190257479091897e-01
4.844845372840069220e-01 7.163095743710238272e-01 -5.021706152266421919e-01 5.839093624045406106e-01 1.626533699773645147e-01 7.953576162527956628e-01 6.514020184410119763e-01 -6.785605904408310574e-01 -3.394568241640846251e-01
-6.704782551759644882e-01 -7.202434052478813298e-01 1.780683760052026721e-01 -6.153158601254736793e-01 4.057047584174184318e-01 -6.758624425691314164e-01 4.145422796461692427e-01 -5.627193671755043036e-01 -7.151934089400970862e-01
-7.370877098574012409e-01 -6.683595488923725902e-01 9.998610594255442907e-02 -5.658489796268532102e-01 5.294847627834887716e-01 -6.320291276795407809e-01 3.694815830760995734e-01 -5.224379383089405859e-01 -7.684672799690842604e-01
-8.051542943885163783e-01 -5.923920296318240242e-01 2.825323798113125312e-02 -5.220292924004839019e-01 6.853021554459843845e-01 -5.077857556262660443e-01 2.814462295067756692e-01 -4.235948996031183578e-01 -8.610199654634285160e-01
-7.455788520225340443e-01 -6.637000547170304188e-01 -6.011998657161377047e-02 -5.895310094196067885e-01 6.989365207344983011e-01 -4.048961952355860094e-01 3.107496811735442899e-01 -2.664394440621835614e-01 -9.123840519750304745e-01
-8.116212636093920185e-01 -5.840517247441110449e-01 -1.243009575679260466e-02 -5.838059413065955772e-01 8.101470572297655437e-01 5.322000147567615413e-02 -2.101302815430306642e-02 5.045124860080743567e-02 -9.985054452342290165e-01
-7.289137753827521493e-01 -6.846016220849295841e-01 -2.308050247705153990e-03 6.841252446794142683e-01 -7.285245442965977425e-01 3.499482747158840640e-02 -2.563898690655471921e-02 2.392921637073987945e-02 9.993848282590084287e-01
-6.789974444636209805e-01 -7.127146113121023419e-01 -1.760691717311995974e-01 7.319118242391124962e-01 -6.758534933978281867e-01 -8.675907445867747647e-02 -5.716250476357931376e-02 -1.877762985155228548e-01 9.805470461762469947e-01
-5.008859880071889759e-01 -7.947971802316274870e-01 -3.426524030470472493e-01 -8.045520534624863718e-01 5.735133189699088696e-01 -1.542026790734065678e-01 3.190755714362331630e-01 1.984437332343186311e-01 -9.267204888490746528e-01
-5.107696894923599018e-01 -7.073859508553762554e-01 -4.885892352767435276e-01 6.358043477914010477e-01 -6.933415698790679205e-01 3.391611693681643724e-01 -5.786770736995109354e-01 -1.374139149069865118e-01 8.038969214796796159e-01
