,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,-0.09454948826586806,-0.6286914810096458,0.20890305386961372,0.31800546476095687,0.09919972757001304,0.6286914810096458,0.8447883619630336,0.5681343984164542,0.9495891228681148,1.0484919421835863,0.9554020678353403,1.1322805921887904
41,0.9080449696290195,0.13995994787469493,-0.05067309188709472,-0.586805195330525,0.38694833509675525,0.3150927868051816,0.049813298413221935,0.6379032519110798,0.9306939949096981,0.544634715569221,0.9800135286561189,0.875429979959486,0.6691426937768379,1.0101494516002367
42,0.9678924784861273,0.14605760406878063,0.035611280492412,-0.3082500989856613,0.8932087080676053,0.513511553153375,0.13360196617577103,1.0620662188976528,0.8027441921502432,-0.22396032955564077,0.9559742776482578,0.39471236195297904,-0.10991574570598425,0.9238240200721811
43,1.0390037466243902,0.15314484920464314,0.007973622813503245,-0.7892980957236313,0.5918872623310131,0.4128039645189513,0.045807138776016484,0.8845081347573999,0.5281212275291396,-0.77178586526076,0.9590662203878242,0.27863218675347423,-0.19182399594519228,0.696685294278374
