SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,117618.0,0.0,0.0
36,0.641,340532.0,208742.0,0.0
37,0.689,1427222.0,57870.0,0.0
38,0.734,795832.0,516388.0,516388.0
39,0.788,511836.0,448904.0,0.0
40,0.846,521696.0,359904.0,301024.0
41,0.908,429440.0,124192.0,124176.0
42,0.968,316448.0,130144.0,0.0
43,1.039,538272.0,0.0,0.0
44,1.115,5448128.0,53344.0,0.0
45,1.197,4423520.0,3072912.0,375280.0
46,1.285,18520224.0,2096608.0,1441744.0
47,1.37,93602720.0,8004512.0,5318176.0
48,1.47,45392064.0,32179840.0,22319712.0
49,1.578,50156864.0,43054336.0,1891456.0
50,1.693,28390144.0,4628864.0,2870656.0
51,1.817,24042624.0,115968.0,115968.0
52,1.949,12867456.0,138752.0,0.0
53,2.091,11667840.0,5728512.0,5679616.0
54,2.244,15915520.0,1348224.0,272384.0
55,2.39,20967168.0,2936064.0,38656.0
56,2.545,16531968.0,2956544.0,70912.0
57,2.691,12534272.0,3877888.0,1670400.0
58,2.846,508049408.0,2598144.0,87040.0
59,2.988,1251472128.0,416094208.0,406693888.0
60,3.137,1245605888.0,1204563456.0,79718912.0
61,3.293,1378337280.0,1349517312.0,1000151552.0
62,3.456,1370998784.0,1346771456.0,339026432.0
63,3.602,1151012864.0,1098469376.0,1065133568.0
64,3.754,364762112.0,259317760.0,250384896.0
65,3.911,291779584.0,24436736.0,20306944.0
66,4.047,323869696.0,57724928.0,0.0
67,4.217,333065216.0,67904512.0,977920.0
68,4.362,331335680.0,25082880.0,1326080.0
69,4.513,335719424.0,98848768.0,2256896.0
70,4.668,317807616.0,100362240.0,418816.0
71,4.827,304066560.0,21725184.0,7868416.0
72,4.992,332533760.0,12199936.0,887808.0
73,5.127,317364224.0,66152448.0,1850368.0
74,5.301,310505472.0,69597184.0,36624384.0
75,5.444,302467072.0,56673280.0,49430528.0
76,5.59,312423424.0,48086016.0,23111680.0
77,5.739,2485151744.0,270215168.0,245760.0
78,5.93,2824642560.0,215060480.0,20488192.0
79,6.087,2943428608.0,206684160.0,167491584.0
80,6.207,3012591616.0,170027008.0,115044352.0
81,6.37,3144884224.0,272166912.0,30922752.0
82,6.537,3149387776.0,203896832.0,18915328.0
83,6.707,3313014784.0,140959744.0,107616256.0
84,6.836,3331729408.0,123465728.0,92690432.0
85,7.013,3363878912.0,84854784.0,63875072.0
86,7.147,3435046912.0,89405440.0,71309312.0
87,7.33,3543351296.0,56287232.0,19490816.0
88,7.469,3601315840.0,40294400.0,21741568.0
89,7.658,3652096000.0,24578048.0,14151680.0
90,7.802,3698321408.0,27234304.0,18679808.0
91,7.948,3726790656.0,10348544.0,6328320.0
92,8.096,3806124032.0,13457408.0,6455296.0
93,8.296,3877324800.0,2726352896.0,2775040.0
94,8.449,3888207872.0,3822946304.0,2045952.0
95,8.603,3814563840.0,3748960256.0,270548992.0
96,8.76,3579412480.0,3513888768.0,3441412096.0
97,8.919,3307110400.0,3240153088.0,3234359296.0
98,9.079,3574536192.0,3516948480.0,3337494528.0
99,9.242,3449391104.0,3434283008.0,3370053632.0
100,9.407,3411462144.0,3399745536.0,3381647360.0
101,9.573,2385059840.0,2373777408.0,2367975424.0
102,9.742,1906708480.0,1896474624.0,1888499712.0
103,9.855,1954265088.0,1944360960.0,1930215424.0
104,10.026,926148608.0,913954816.0,903233536.0
105,10.2,120270848.0,94998528.0,81985536.0
106,10.375,48451584.0,18411520.0,10043392.0
107,10.552,48320512.0,17354752.0,11796480.0
108,10.671,33697792.0,4337664.0,503808.0
109,10.852,41652224.0,12566528.0,8310784.0
110,11.034,42684416.0,13217792.0,6926336.0
111,11.156,72867840.0,25411584.0,19939328.0
112,11.341,84008960.0,35860480.0,25546752.0
113,11.527,116535296.0,24494080.0,14102528.0
114,11.652,2301698048.0,29536256.0,19329024.0
115,11.842,12032622592.0,38699008.0,29356032.0
116,11.969,12239454208.0,51597312.0,42934272.0
117,12.161,12483514368.0,14819328.0,5025792.0
118,12.355,12956577792.0,55406592.0,44773376.0
119,12.485,13253009408.0,43548672.0,30695424.0
120,12.681,13768740864.0,113852416.0,71483392.0
121,12.812,13902606336.0,255094784.0,27348992.0
122,13.011,14208929792.0,723042304.0,11087872.0
123,13.145,14284414976.0,686874624.0,80531456.0
124,13.346,14623641600.0,288423936.0,63438848.0
125,13.481,14905020416.0,127660032.0,55959552.0
126,13.684,15242842112.0,95539200.0,21340160.0
127,13.821,15742709760.0,13991936.0,368640.0
