,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,0.12830677835116858,-0.0724036980018816,0.36733265024703116,0.1950297535633701,0.12618631099831387,0.38049548998223176,0.9447214559611379,0.8868294293432145,0.9900805041532785,0.9768728232076189,0.8976210509002588,1.0792062561378597
41,0.9080449696290195,0.13995994787469493,-0.04576386066017899,-0.46387516904639,0.39869933731398016,0.2634040357667765,0.0646427972936797,0.6382373902558064,0.9436095433833805,0.6859293247641939,0.9801163081684241,0.9692736413064924,0.7961826184971018,1.1088285303186376
42,0.9678924784861273,0.14605760406878063,0.10890561142990543,-0.4220921232232975,0.7093375458172756,0.42365113432747004,0.16105486738774663,0.7713170995622826,0.7497507126321546,-0.5263579814883337,0.9356256521917663,0.4496616599482687,-0.1529236286315943,1.0228701763108399
43,1.0390037466243902,0.15314484920464314,0.03847128982269571,-0.6110039945247618,0.5458816382221351,0.4012919006834912,0.1335852888967864,0.8843232833686293,0.44938512366969496,-0.593166695098613,0.9229696718974068,0.23052734996686533,-0.19696239820250133,0.8095617966059813
