SnapshotNumber,Time_Gyr,LookbackTime_Gyr,Redshift,ExpansionFactor,VirialRadius_ckpc,VirialMass_1E10Msun,MainHaloIdx,MainSubhaloIdx
73,2.9673055,10.8532243,2.2231617,0.3102544,250.3412671,54.8878422,0,0
74,3.008858,10.8116718,2.1927613,0.3132085,250.9211964,55.3737898,0,0
75,3.0722313,10.7482985,2.1476974,0.3176925,252.0990852,56.3134369,0,0
76,3.1368773,10.6836525,2.1032697,0.3222408,253.7501303,57.5935248,0,0
77,3.1806923,10.6398375,2.074,0.325309,254.8528207,58.4663289,0,0
78,3.2475077,10.5730221,2.0306125,0.3299663,255.8513985,59.3404726,0,0
79,3.2927893,10.5277405,2.0020281,0.3331081,256.2803374,59.7772124,0,0
80,3.3618351,10.4586947,1.9596564,0.3378771,256.1224647,59.858972,0,0
81,3.408624,10.4119058,1.9317413,0.3410942,255.8055759,59.7814116,0,0
82,3.4799615,10.3405683,1.8903616,0.3459775,255.3910611,59.7001304,0,0
83,3.5282988,10.292231,1.8631001,0.3492718,255.3760873,59.8339854,0,0
84,3.6019898,10.21854,1.8226893,0.3542721,255.875827,60.4208814,0,0
85,3.6519167,10.1686131,1.796066,0.3576453,255.9387123,60.6235607,0,0
86,3.7024911,10.1180387,1.7696939,0.3610507,255.9383605,60.7850197,0,0
87,3.7795811,10.0409487,1.7306014,0.3662197,256.1594482,61.202869,0,0
88,3.8318031,9.9887267,1.7048468,0.3697067,256.7092762,61.7734693,0,0
89,3.8846956,9.9358342,1.679335,0.3732269,257.1603348,62.2772379,0,0
90,3.9382653,9.8822645,1.6540639,0.3767807,257.7609548,62.9111463,0,0
91,4.019904,9.8006258,1.6166035,0.3821748,260.7938259,65.4626818,0,0
92,4.0751955,9.7453343,1.591924,0.3858138,261.5520547,66.2519138,0,0
93,4.1311871,9.6893427,1.5674774,0.3894874,261.8179537,66.6739622,0,0
94,4.1878854,9.6326444,1.5432613,0.3931959,262.1712763,67.1663041,0,0
95,4.2452968,9.575233,1.5192736,0.3969398,262.6913987,67.8017436,0,0
96,4.3034279,9.5171019,1.4955122,0.4007193,263.267832,68.4955491,0,0
97,4.3622849,9.4582449,1.4719748,0.4045349,264.0100317,69.3238624,0,0
98,4.4218744,9.3986554,1.4486595,0.4083867,264.4360901,69.9208791,0,0
99,4.4822025,9.3383272,1.4255641,0.4122752,264.817821,70.4937142,0,0
100,4.5432757,9.2772541,1.4026865,0.4162008,265.0285086,70.9470423,0,0
101,4.6051001,9.2154297,1.3800247,0.4201637,265.3022132,71.4489252,0,0
102,4.6676818,9.152848,1.3575767,0.4241644,265.4989604,71.9039645,0,0
103,4.731027,9.0895028,1.3353403,0.4282031,265.8604846,72.5105559,0,0
104,4.7951418,9.025388,1.3133137,0.4322803,266.3439313,73.2159738,0,0
105,4.860032,8.9604978,1.2914949,0.4363963,266.5255948,73.6923691,0,0
106,4.9257036,8.8948262,1.2698818,0.4405516,266.4377094,73.9595611,0,0
107,4.9588342,8.8616956,1.2591519,0.442644,266.4551678,74.1427082,0,0
108,5.0256886,8.7948412,1.2378439,0.4468587,266.4097849,74.4592994,0,0
109,5.0933388,8.727191,1.2167368,0.4511135,266.4142704,74.8232858,0,0
110,5.1617902,8.6587396,1.1958289,0.4554089,266.384235,75.1672896,0,0
111,5.1963181,8.6242117,1.185449,0.4575719,266.3739447,75.349705,0,0
112,5.2659816,8.5545482,1.1648361,0.4619287,266.4519136,75.8022732,0,0
113,5.3364599,8.4840699,1.1444177,0.4663271,266.7745632,76.4773739,0,0
114,5.4077582,8.4127716,1.1241918,0.4707673,266.9857784,77.0620352,0,0
115,5.4437164,8.3768134,1.1141506,0.4730032,267.0269616,77.309104,0,0
116,5.516254,8.3042758,1.0942102,0.477507,267.2787664,77.9581767,0,0
117,5.5896241,8.2309057,1.0744579,0.4820537,267.3622322,78.4756572,0,0
118,5.6266228,8.193907,1.0646517,0.4843432,267.4098359,78.7542759,0,0
119,5.7012504,8.1192794,1.0451782,0.4889549,267.407813,79.2169705,0,0
120,5.7388805,8.0816493,1.0355104,0.4912773,267.3587802,79.4083864,0,0
121,5.8147759,8.0057539,1.0163118,0.495955,267.3240394,79.8508508,0,0
122,5.8915219,7.9290079,0.9972942,0.5006774,267.1223449,80.1695134,0,0
123,5.9302152,7.8903146,0.9878528,0.5030554,266.9726297,80.2949362,0,0
124,6.0082449,7.8122849,0.9691037,0.5078453,266.6255296,80.4914576,0,0
125,6.0475823,7.7729475,0.9597955,0.5102573,266.4839938,80.6215243,0,0
126,6.1269047,7.6936251,0.941311,0.5151158,266.6607761,81.3254899,0,0
127,6.1668905,7.6536393,0.9321342,0.5175624,267.4070215,82.29027,0,0
128,6.2475137,7.5730161,0.9139106,0.5224904,270.355943,85.620534,0,0
129,6.288152,7.5323778,0.9048633,0.524972,270.7300222,86.2758547,0,0
130,6.3700838,7.450446,0.8868969,0.5299707,270.9056391,87.0597843,0,0
131,6.4113782,7.4091516,0.8779774,0.5324878,270.9427326,87.4085839,0,0
132,6.4946258,7.325904,0.8602646,0.5375579,270.9698656,88.0774028,0,0
133,6.5365796,7.2839502,0.8514709,0.5401111,271.0099714,88.446776,0,0
134,6.578754,7.2417758,0.8427188,0.5426764,270.970899,88.7433002,0,0
135,6.6637658,7.156764,0.8253385,0.5478436,270.8455024,89.293265,0,0
136,6.7066037,7.1139261,0.81671,0.5504456,270.7555061,89.5515184,0,0
137,6.7929451,7.0275847,0.799575,0.5556868,270.4864629,89.9789142,0,0
138,6.8364491,6.9840807,0.7910682,0.558326,270.3031722,90.1688273,0,0
139,6.8801757,6.9403541,0.7826017,0.5609778,270.1422432,90.3680786,0,0
140,6.9682975,6.8522323,0.7657884,0.5663193,269.7993428,90.7675214,0,0
141,7.0126931,6.8078367,0.7574414,0.569009,269.6255509,90.9553743,0,0
142,7.0573122,6.7632176,0.7491338,0.5717116,269.4060242,91.1265037,0,0
143,7.1472212,6.6733086,0.7326362,0.5771552,269.1124206,91.5966453,0,0
144,7.1925116,6.6280182,0.7244458,0.5798964,268.9909377,91.8785288,0,0
145,7.238026,6.5825038,0.7162942,0.5826507,268.9473578,92.2362108,0,0
146,7.3297275,6.4908023,0.7001064,0.5881985,268.5908689,92.6878165,0,0
147,7.3759147,6.4446151,0.6920698,0.5909922,268.5413963,93.0548875,0,0
148,7.4223265,6.3982033,0.6840712,0.5937991,268.4287965,93.3586279,0,0
149,7.5158237,6.3047061,0.6681873,0.5994531,267.7290994,93.4810056,0,0
150,7.5629092,6.2576206,0.6603016,0.6023002,267.2834058,93.4560921,0,0
151,7.6102194,6.2103104,0.6524532,0.6051609,266.8077428,93.3921367,0,0
152,7.6577542,6.1627756,0.6446418,0.6080351,266.3229549,93.3269148,0,0
153,7.7534978,6.067032,0.6291298,0.6138246,265.3022352,93.1585379,0,0
154,7.8017065,6.0188233,0.6214287,0.61674,264.5814957,92.8546567,0,0
155,7.8501398,5.97039,0.6137641,0.6196693,263.6491672,92.3297066,0,0
156,7.8987975,5.9217323,0.6061357,0.6226124,262.9587269,92.0726072,0,0
157,7.996786,5.8237438,0.5909868,0.6285407,262.0314336,92.0224932,0,0
158,8.0461165,5.7744133,0.5834661,0.631526,261.6210305,92.0613325,0,0
159,8.0956711,5.7248587,0.5759808,0.6345255,261.2343303,92.1356676,0,0
160,8.1454495,5.6750803,0.568531,0.6375392,260.9047766,92.2593737,0,0
161,8.2456775,5.5748523,0.5537369,0.6436096,260.5189339,92.824424,0,0
162,8.2961266,5.5244032,0.5463922,0.6466665,260.2367859,93.0272947,0,0
163,8.3467988,5.473731,0.5390822,0.6497379,260.1571899,93.4377082,0,0
164,8.3976939,5.4228359,0.5318068,0.6528238,260.3936252,94.2201799,0,0
165,8.4488118,5.371718,0.5245658,0.6559245,260.5126454,94.8640515,0,0
166,8.500152,5.3203778,0.517359,0.6590398,260.3615229,95.2282405,0,0
167,8.6034987,5.2170311,0.5030475,0.665315,260.1812666,96.0985791,0,0
168,8.6555045,5.1650253,0.4959425,0.6684749,260.2653261,96.7506633,0,0
169,8.7077315,5.1127983,0.488871,0.6716499,260.1997364,97.2299068,0,0
170,8.7601795,5.0603503,0.4818329,0.6748399,260.0157641,97.5887259,0,0
171,8.8128479,5.0076819,0.4748282,0.6780451,259.788036,97.9091897,0,0
172,8.8657366,4.9547932,0.4678565,0.6812655,259.6453349,98.3203349,0,0
173,8.9188451,4.9016847,0.4609178,0.6845012,259.5766229,98.8270136,0,0
174,9.0257199,4.7948099,0.4471386,0.6910188,260.0667319,100.596432,0,0
175,9.0794853,4.7410445,0.4402978,0.6943008,259.9956892,101.1238025,0,0
176,9.1334688,4.687061,0.4334894,0.6975985,259.7305158,101.4361607,0,0
177,9.1876701,4.6328597,0.4267132,0.7009117,259.4090535,101.6948306,0,0
178,9.2420885,4.5784413,0.4199689,0.7042408,259.0604803,101.9119031,0,0
179,9.2967236,4.5238062,0.4132566,0.7075856,258.70287,102.1287278,0,0
180,9.3515748,4.468955,0.406576,0.7109463,258.3343977,102.3474439,0,0
181,9.4066418,4.413888,0.399927,0.714323,257.9524469,102.547078,0,0
182,9.4619239,4.3586059,0.3933094,0.7177157,257.5854698,102.7722786,0,0
183,9.5731313,4.2473985,0.3801679,0.7245495,256.8581999,103.2319786,0,0
184,9.6290555,4.1914743,0.3736437,0.7279908,256.429283,103.3894861,0,0
185,9.6851925,4.1353373,0.3671503,0.7314485,255.9632947,103.527225,0,0
186,9.7415418,4.078988,0.3606877,0.7349225,255.539567,103.689337,0,0
187,9.7981027,4.0224271,0.3542555,0.7384131,255.0597922,103.8099078,0,0
188,9.8548746,3.9656552,0.3478538,0.7419202,254.5838434,103.9278104,0,0
189,9.9118568,3.908673,0.3414824,0.745444,254.1573452,104.1258347,0,0
190,9.9690487,3.851481,0.3351411,0.7489845,253.8290447,104.4441483,0,0
191,10.0264497,3.7940801,0.3288297,0.7525419,253.5295483,104.7892892,0,0
192,10.0840589,3.7364709,0.3225482,0.7561161,253.1692775,105.0765088,0,0
193,10.1418757,3.6786541,0.3162964,0.7597073,252.7250351,105.2641872,0,0
194,10.1998995,3.6206303,0.3100741,0.7633156,252.2611136,105.4397973,0,0
195,10.2581294,3.5624004,0.3038813,0.766941,251.8302398,105.652648,0,0
196,10.3165647,3.5039651,0.2977177,0.7705836,251.4926165,105.9941526,0,0
197,10.3752046,3.4453252,0.2915832,0.7742436,251.0357531,106.1747949,0,0
198,10.4340485,3.3864813,0.2854778,0.7779209,250.6460626,106.4501488,0,0
199,10.4930955,3.3274343,0.2794012,0.7816156,250.2560202,106.7396988,0,0
200,10.5523448,3.268185,0.2733533,0.785328,249.782512,106.9289308,0,0
201,10.6117956,3.2087342,0.2673341,0.7890579,249.2889509,107.0919546,0,0
202,10.6714471,3.1490827,0.2613433,0.7928056,248.7806799,107.2319,0,0
203,10.7312984,3.0892314,0.2553808,0.7965711,248.2586446,107.3596645,0,0
204,10.7913488,3.029181,0.2494464,0.8003544,247.7136319,107.4860668,0,0
205,10.8515973,2.9689325,0.2435402,0.8041558,247.170906,107.5862836,0,0
206,10.9120432,2.9084866,0.2376618,0.8079751,246.5837866,107.6559579,0,0
207,10.9726855,2.8478443,0.2318113,0.8118127,245.9913022,107.700201,0,0
208,11.0335233,2.7870065,0.2259884,0.8156684,245.3668254,107.737892,0,0
209,11.0945558,2.725974,0.220193,0.8195425,244.7627754,107.7741871,0,0
210,11.155782,2.6647478,0.214425,0.8234349,244.1769533,107.8526876,0,0
211,11.2172011,2.6033287,0.2086843,0.8273459,243.9746212,108.4462875,0,0
212,11.278812,2.5417178,0.2029707,0.8312754,243.5262451,108.7152921,0,0
213,11.3406139,2.4799159,0.1972842,0.8352236,242.9376085,108.7968772,0,0
214,11.4026058,2.417924,0.1916245,0.8391905,242.3016981,108.8368761,0,0
215,11.4647868,2.355743,0.1859916,0.8431763,241.650748,108.8312359,0,0
216,11.5271559,2.2933739,0.1803853,0.847181,240.9434651,108.7691831,0,0
217,11.5897121,2.2308177,0.1748055,0.8512048,240.189348,108.6388293,0,0
218,11.6524544,2.1680754,0.169252,0.8552476,239.3251379,108.362676,0,0
219,11.7153819,2.1051479,0.1637249,0.8593096,238.510928,108.1764724,0,0
220,11.7784935,2.0420363,0.1582238,0.863391,237.7584161,108.0489444,0,0
221,11.8417883,1.9787415,0.1527488,0.8674917,237.0887324,108.0435519,0,0
222,11.9052652,1.9152646,0.1472996,0.8716119,236.3939605,108.0207324,0,0
223,11.9689232,1.8516066,0.1418762,0.8757517,235.7544881,108.0711109,0,0
224,12.0327613,1.7877685,0.1364784,0.8799111,235.1571004,108.1654511,0,0
225,12.0967784,1.7237514,0.1311062,0.8840903,234.4603716,108.1446017,0,0
226,12.1609735,1.6595563,0.1257593,0.8882893,233.7589814,108.1096238,0,0
227,12.2253455,1.5951843,0.1204378,0.8925083,233.0505111,108.0720341,0,0
228,12.2898934,1.5306364,0.1151413,0.8967473,232.3370496,108.0189649,0,0
229,12.3546162,1.4659136,0.1098699,0.9010065,231.5895289,107.9340475,0,0
230,12.4195126,1.4010172,0.1046235,0.9052859,230.7690965,107.7434196,0,0
231,12.4845818,1.335948,0.0994018,0.9095856,229.9417379,107.5300285,0,0
232,12.5498226,1.2707072,0.0942048,0.9139057,229.1589267,107.4111801,0,0
233,12.6152338,1.205296,0.0890324,0.9182463,228.4028748,107.3084304,0,0
234,12.6808145,1.1397153,0.0838844,0.9226076,227.6498791,107.2225336,0,0
235,12.7465635,1.0739663,0.0787608,0.9269896,226.8993461,107.1364679,0,0
236,12.8124798,1.00805,0.0736614,0.9313923,226.1848071,107.0886674,0,0
237,12.8785621,0.9419677,0.0685861,0.935816,225.5119132,107.1282384,0,0
238,12.9448094,0.8757204,0.0635348,0.9402608,224.7495287,107.030172,0,0
239,13.0112207,0.8093091,0.0585073,0.9447266,223.9394086,106.8682626,0,0
240,13.0777947,0.7427351,0.0535036,0.9492136,223.2009469,106.7956275,0,0
241,13.1445304,0.6759994,0.0485236,0.9537219,222.4551632,106.7304337,0,0
242,13.2114266,0.6091032,0.0435672,0.9582517,221.7059275,106.6689099,0,0
243,13.2784822,0.5420476,0.0386341,0.962803,220.9784597,106.6296653,0,0
244,13.3456961,0.4748337,0.0337244,0.9673759,220.2539823,106.5909048,0,0
245,13.4130671,0.4074627,0.0288379,0.9719705,219.5620908,106.5900717,0,0
246,13.4805942,0.3399356,0.0239744,0.9765869,218.8713647,106.6220438,0,0
247,13.5482761,0.2722537,0.019134,0.9812252,218.2144339,106.6943187,0,0
248,13.6161118,0.204418,0.0143164,0.9858856,217.6487307,106.8894272,0,0
249,13.6841,0.1364298,0.0095217,0.9905681,217.0181853,107.0082193,0,0
250,13.7522398,0.06829,0.0047496,0.9952729,216.3533389,107.0748766,0,0
251,13.8205298,0.0,0.0,1.0,215.6725733,107.0932493,0,0
