,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,-0.4101264596460887,-1.5924213469835085,0.0890073062929974,0.4101264596460887,0.18684698550557882,1.592421346983508,0.7860683150298625,0.5524879953656024,0.9572756652871868,0.8534732332626859,0.7685106392736665,1.15312094382727
41,0.9080449696290195,0.13995994787469493,0.8164546582169332,-0.44298759912783914,2.668736876585582,1.02758295146364,0.22878338819818342,2.7964103646718756,0.7396302184805241,0.5494485467641287,0.9076144569242497,0.8040450664984831,0.6731723011387942,0.9394888842415666
42,0.9678924784861273,0.14605760406878063,0.25380364406490546,-0.609201264598974,1.4879732956873437,0.7299852935344735,0.21801353656756872,1.6900249968736805,0.7063165308144033,0.42872277450073787,0.9551347030395136,0.8771942914893603,0.3945073326290215,1.0700135038732932
43,1.0390037466243902,0.15314484920464314,0.33796633120363984,-0.5802829112263309,1.709308784502411,0.8024367854019104,0.2819937611626793,1.891934242077337,0.7251142067371136,0.27014627002845487,0.9023867253145419,0.8051735063679727,0.1537419664988111,1.0417825694948566
