SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,62008.78125,0.0,0.0
36,0.641,56732.25,0.0,0.0
37,0.689,45196.0,0.0,0.0
38,0.734,2921540.0,0.0,0.0
39,0.788,24210408.0,9183288.0,2041885.0
40,0.846,11023896.0,1301220.0,498168.0
41,0.908,9589680.0,4335680.0,555648.0
42,0.968,19824816.0,5634912.0,3236720.0
43,1.039,148386784.0,4022912.0,1302240.0
44,1.115,96382528.0,81245888.0,10945600.0
45,1.197,118598656.0,86103424.0,21810560.0
46,1.285,87575424.0,37289856.0,33049472.0
47,1.37,47777792.0,16698112.0,12118912.0
48,1.47,62491904.0,17706752.0,14324992.0
49,1.578,61791232.0,7172352.0,3992320.0
50,1.693,41754880.0,8210944.0,3542016.0
51,1.817,33302528.0,9319424.0,3538432.0
52,1.949,24791040.0,6491648.0,114176.0
53,2.091,24593408.0,4337664.0,2691584.0
54,2.244,27118080.0,2312704.0,145920.0
55,2.39,306757120.0,3651072.0,2231296.0
56,2.545,332783616.0,290717696.0,5536768.0
57,2.691,854189056.0,299976704.0,1169408.0
58,2.846,901260288.0,391343104.0,22088704.0
59,2.988,710936576.0,215182336.0,194793472.0
60,3.137,659509248.0,143284224.0,10967040.0
61,3.293,556298240.0,39882752.0,16406528.0
62,3.456,517732352.0,296986624.0,280784896.0
63,3.602,491079680.0,219105280.0,208310272.0
64,3.754,446633984.0,186304512.0,372736.0
65,3.911,442611712.0,243163136.0,845824.0
66,4.047,488124416.0,320241664.0,108380160.0
67,4.217,404285440.0,342673408.0,99051520.0
68,4.362,236838912.0,147845120.0,33437696.0
69,4.513,237608960.0,146253824.0,112640.0
70,4.668,191010816.0,132519936.0,309248.0
71,4.827,193275904.0,130643968.0,8644608.0
72,4.992,158322688.0,92368896.0,61810688.0
73,5.127,168595456.0,54964224.0,44040192.0
74,5.301,152838144.0,46440448.0,27131904.0
75,5.444,136392704.0,33521664.0,29786112.0
76,5.59,130658304.0,32215040.0,29380608.0
77,5.739,121016320.0,25313280.0,14024704.0
78,5.93,108011520.0,52748288.0,9293824.0
79,6.087,826458112.0,50581504.0,46915584.0
80,6.207,902918144.0,47976448.0,6778880.0
81,6.37,924536832.0,45551616.0,7712768.0
82,6.537,961507328.0,846299136.0,5398528.0
83,6.707,986099712.0,933539840.0,51863552.0
84,6.836,969240576.0,918355968.0,52604928.0
85,7.013,987906048.0,66375680.0,22720512.0
86,7.147,984252416.0,63647744.0,1884160.0
87,7.33,1012629504.0,53489664.0,23805952.0
88,7.469,1015984128.0,42463232.0,35221504.0
89,7.658,833622016.0,79495168.0,15769600.0
90,7.802,122400768.0,43298816.0,11522048.0
91,7.948,103854080.0,57901056.0,983040.0
92,8.096,101085184.0,3940352.0,909312.0
93,8.296,119484416.0,2646016.0,327680.0
94,8.449,1003868160.0,2039808.0,1241088.0
95,8.603,1237250048.0,42266624.0,819200.0
96,8.76,1253449728.0,45092864.0,10797056.0
97,8.919,1414471680.0,138194944.0,10993664.0
98,9.079,1434079232.0,136228864.0,122351616.0
99,9.242,1446801408.0,257896448.0,24657920.0
100,9.407,1470087168.0,251342848.0,18526208.0
101,9.573,1472286720.0,1171652608.0,4194304.0
102,9.742,1489539072.0,1186619392.0,1024974848.0
103,9.855,1460277248.0,1047781376.0,1018646528.0
104,10.026,1502093312.0,1076256768.0,689438720.0
105,10.2,1429028864.0,1093861376.0,73728.0
106,10.375,1413611520.0,903225344.0,6610944.0
107,10.552,1416863744.0,38461440.0,2473984.0
108,10.671,1413398528.0,29417472.0,3801088.0
109,10.852,1412677632.0,30031872.0,20480000.0
110,11.034,1454678016.0,29179904.0,25886720.0
111,11.156,1428979712.0,28418048.0,23101440.0
112,11.341,1365303296.0,30998528.0,13697024.0
113,11.527,1206665216.0,1086775296.0,2908160.0
114,11.652,1230880768.0,1121779712.0,3186688.0
115,11.842,1244921856.0,1113112576.0,950820864.0
116,11.969,1177141248.0,1053204480.0,1031053312.0
117,12.161,1114603520.0,989765632.0,917413888.0
118,12.355,1076207616.0,903127040.0,47570944.0
119,12.485,1080696832.0,908173312.0,15982592.0
120,12.681,1118306304.0,923418624.0,14352384.0
121,12.812,1141497856.0,921886720.0,14336000.0
122,13.011,1162944512.0,930217984.0,1359872.0
123,13.145,1290199040.0,1033986048.0,311296.0
124,13.346,1286258688.0,1018339328.0,5079040.0
125,13.481,1353826304.0,998268928.0,963239936.0
126,13.684,1258242048.0,889192448.0,771801088.0
127,13.821,1189543936.0,817389568.0,695959552.0
