Snapshot,Time_Gyr,Redshift,ExpansionFactor,Mass_Msun,Mass_H_Msun,Mass_B_Msun,Mass_CD_Msun,Mass_WD_Msun
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,10025368.0,4008830.0,3701866.5,641860.0,1672812.125
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,11476081.0,5087072.0,3930195.0,798396.5625,1660417.25
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,13794744.0,5689634.0,4852489.5,1349897.875,1902721.875
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,16523402.0,6489091.0,6773636.5,993049.125,2267624.75
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,20333778.0,8253535.0,8273994.0,990773.1875,2815475.25
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,437609.9375,245120.578125,0.0,0.0,192489.34375
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,2824473.0,1453223.75,1216333.875,0.0,154915.1875
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,5363943.0,1365816.375,3225101.75,149805.5,623218.9375
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,17586132.0,9224626.0,4177981.25,1880706.125,2302817.0
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,27535808.0,13821745.0,7225602.0,2323884.5,4164576.5
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,94211752.0,37987804.0,37249336.0,3891649.5,15082966.0
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,185074720.0,49106900.0,68704008.0,24818492.0,42445336.0
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,276444480.0,58984136.0,113433600.0,35216256.0,68810464.0
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,440486720.0,112038976.0,164302224.0,53064152.0,111081376.0
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,790107584.0,248108384.0,341747680.0,56449564.0,143801968.0
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,1215160832.0,348875072.0,634104704.0,63677544.0,168503552.0
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,1721163776.0,260495760.0,780825856.0,259049440.0,420792896.0
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,2157512192.0,281625152.0,907463680.0,376035392.0,592387776.0
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,2910413824.0,408538176.0,983678592.0,670296192.0,847901248.0
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,3614869504.0,453951328.0,1161753600.0,876118400.0,1123046400.0
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,4192104448.0,553553856.0,1188040832.0,1162939136.0,1287570560.0
