,StellarMassFraction_0,StellarMassFraction_0_InSitu,StellarMassFraction_0_ExSitu,StellarMassFraction_0to0,StellarMassFraction_1to0,StellarMassFraction_2to0,StellarMassFraction_3to0,StellarMassFraction_1,StellarMassFraction_1_InSitu,StellarMassFraction_1_ExSitu,StellarMassFraction_0to1,StellarMassFraction_1to1,StellarMassFraction_2to1,StellarMassFraction_3to1,StellarMassFraction_2,StellarMassFraction_2_InSitu,StellarMassFraction_2_ExSitu,StellarMassFraction_0to2,StellarMassFraction_1to2,StellarMassFraction_2to2,StellarMassFraction_3to2,StellarMassFraction_3,StellarMassFraction_3_InSitu,StellarMassFraction_3_ExSitu,StellarMassFraction_0to3,StellarMassFraction_1to3,StellarMassFraction_2to3,StellarMassFraction_3to3,Abundance_[O/Fe]
0,4.1061656e-05,2.0102412e-05,2.0959245e-05,1.4906255e-05,0.0,5.1961565e-06,0.0,0.0035576324,0.0035576324,0.0,2.500891e-06,0.002456828,0.0003285935,0.0007697101,0.0006237636,0.0006221191,1.6445116e-06,0.0,0.00018482158,0.00030129883,0.00013599872,0.0013977316,0.0013958274,1.9042117e-06,2.1444282e-06,0.00051608466,0.00015608588,0.00072151236,0.10300000000000001
1,9.065527e-05,4.1704014e-05,4.8951253e-05,3.8232614e-05,0.0,0.0,3.4713994e-06,0.004368663,0.004368663,0.0,0.0,0.0026154092,0.0005365322,0.0012167218,0.0009511595,0.0009493352,1.8243142e-06,0.0,0.00030710478,0.00036781278,0.00027441766,0.0018487728,0.0018443877,4.3848745e-06,1.3678884e-06,0.00076422293,0.00024873353,0.0008300635,0.10900000000000001
2,0.00012581634,8.282431e-05,4.2992026e-05,4.9357895e-05,2.7628195e-05,0.0,5.8382184e-06,0.0052709044,0.0052709044,0.0,2.638507e-06,0.0032192178,0.0006968563,0.0013521925,0.0013065345,0.0013048701,1.6645499e-06,0.0,0.0004924765,0.0004105964,0.00040179706,0.0023696146,0.0023696146,0.0,2.5783959e-06,0.00097297784,0.00040826446,0.0009844201,0.115
3,0.00015802884,0.00013214651,2.588232e-05,0.000101970305,1.1518212e-05,0.0,1.3801452e-05,0.008569891,0.008569892,0.0,2.679177e-06,0.005080506,0.0011174467,0.0023692586,0.0021141125,0.0021101676,3.9448732e-06,0.0,0.00081840163,0.0005971562,0.00069460995,0.003986378,0.003986378,0.0,1.4580412e-05,0.0016571945,0.0007117946,0.0016028085,0.12100000000000001
4,0.00025414373,0.00020396397,5.0179755e-05,8.915984e-05,2.3896408e-05,1.5091097e-05,7.581662e-05,0.011794385,0.011790814,3.5712455e-06,0.0,0.006911264,0.0015580409,0.0033215096,0.0029794518,0.0029764166,3.0351584e-06,1.9730219e-06,0.0011352723,0.0007625304,0.0010766411,0.005711763,0.0057076802,4.0823825e-06,1.07334745e-05,0.0023630958,0.00113541,0.0021984412,0.127
5,0.00031706668,0.00027275062,4.431602e-05,0.00017666038,0.0,2.8642962e-05,6.744727e-05,0.010292026,0.010292026,0.0,4.7660005e-06,0.0059522996,0.0014910965,0.0028438633,0.0031888727,0.0031862285,2.644308e-06,1.1465674e-05,0.0010791988,0.001059518,0.0010360462,0.005174818,0.005168594,6.2250606e-06,8.8921015e-06,0.0019420154,0.0011155593,0.0021021273,0.133
6,0.0005814793,0.0005266658,5.481344e-05,0.00019339276,3.1666706e-05,0.00013085063,0.00017075577,0.01251769,0.012517691,0.0,1.2512835e-05,0.0072602946,0.001716804,0.003528078,0.0041060084,0.0040978575,8.151008e-06,1.0344674e-05,0.0011206393,0.0016968116,0.0012700617,0.006241869,0.0062376736,4.195618e-06,2.7592014e-05,0.0023472272,0.0013601306,0.002502724,0.139
7,0.0010450187,0.0009626355,8.2383216e-05,0.00045868332,3.6211182e-05,0.00023189696,0.00023584405,0.008594061,0.008594061,0.0,1.2434203e-05,0.0045865118,0.0014512639,0.0025438513,0.0058077313,0.0058055874,2.1435649e-06,2.617753e-05,0.000976558,0.0031099322,0.0016929198,0.0061318423,0.006129087,2.7558258e-06,6.202238e-05,0.0017438328,0.0016772973,0.0026459345,0.14500000000000002
8,0.0017030622,0.0016150046,8.805755e-05,0.0004662023,5.3978256e-05,0.0005909836,0.0005038405,0.008285715,0.008285715,0.0,1.0220589e-05,0.003856803,0.0016565982,0.0027604145,0.009296071,0.009290339,5.732627e-06,7.469696e-05,0.0010364387,0.006031061,0.0021481419,0.0074254726,0.0074195405,5.9318972e-06,8.3873805e-05,0.001799012,0.0023969435,0.0031397112,0.15100000000000002
9,0.00206237,0.001993161,6.920912e-05,0.0007532219,7.914211e-05,0.00064246,0.00051833683,0.011068214,0.011068215,0.0,2.2937646e-05,0.0052749235,0.002088996,0.003681357,0.015325082,0.015322505,2.5766878e-06,7.49956e-05,0.0011908541,0.0110564735,0.0030001812,0.010121568,0.010108993,1.25762745e-05,0.00011530114,0.002205313,0.0035240874,0.0042642904,0.15700000000000003
10,0.0028382456,0.0027064446,0.00013180096,0.00088972494,6.924325e-05,0.0007470487,0.0010004278,0.015598415,0.015598416,0.0,4.064648e-05,0.0072998973,0.0029337713,0.0053241015,0.023069026,0.02306069,8.33809e-06,7.786026e-05,0.0015748243,0.017411629,0.0039963773,0.01484355,0.014826334,1.721748e-05,9.9490775e-05,0.0030904564,0.005419498,0.006216888,0.16300000000000003
11,0.0039432584,0.0038109457,0.00013231282,0.0012057703,7.8797966e-05,0.0012707865,0.0012453921,0.024652498,0.024649931,2.5677384e-06,3.5911093e-05,0.01148368,0.004717512,0.0084113125,0.035265286,0.03524726,1.8026765e-05,6.493256e-05,0.0024045592,0.02714993,0.005627838,0.022578128,0.022568332,9.7939e-06,0.00014799258,0.0046905535,0.008729756,0.00900003,0.16900000000000004
12,0.005921123,0.0057497,0.00017142335,0.0019721873,0.00016736274,0.0017936842,0.0018164659,0.025823712,0.025823714,0.0,5.4278604e-05,0.011693421,0.0052682008,0.008807811,0.048822097,0.048806854,1.52466755e-05,0.00010883729,0.0025110508,0.039427068,0.006759893,0.027131079,0.027113495,1.758315e-05,0.00016457986,0.0047110673,0.012115741,0.010122106,0.17500000000000002
13,0.009939794,0.009736208,0.00020358613,0.0037893134,0.00031203975,0.0026100576,0.0030247972,0.041309416,0.041307304,2.1087506e-06,6.759102e-05,0.019805338,0.007671314,0.013763063,0.063182324,0.0631691,1.3232981e-05,0.00012362083,0.0035681939,0.050890308,0.008586974,0.03674455,0.036718864,2.5684216e-05,0.00029123673,0.0074523445,0.015928436,0.0130454935,0.18100000000000002
14,0.013627327,0.013268819,0.00035850712,0.006102335,0.00032469007,0.0029190225,0.0039227717,0.05162813,0.051624723,3.4075665e-06,0.00011214485,0.023290537,0.010320958,0.017901082,0.06841382,0.06837068,4.3140215e-05,0.00014999676,0.004761455,0.05351096,0.009948264,0.046253357,0.04622794,2.542368e-05,0.00047599463,0.009489339,0.019849785,0.016412819,0.187
15,0.022828918,0.02241936,0.0004095587,0.0108967945,0.0004084071,0.0047605545,0.006353603,0.04707036,0.04706821,2.1567757e-06,0.00013616972,0.019471267,0.0105682565,0.016892513,0.060831845,0.060763706,6.813499e-05,0.00025796358,0.0044147563,0.045062292,0.011028699,0.049250897,0.04920259,4.8302692e-05,0.00066219416,0.008500341,0.02196078,0.018079279,0.193
16,0.02449537,0.02401143,0.00048393998,0.010249107,0.0004527781,0.0056369402,0.007672605,0.053321935,0.05332035,1.5893152e-06,8.306105e-05,0.023992715,0.011311754,0.017931001,0.05124098,0.05112167,0.000119314056,0.00027683337,0.004577648,0.035046753,0.011220437,0.05059944,0.05054331,5.613306e-05,0.0007638856,0.009009907,0.02235383,0.018415684,0.199
17,0.020424565,0.019609677,0.00081488857,0.008036775,0.00039366152,0.0047544693,0.00642477,0.05441196,0.05440967,2.2893346e-06,0.00010820006,0.025532423,0.011047898,0.01772115,0.043863025,0.04376265,0.000100373494,0.00023132462,0.004424192,0.028972175,0.010134956,0.04808778,0.048023295,6.448814e-05,0.00066558755,0.009188063,0.02127636,0.016893284,0.20500000000000002
18,0.016043656,0.014864706,0.00117895,0.0057299924,0.0004763232,0.0044789673,0.0041794227,0.049102653,0.049102653,0.0,6.356706e-05,0.023127543,0.009847301,0.016064243,0.03870566,0.038533155,0.00017250174,0.00014888584,0.0043175714,0.025534285,0.008532414,0.042725533,0.042635866,8.967012e-05,0.0004962613,0.00877924,0.019143391,0.01421697,0.21100000000000002
19,0.014524232,0.013079252,0.0014449797,0.0052102413,0.0005894492,0.004008789,0.0032707725,0.035476085,0.03547311,2.9771018e-06,3.6767393e-05,0.014474379,0.0082148705,0.01274709,0.033349678,0.032836646,0.000513033,0.00012850709,0.0031772843,0.022522882,0.0070079723,0.032934476,0.032625467,0.00030900753,0.00026752285,0.0060911034,0.01575078,0.010516061,0.21700000000000003
20,0.015332078,0.013258671,0.002073405,0.0046621533,0.00081965176,0.0042264257,0.0035504417,0.048947208,0.048941452,5.7543616e-06,3.3591296e-05,0.02256484,0.009731415,0.01660939,0.030107858,0.029396763,0.00071109657,0.00013402275,0.0033715486,0.019266726,0.0066244616,0.03253352,0.032041494,0.0004920278,0.0002445442,0.0071563823,0.014442001,0.010198563,0.22300000000000003
21,0.019697785,0.017355802,0.0023419855,0.0059497794,0.0010739407,0.0053612143,0.0049644727,0.05449549,0.0544829,1.25927e-05,2.5768879e-05,0.024772137,0.010878297,0.018804885,0.028716255,0.028185125,0.0005311279,0.00012068808,0.0036697108,0.017561045,0.0068336874,0.034355037,0.033990495,0.00036454017,0.0002597253,0.007723558,0.014950966,0.011056247,0.22900000000000004
22,0.022843817,0.019825235,0.0030185836,0.0062143947,0.0010095725,0.0066127465,0.0059834467,0.04919273,0.049185812,6.9199123e-06,6.945227e-06,0.019993605,0.011692333,0.017492928,0.02900163,0.028459547,0.00054208457,0.00010735691,0.0033452152,0.017792687,0.007210844,0.035120144,0.034696613,0.0004235344,0.00027851615,0.0067011444,0.01601252,0.011703242,0.23500000000000004
23,0.029893085,0.027136995,0.0027560904,0.008552424,0.0011277645,0.00887941,0.008572819,0.03914481,0.03913407,1.073784e-05,1.5538374e-06,0.013614981,0.011095227,0.0144223105,0.030551208,0.029833265,0.0007179428,0.000113994036,0.0027466686,0.019712657,0.0072599435,0.035243977,0.03471388,0.0005300959,0.00040812907,0.0053049335,0.017769394,0.011228935,0.24100000000000002
24,0.039448656,0.035846397,0.0036022582,0.011743722,0.0013092395,0.011357439,0.011435998,0.028544022,0.02853666,7.362022e-06,5.6211516e-06,0.007196423,0.010421701,0.010912916,0.031757295,0.030731365,0.0010259269,0.00012950033,0.0019749333,0.021349037,0.0072778948,0.035137277,0.03434405,0.00079322327,0.00053582696,0.0034415429,0.019938402,0.010428284,0.247
25,0.039913677,0.0358698,0.0040438767,0.009820943,0.0012405479,0.0130805895,0.011727719,0.023409829,0.023401689,8.136883e-06,2.5685163e-06,0.004272731,0.01022958,0.008889828,0.03300024,0.03165161,0.0013486296,0.00016899251,0.0013609966,0.023323085,0.006797394,0.03544608,0.034272794,0.0011732922,0.00044913552,0.0023384963,0.021702059,0.009781564,0.253
26,0.039992362,0.035281457,0.0047109,0.008291555,0.0009630325,0.014321927,0.011699458,0.02165033,0.021638047,1.22803285e-05,0.0,0.003202013,0.0108163,0.007619734,0.033453465,0.032050587,0.0014028781,0.00014879946,0.000901387,0.024642212,0.0063581886,0.034420677,0.033251833,0.0011688436,0.0004159676,0.0014973276,0.022941649,0.008395359,0.259
27,0.043975085,0.038682655,0.0052924263,0.009069623,0.00077578425,0.016656172,0.012169346,0.021249685,0.0212241,2.5585941e-05,4.8369575e-06,0.00322619,0.011169512,0.0068220682,0.032598663,0.03144756,0.0011511082,0.00018133617,0.0006141397,0.025090564,0.005561518,0.03495604,0.03401072,0.0009453223,0.0005112158,0.0011000595,0.024271954,0.008125939,0.265
28,0.043540694,0.037403785,0.0061369087,0.00799744,0.0009705373,0.01693375,0.011495408,0.022171646,0.0221527,1.8946446e-05,3.6165209e-06,0.0032349788,0.011911191,0.007001358,0.030764403,0.029693514,0.0010708903,0.00015134377,0.000476152,0.024141828,0.0049224324,0.03413938,0.033225324,0.0009140557,0.00046661225,0.00096103933,0.024513397,0.0072842743,0.271
29,0.045859627,0.038851146,0.007008487,0.009265754,0.001079749,0.017705439,0.010792773,0.02349307,0.023477647,1.5426265e-05,6.151246e-06,0.0032479,0.012653133,0.0075667948,0.028831627,0.02789124,0.0009403855,0.00016606704,0.0004043007,0.022885857,0.0044350154,0.03240338,0.03149106,0.0009123235,0.00052675186,0.0009313144,0.023322742,0.006705286,0.277
30,0.05469281,0.0467448,0.007948009,0.013665328,0.0013271011,0.018688984,0.01305733,0.021979475,0.02195734,2.213699e-05,7.370899e-06,0.0024172424,0.0126407,0.0068895295,0.026642155,0.025774445,0.00086770963,0.00030705944,0.0003692673,0.020898746,0.004199373,0.031207262,0.03022359,0.0009836737,0.0007926996,0.00077127956,0.022287404,0.006372204,0.28300000000000003
31,0.054973215,0.0474053,0.0075679193,0.013904518,0.0014534193,0.018546747,0.013481599,0.019990945,0.019967467,2.3478608e-05,1.1436924e-05,0.0017021475,0.012310045,0.00594069,0.024128428,0.02331652,0.00081190775,0.00033710885,0.00028556565,0.01868345,0.0040057693,0.029296562,0.028367735,0.0009288263,0.00083092577,0.0005387473,0.020658785,0.0063392785,0.28900000000000003
32,0.05074402,0.042595267,0.008148751,0.011653096,0.0012614015,0.017592922,0.012073588,0.017649963,0.017620843,2.9117598e-05,1.7234197e-05,0.0012532085,0.011508912,0.0048383763,0.021515764,0.02074119,0.0007745748,0.0003036279,0.00018807992,0.016736332,0.0035104023,0.02623649,0.025294447,0.00094204274,0.0006610848,0.00043740124,0.018554518,0.005638036,0.29500000000000004
33,0.044372655,0.037158463,0.0072141946,0.009172252,0.0012341714,0.016138675,0.01059743,0.01559546,0.015557693,3.7766018e-05,8.528358e-06,0.001030163,0.0102687655,0.0042425087,0.018720556,0.018090054,0.00063050166,0.00021594927,0.00023606508,0.014481645,0.0031529313,0.02379393,0.023036435,0.00075749494,0.00057333405,0.00042202318,0.017055674,0.00498356,0.30100000000000005
34,0.038596954,0.032494627,0.006102331,0.0071967007,0.0011892373,0.015038978,0.009069708,0.013789078,0.013750115,3.896376e-05,2.1551206e-05,0.0008423086,0.009194093,0.0036858532,0.016464338,0.015913121,0.00055121735,0.00019453865,0.00016488707,0.012794561,0.0027591349,0.02063847,0.020033041,0.0006054274,0.00048726634,0.00037719408,0.0148430765,0.004325505,0.30700000000000005
