CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
0.25,68.0613,9591.7039,17.9827,5716.115,1288.9627,2568.6434
0.75,150.7422,6146.161,18.78,3193.789,1185.7966,1747.7954
1.25,66.0014,3025.1379,20.2295,1393.9674,601.876,1009.065
1.75,54.6157,1452.3049,22.4266,586.0414,301.5418,542.2951
2.25,50.0919,721.7269,26.1218,220.5298,191.1867,283.8887
2.75,42.8148,386.0533,34.7188,53.3178,148.6252,149.3915
3.25,35.9707,256.1874,34.6187,2.9408,129.064,89.5639
3.75,31.9426,194.0976,20.7379,0.0,107.5483,65.8114
4.25,28.2523,122.1741,12.8418,0.0,71.5299,37.8025
4.75,24.7578,78.1226,9.3026,0.0,46.1067,22.7133
5.25,23.6762,61.2276,7.3343,0.0,36.5525,17.3408
5.75,21.9576,53.5393,6.0419,0.0,33.4458,14.0516
6.25,21.4283,50.1688,4.946,0.0,33.2914,11.9314
6.75,21.0523,47.2229,4.1439,0.0,32.861,10.218
7.25,22.4519,44.618,3.866,0.0,31.9577,8.7943
7.75,25.8547,41.7345,3.4024,0.0,30.6038,7.7284
8.25,25.9884,39.6368,3.0375,0.0,29.7454,6.8539
8.75,26.9181,36.2211,2.7187,0.0,27.0965,6.4059
9.25,26.5587,33.4408,2.3572,0.0,25.0151,6.0685
9.75,26.0373,30.423,2.1537,0.0,22.3124,5.9568
10.25,23.5141,26.6541,1.9731,0.0,18.728,5.9529
10.75,20.8433,22.8149,1.7719,0.0,15.1368,5.9062
11.25,18.0981,19.7422,1.6806,0.0,11.9777,6.084
11.75,16.4157,17.1033,1.518,0.0,9.4895,6.0957
12.25,15.4844,14.894,1.4054,0.0,7.1541,6.3345
12.75,14.3646,12.9613,1.2655,0.0,5.5271,6.1687
13.25,13.202,11.2339,1.1503,0.0,4.1753,5.9083
13.75,12.6872,10.0309,1.1056,0.0,3.4102,5.5151
14.25,12.4595,9.0867,1.0964,0.0,2.6268,5.3635
14.75,11.7377,8.1259,1.0217,0.0,1.9359,5.1683
15.25,10.958,7.2977,0.9407,0.0,1.465,4.8921
15.75,10.0986,6.5649,0.883,0.0,0.9813,4.7006
16.25,9.6829,5.7466,0.7749,0.0,0.7374,4.2343
16.75,9.5673,5.0365,0.7586,0.0,0.5519,3.726
17.25,9.3505,4.5087,0.7517,0.0,0.4023,3.3548
17.75,8.5886,3.9212,0.6771,0.0,0.269,2.975
18.25,7.9578,3.5089,0.6534,0.0,0.2369,2.6185
18.75,7.6348,3.1313,0.5897,0.0,0.1853,2.3562
19.25,7.8013,2.9618,0.578,0.0,0.1612,2.2226
19.75,7.46,2.6111,0.5493,0.0,0.1451,1.9166
20.25,6.6899,2.3609,0.5187,0.0,0.1279,1.7143
20.75,6.1323,2.1715,0.5373,0.0,0.1262,1.508
21.25,5.8002,1.9118,0.4903,0.0,0.1036,1.3179
21.75,5.5114,1.7267,0.458,0.0,0.107,1.1616
22.25,5.2566,1.6269,0.4445,0.0,0.1108,1.0717
22.75,4.8771,1.5039,0.4665,0.0,0.1065,0.9309
23.25,4.5242,1.3723,0.4453,0.0,0.1152,0.8117
23.75,4.2321,1.255,0.4035,0.0,0.1088,0.7427
24.25,4.0031,1.147,0.3983,0.0,0.0963,0.6524
24.75,3.9555,1.0212,0.3803,0.0,0.091,0.5499
25.25,3.8597,0.9758,0.3817,0.0,0.1077,0.4864
25.75,3.6869,0.8631,0.3554,0.0,0.1006,0.407
26.25,3.3958,0.8194,0.3553,0.0,0.092,0.3722
26.75,3.1561,0.7946,0.3368,0.0,0.096,0.3618
27.25,2.9523,0.7227,0.3348,0.0,0.1017,0.2862
27.75,2.7634,0.67,0.323,0.0,0.1003,0.2466
28.25,2.5501,0.6251,0.2918,0.0,0.0991,0.2342
28.75,2.3803,0.587,0.2834,0.0,0.099,0.2046
29.25,2.2414,0.5343,0.2855,0.0,0.0884,0.1603
29.75,2.1507,0.5483,0.2828,0.0,0.0918,0.1738
30.25,2.1304,0.4783,0.2593,0.0,0.0821,0.137
30.75,2.0157,0.4414,0.2438,0.0,0.0771,0.1204
31.25,1.9591,0.4289,0.2543,0.0,0.0733,0.1013
31.75,1.8581,0.3713,0.2055,0.0,0.0731,0.0928
32.25,1.7364,0.3688,0.2111,0.0,0.069,0.0887
32.75,1.6585,0.3568,0.2044,0.0,0.0651,0.0872
33.25,1.6253,0.3181,0.1902,0.0,0.0541,0.0739
33.75,1.5901,0.32,0.1849,0.0,0.063,0.072
34.25,1.5979,0.306,0.1613,0.0,0.0614,0.0833
34.75,1.5615,0.2832,0.1497,0.0,0.0629,0.0706
35.25,1.5812,0.277,0.1481,0.0,0.057,0.0719
35.75,1.5221,0.2582,0.1342,0.0,0.0561,0.0679
