,TimeBinCenters_Gyr,StellarAgeDist_All,StellarAgeDist_All_InSitu,StellarAgeDist_H,StellarAgeDist_H_InSitu,StellarAgeDist_B,StellarAgeDist_B_InSitu,StellarAgeDist_CD,StellarAgeDist_CD_InSitu,StellarAgeDist_WD,StellarAgeDist_WD_InSitu
0,0.25,0.014078297755291019,0.014077826751685958,0.0012740328932128793,0.0012740328932128793,0.006915055505775015,0.006915055505775015,0.029829569089789724,0.02982805643415637,0.0083031158519921,0.0083031158519921
1,0.75,0.01444238354200363,0.014441912538398568,0.0018470429026004901,0.0018470429026004901,0.010517957550706723,0.010517957550706723,0.025627411740325432,0.025625899084692077,0.010188010492298416,0.010188010492298416
2,1.25,0.017772850033394155,0.017772850033394155,0.00190800141423747,0.00190800141423747,0.012568500196382816,0.012568500196382816,0.03339187310634423,0.03339187310634423,0.011205121053061616,0.011205121053061616
3,1.75,0.02458214915176961,0.02455577294988616,0.0032064177121051414,0.003157650902795557,0.012242045645827418,0.012242045645827418,0.04923542821011997,0.04918248526295249,0.016786550473759394,0.0167682368487041
4,2.25,0.015668405925978957,0.0156274286123386,0.0016824549211806445,0.0016458798141984565,0.008290585356813124,0.008290585356813124,0.03103515562957484,0.030938345669040024,0.01070220073423549,0.010678252147624722
5,2.75,0.01924944633526225,0.019232961209085093,0.0021518354607853894,0.0021457396096216915,0.014964200517906543,0.014964200517906543,0.029985372620025444,0.02994301826229146,0.016752740704426543,0.016744288262093333
6,3.25,0.02506163082172231,0.025054094764041322,0.004236616558770101,0.004224424856442705,0.02379717650819452,0.02379717650819452,0.03208040067222416,0.032063761460257245,0.024385296131317145,0.024381069910150537
7,3.75,0.035791563948630464,0.03559232942368941,0.009430281750240787,0.009393706643258597,0.031166207873335634,0.031166207873335634,0.042744622887387326,0.04231956665441416,0.03924046353193755,0.03904887483905141
8,4.25,0.030701427988729827,0.03052009160078111,0.007827072894188216,0.007747826829060142,0.0241389336158072,0.0241389336158072,0.03991141888611065,0.03956502074607201,0.0328475996472514,0.032646149771643186
9,4.75,0.04157030717913115,0.04143418713726835,0.011710130085463833,0.011618692318008364,0.03769699916856107,0.03769699916856107,0.05097800749974663,0.05071934338644267,0.04291868468727372,0.04277358442722025
10,5.25,0.04731466714646234,0.047232712519181624,0.019427477658705485,0.019281177230776735,0.04469876916432736,0.04469876916432736,0.04718275451565523,0.04704359019738644,0.05604955385191884,0.05596784690936446
11,5.75,0.05065125668471866,0.050522201696931786,0.028089682162320325,0.028022627799519646,0.054140446868671754,0.054140446868671754,0.04464905632978313,0.04439493018337924,0.05856415544604947,0.058430325109106944
12,6.25,0.032178966297808045,0.032085236580400786,0.020725893956573156,0.02040890969606086,0.05419995681278342,0.05419995681278342,0.017351672770232147,0.0172004072068965,0.030389347668675532,0.0303231368703987
13,6.75,0.032986266476883616,0.03286616055759291,0.018281457639930263,0.017940089974763176,0.058462569095295826,0.058462569095295826,0.018021779215809067,0.017829671950372793,0.029213049443970168,0.02911162013597162
14,7.25,0.04557054079691926,0.044865919403747116,0.02404203698962486,0.022012118552113432,0.05700882617485382,0.05700882617485382,0.04029412076134983,0.039319970533468265,0.04598269503306314,0.045251558771240284
15,7.75,0.05470424270627367,0.054099003073769525,0.028967484729892835,0.027961669287882667,0.05903046399053282,0.05903046399053282,0.05518621547174435,0.05424080570089655,0.056618684969021796,0.05592135847653179
16,8.25,0.06279702664844197,0.06226290856030212,0.04079953183863063,0.03972666203381978,0.07457616167661617,0.07457616167661617,0.05879692446856626,0.05795286262515335,0.06184652055211353,0.061283024396566056
17,8.75,0.06870953490278014,0.06819001792639721,0.059593040976311525,0.058166611804006195,0.06956032353006188,0.06956032353006188,0.06495645820759384,0.06420315570218231,0.07360668531838942,0.07308404263411913
18,9.25,0.05474427801270391,0.05421392795340456,0.06548163320044378,0.0636102068931885,0.04403905892674666,0.04403905892674666,0.054883684345073055,0.05421055258822942,0.06100268505918118,0.06047581615374429
19,9.75,0.05658213407965425,0.05552991202594665,0.07789888202089658,0.07123002084781098,0.039487398344263326,0.039487398344263326,0.057462762199945845,0.056518865084731404,0.06499928154240167,0.06427237150174543
20,10.25,0.05113780340874729,0.05004366203418921,0.07912414810479987,0.07230289065262183,0.03806085996970094,0.03806085996970094,0.04880734666588009,0.0478301711267318,0.05767524026067332,0.05688916312368459
21,10.75,0.0649499841271785,0.06326944326431874,0.11910683588749497,0.10998744254660278,0.06438635896058231,0.06438635896058231,0.0494880417008905,0.047642601828195595,0.06730116333781312,0.066100916526497
22,11.25,0.04939838709525483,0.045354350142195986,0.1132852980261634,0.08586006364068614,0.051948780641245154,0.051948780641245154,0.03215754610952534,0.02932585476388202,0.04857759482935928,0.04545723486801511
23,11.75,0.03571479036100542,0.03209701167052732,0.09312022237665045,0.06580471331211978,0.039473796071323515,0.039473796071323515,0.021062217038855587,0.018965676331023508,0.032980021243805065,0.03042456617839725
24,12.25,0.03277478585821096,0.030245967502635265,0.08445192202187192,0.06687148726576692,0.043947243584402954,0.043937041879698095,0.01650761092681923,0.014811923961826623,0.026725213917228048,0.02481214446914436
25,12.75,0.018479826444591608,0.01480882434674155,0.06742011387049973,0.04370115699255087,0.023395909456470177,0.022431848361861267,0.007446803683013936,0.005549933518784914,0.013371763771141671,0.010438766281517044
26,13.25,0.002349836985652288,0.0004460404139933287,0.014776343220803921,0.001883618009582678,0.0012514091104623582,0.0004998835305379529,0.0009106186912805991,0.00017698070910270782,0.0017285244571418911,0.0003197840682731942
27,13.75,3.7209284799865856e-05,0.0,0.00013410872560135572,0.0,3.4005682349520607e-05,0.0,1.512655633356477e-05,0.0,3.803599049945482e-05,0.0
