Snapshot,Time_Gyr,Redshift,ExpansionFactor,Mass_Msun,Mass_H_Msun,Mass_B_Msun,Mass_CD_Msun,Mass_WD_Msun
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,434246.78125,0.0,258993.75,0.0,175253.046875
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,384437.375,211682.078125,122098.1484375,50657.1171875,0.0
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,941782.9375,175891.1875,636112.0,0.0,129779.7265625
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,2365164.25,419477.9375,1008107.375,596825.375,340753.78125
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,4011274.75,1452561.0,1945951.625,96124.359375,516637.5
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,6036055.0,2128964.25,2185331.5,431488.84375,1290271.125
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,8413699.0,2132004.0,3954960.0,587665.3125,1739070.125
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,10827872.0,3499998.75,3767726.0,1308741.25,2251406.0
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,14384848.0,4746148.5,7840198.0,488392.625,1310108.25
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,22556780.0,5629960.0,10069962.0,2764236.0,4092619.5
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,38412408.0,16714698.0,12127755.0,3761426.75,5808529.0
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,63178972.0,26040532.0,27669436.0,2821041.0,6647959.5
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,38684424.0,9406886.0,20790688.0,2146573.25,6340278.0
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,93337544.0,23103656.0,49451016.0,6316923.5,14465940.0
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,111822728.0,30230528.0,56853712.0,7228476.0,17510008.0
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,164263584.0,42991304.0,77859944.0,15747695.0,27664632.0
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,256244832.0,93557472.0,106603808.0,15416451.0,40667088.0
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,415456960.0,67619144.0,185842784.0,58641060.0,103353976.0
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,619406080.0,129535056.0,190807888.0,102069136.0,196994016.0
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,858269440.0,159395984.0,394159168.0,98562640.0,206151584.0
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,1156083712.0,327910912.0,551538112.0,88152736.0,188481984.0
