,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,-0.31886470694983476,-0.3833431733165313,-0.25438624058313825,0.31886470694983476,0.2543862405831382,0.3833431733165313,0.607083511143597,0.392938938987589,0.821228083299605,0.9658982391802148,0.8620075704497836,1.069788907910646
41,0.9080449696290195,0.13995994787469493,0.029347535605789243,-0.2905711039057722,0.5647602995853026,0.3092525000301673,0.15198593833189938,0.6319947500405856,0.8519352119664442,0.610750062630976,0.8769573628982734,0.8958730616893075,0.12398279294085837,1.0038763567521818
42,0.9678924784861273,0.14605760406878063,0.10984818494581673,-0.23933047302772203,0.19165379390170859,0.1995864253174398,0.1576036948495023,0.24243150861602777,0.9191235724268167,0.8280534345393149,0.9534250844144738,0.8234738446047382,0.7989436370119161,1.159876913987935
43,1.0390037466243902,0.15314484920464314,0.10014259272914715,-0.21160491192017952,0.6942049274821028,0.24588622694671428,0.15913720360185535,0.6942049274821028,-0.638021309379743,-0.855583978519933,0.3505015738955099,-0.600971382573434,-1.3686596412696834,0.0686026035816048
