,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,-0.11930243382211049,-0.22229168450343958,0.03792532687455897,0.1550746538151096,0.052396783239276365,0.22229168450343958,0.9089098749246283,0.7591820484751169,0.959494978640337,1.0001523409183375,0.87865445885187,1.096478296805973
41,0.9080449696290195,0.13995994787469493,0.052911970785705344,-0.34042822758456137,0.14996009177307518,0.09448581104689717,0.047018657622934855,0.5229067502923737,0.8018384875161614,0.17411999468607287,0.9494185427665537,0.5738138270428084,0.09641084998700884,1.1792971324283041
42,0.9678924784861273,0.14605760406878063,0.29569589235454574,0.018099218314609977,0.5732925663944815,0.40823040299990554,0.20715719619881445,0.6093036098009966,0.8680831122202303,0.7883133565166611,0.9478528679237994,0.9457640095076418,0.8383107601355184,1.0532172588797653
43,1.0390037466243902,0.15314484920464314,-0.0529313269583251,-0.48947077306740017,0.09566360285909101,0.1603915624582926,0.04892918188892527,0.5093134676249104,0.8359901992726493,-0.9298708540121066,0.8927035196050279,0.3548821953123484,-0.5655669367303702,0.7643087396979364
