,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,0.4371292835181144,0.4371292835181144,0.4371292835181144,0.4371292835181144,0.4371292835181144,0.4371292835181144,0.5430776887985546,0.5430776887985546,0.5430776887985546,1.1995911911140102,1.1995911911140102,1.1995911911140102
41,0.9080449696290195,0.13995994787469493,-1.263465125697039,-2.053034911788459,-0.4738953396056189,1.263465125697039,0.47389533960561886,2.053034911788459,0.593430000003998,0.3738983212976764,0.8129616787103195,0.5437840329821138,0.19410889235727244,0.8934591736069551
42,0.9678924784861273,0.14605760406878063,-0.05375919316820436,-0.2916212675342301,-0.005879100263778759,0.05375919316820436,0.03005241452323513,0.2916212675342302,0.7814040315251818,0.016567007970705566,0.8780894384964534,0.8318147991350159,-0.0339833729505528,0.912313865244977
43,1.0390037466243902,0.15314484920464314,0.2747540805667111,-0.05438998787187571,0.7431777685716434,0.2747540805667111,0.04452914308501335,0.7431777685716434,0.7810402755705422,0.5525653305072507,0.7981935179014645,0.8077229383335403,0.12189189044524996,1.010137400370561
