CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
0.25,130.4106,3249.2372,27.4131,2122.7654,390.4515,708.6073
0.75,199.0683,2094.7121,27.2569,1236.2483,321.1962,510.0107
1.25,109.8679,1148.3111,27.3036,634.8247,234.0901,252.0927
1.75,79.4612,741.2022,27.514,398.0199,165.3693,150.299
2.25,71.2456,551.8574,28.311,278.4001,136.3472,108.7991
2.75,68.992,420.1362,28.4999,197.692,117.6327,76.3116
3.25,68.9456,322.4813,28.2279,141.7519,95.9399,56.5617
3.75,64.5485,256.5494,28.627,103.8092,79.7379,44.3753
4.25,59.2034,215.5802,28.7743,78.9963,70.4258,37.3838
4.75,58.724,179.1452,28.4537,61.918,57.1101,31.6635
5.25,54.1968,150.5086,29.7156,50.0813,44.2568,26.4549
5.75,48.9883,129.2266,30.753,39.6261,36.7715,22.076
6.25,45.0022,113.4286,32.132,30.268,32.1378,18.8908
6.75,40.3903,101.5355,33.2562,21.5831,30.3738,16.3225
7.25,40.1778,90.3469,36.2558,12.4603,26.7217,14.9091
7.75,39.0811,80.2158,41.3638,1.9838,23.2918,13.5764
8.25,39.5359,71.7579,38.7995,0.0,20.5771,12.3813
8.75,41.079,65.1691,35.4153,0.0,19.1558,10.598
9.25,44.1328,58.7904,31.9936,0.0,17.1569,9.6399
9.75,46.4974,52.4584,29.3322,0.0,14.5875,8.5388
10.25,42.9882,45.8891,26.0799,0.0,12.2569,7.5522
10.75,39.2366,40.2438,23.9741,0.0,9.505,6.7647
11.25,35.1328,34.5451,21.1431,0.0,7.5367,5.8653
11.75,33.3887,30.223,19.2971,0.0,6.1827,4.7432
12.25,32.7616,26.5452,17.3169,0.0,5.1175,4.1108
12.75,31.3461,24.0067,15.9266,0.0,4.4567,3.6234
13.25,29.4727,21.6555,14.6364,0.0,3.7229,3.2962
13.75,25.9728,19.6456,13.5628,0.0,3.0228,3.06
14.25,22.7221,17.5938,12.5901,0.0,2.3382,2.6655
14.75,20.4475,16.0207,11.5954,0.0,1.9686,2.4567
15.25,18.6159,14.6446,10.6629,0.0,1.638,2.3437
15.75,16.4849,13.4453,9.9451,0.0,1.3971,2.1031
16.25,14.7077,12.3818,9.2961,0.0,1.1351,1.9506
16.75,14.8133,11.5567,8.6591,0.0,0.9764,1.9212
17.25,14.791,10.7653,8.168,0.0,0.8296,1.7677
17.75,14.4946,9.98,7.7452,0.0,0.7482,1.4866
18.25,13.6002,9.3455,7.2093,0.0,0.7,1.4363
18.75,12.6492,8.5935,6.7256,0.0,0.574,1.2938
19.25,12.0332,8.0109,6.2586,0.0,0.4996,1.2528
19.75,10.8845,7.413,5.8338,0.0,0.4431,1.1361
20.25,9.6544,7.1327,5.6318,0.0,0.4045,1.0963
20.75,8.5641,6.5414,5.1501,0.0,0.3378,1.0535
21.25,8.2851,6.205,4.9303,0.0,0.3004,0.9743
21.75,7.9367,5.8682,4.6573,0.0,0.2868,0.9242
22.25,7.7526,5.4143,4.3187,0.0,0.2442,0.8515
22.75,7.4636,5.0019,3.9732,0.0,0.2175,0.8112
23.25,7.0369,4.6246,3.707,0.0,0.2061,0.7115
23.75,6.7911,4.3604,3.4126,0.0,0.1928,0.755
24.25,6.7528,3.9849,3.1538,0.0,0.1747,0.6564
24.75,6.3628,3.7674,3.0032,0.0,0.1525,0.6118
25.25,5.8851,3.5038,2.8136,0.0,0.1498,0.5403
25.75,5.5181,3.3518,2.7036,0.0,0.1348,0.5134
26.25,5.2389,3.1157,2.5079,0.0,0.1367,0.4711
26.75,4.8181,2.8928,2.318,0.0,0.115,0.4598
27.25,4.5851,2.7795,2.2289,0.0,0.1174,0.4332
27.75,4.4647,2.546,2.0482,0.0,0.1067,0.3911
28.25,4.3766,2.5343,2.0706,0.0,0.1001,0.3635
28.75,4.3606,2.4489,1.9849,0.0,0.1008,0.3632
29.25,4.3192,2.2762,1.8684,0.0,0.0843,0.3235
29.75,4.3475,2.1582,1.7677,0.0,0.0811,0.3095
30.25,4.2333,2.103,1.7123,0.0,0.0784,0.3123
30.75,4.1317,1.9772,1.6039,0.0,0.0748,0.2985
31.25,4.0346,1.826,1.4805,0.0,0.0736,0.2719
31.75,3.8858,1.7827,1.4334,0.0,0.0779,0.2713
32.25,3.6548,1.7286,1.3976,0.0,0.0637,0.2672
32.75,3.5408,1.6688,1.3592,0.0,0.0621,0.2475
33.25,3.5978,1.6405,1.3232,0.0,0.0704,0.2469
33.75,3.5196,1.5627,1.2459,0.0,0.0703,0.2465
34.25,3.491,1.5374,1.2359,0.0,0.0613,0.2402
34.75,3.4179,1.4931,1.1915,0.0,0.0642,0.2373
35.25,3.2873,1.4995,1.1997,0.0,0.0621,0.2377
35.75,3.2118,1.4534,1.1564,0.0,0.0613,0.2356
36.25,3.1174,1.405,1.1259,0.0,0.0574,0.2217
36.75,2.9796,1.3486,1.0809,0.0,0.0586,0.2091
37.25,2.9508,1.3221,1.0846,0.0,0.0464,0.1912
37.75,2.8287,1.3048,1.0624,0.0,0.0496,0.1929
38.25,2.7169,1.2635,1.0401,0.0,0.0419,0.1815
38.75,2.6208,1.2266,0.9988,0.0,0.0432,0.1846
39.25,2.5718,1.1781,0.9698,0.0,0.0387,0.1696
39.75,2.4803,1.1372,0.9453,0.0,0.0368,0.1552
40.25,2.4079,1.1088,0.9191,0.0,0.0376,0.1521
40.75,2.342,1.026,0.8532,0.0,0.033,0.1398
41.25,2.249,1.0271,0.8581,0.0,0.0307,0.1383
41.75,2.2571,0.9968,0.8436,0.0,0.0268,0.1265
42.25,2.1542,0.966,0.8212,0.0,0.0305,0.1143
42.75,2.1472,0.9061,0.7752,0.0,0.0262,0.1046
43.25,2.0604,0.9061,0.7705,0.0,0.0288,0.1069
43.75,1.991,0.8924,0.7673,0.0,0.0271,0.0981
44.25,1.9175,0.8421,0.7267,0.0,0.029,0.0864
44.75,1.8716,0.8251,0.7087,0.0,0.0284,0.088
45.25,1.7968,0.796,0.6828,0.0,0.031,0.0822
45.75,1.7862,0.7647,0.6566,0.0,0.0242,0.0839
46.25,1.7211,0.7473,0.6388,0.0,0.0276,0.0809
46.75,1.6951,0.7061,0.6065,0.0,0.0245,0.0751
