,GravPotential_(km/s)^2,SphericalRadius_ckpc
0,-283542.9667749357,0.0
1,-258688.76727412947,1.0
2,-236669.67264734168,2.0
3,-220124.73257525306,3.0
4,-207177.76660741985,4.0
5,-196690.87700987048,5.0
6,-188004.85064138172,6.0
7,-180391.12688152678,7.0
8,-173743.8560100472,8.0
9,-167771.1941455792,9.0
10,-162288.72329627295,10.0
11,-157292.89404130093,11.0
12,-152673.062955,12.0
13,-148461.66398426503,13.0
14,-144528.87607494928,14.0
15,-140899.5526208067,15.0
16,-137548.65089044016,16.0
17,-134427.59413093724,17.0
18,-131473.82455577524,18.0
19,-128697.81099800508,19.0
20,-126105.49891643952,20.0
21,-123635.92708069854,21.0
22,-121296.35942977047,22.0
23,-119104.11394722483,23.0
24,-117023.22213944809,24.0
25,-115057.36213025021,25.0
26,-113152.95044575275,26.0
27,-111335.00319791667,27.0
28,-109627.18143711066,28.0
29,-107973.64907556704,29.0
30,-106402.68278093002,30.0
31,-104896.00421581275,31.0
32,-103414.9884054693,32.0
33,-102029.56589276496,33.0
34,-100678.51659260817,34.0
35,-99382.57371367437,35.0
36,-98124.83769319399,36.0
37,-96926.86919502214,37.0
38,-95750.78916044354,38.0
39,-94607.51186724287,39.0
40,-93523.90390310885,40.0
41,-92450.3814631813,41.0
42,-91436.21511832498,42.0
43,-90432.55456164638,43.0
44,-89457.37532657197,44.0
45,-88492.53768556824,45.0
46,-87564.96996069701,46.0
47,-86638.22276133242,47.0
48,-85774.53189391612,48.0
49,-84896.0020175719,49.0
50,-84044.31971600091,50.0
51,-83221.76487912054,51.0
52,-82417.81970554338,52.0
53,-81643.21647616412,53.0
54,-80863.68073797139,54.0
55,-80113.50933137813,55.0
56,-79381.45485542044,56.0
57,-78669.30323522042,57.0
58,-77941.60073842022,58.0
59,-77254.60314331476,59.0
60,-76558.08156912544,60.0
61,-75886.03303843438,61.0
62,-75230.78265763076,62.0
63,-74585.27935663787,63.0
64,-73965.5765359667,64.0
65,-73365.2564296912,65.0
66,-72742.15949329121,66.0
67,-72155.23434778134,67.0
68,-71550.47919985969,68.0
69,-70980.44317399396,69.0
70,-70399.04725196947,70.0
71,-69843.54678528116,71.0
72,-69311.30908901856,72.0
73,-68758.06006008832,73.0
74,-68239.51430818455,74.0
75,-67730.26673134795,75.0
76,-67227.35116504208,76.0
77,-66727.55442319202,77.0
78,-66229.85661212375,78.0
79,-65752.62087637228,79.0
80,-65280.247474259915,80.0
81,-64809.30703733641,81.0
82,-64328.86423001576,82.0
83,-63861.17556717512,83.0
84,-63416.23975454231,84.0
85,-62993.53928207535,85.0
86,-62536.58381063041,86.0
87,-62129.04189060206,87.0
88,-61706.74217766353,88.0
89,-61293.729337783276,89.0
90,-60879.87280552406,90.0
91,-60471.97242492275,91.0
92,-60116.591728278436,92.0
93,-59698.22742670648,93.0
94,-59328.08871450094,94.0
95,-58955.26205739531,95.0
96,-58587.11674496138,96.0
97,-58251.59171916686,97.0
98,-57914.31622841586,98.0
99,-57567.97969143802,99.0
100,-57241.650386808986,100.0
101,-56930.207094595775,101.0
102,-56627.30827953731,102.0
103,-56386.163294637925,103.0
104,-56123.16730734289,104.0
105,-55701.743897628076,105.0
106,-55278.96507457973,106.0
107,-54907.276699208946,107.0
108,-54570.82642914384,108.0
109,-54192.422751405065,109.0
110,-53878.80193695051,110.0
111,-53563.66208622949,111.0
112,-53240.184974532334,112.0
113,-52882.21225647834,113.0
114,-52561.37427105892,114.0
115,-52249.92725810637,115.0
116,-51947.458268556686,116.0
117,-51674.801711885666,117.0
118,-51380.48512913831,118.0
119,-51097.38206228267,119.0
120,-50754.09223411823,120.0
121,-50490.40563915964,121.0
122,-50230.79911365334,122.0
123,-49948.34217002958,123.0
124,-49694.72993206266,124.0
125,-49418.60896081561,125.0
126,-49145.73400524045,126.0
127,-48861.818944864805,127.0
128,-48637.736567608095,128.0
129,-48381.31520852874,129.0
130,-48109.731294311976,130.0
131,-47855.71221704994,131.0
132,-47635.78208571976,132.0
133,-47398.96675736459,133.0
134,-47159.53952362624,134.0
135,-46898.72080570704,135.0
136,-46678.68820212465,136.0
137,-46457.70199861025,137.0
138,-46225.55747433704,138.0
139,-46021.6708178556,139.0
140,-45772.055742116114,140.0
141,-45578.926374424074,141.0
142,-45355.841767156344,142.0
143,-45136.61451946454,143.0
144,-44916.6308550955,144.0
145,-44687.76999741883,145.0
146,-44523.811042798916,146.0
147,-44316.0639067184,147.0
148,-44109.7620022836,148.0
149,-43896.912935198,149.0
150,-43715.23877113775,150.0
151,-43488.62335171331,151.0
152,-43272.47359461026,152.0
153,-43028.92838578997,153.0
154,-42841.49712387609,154.0
155,-42677.832982460604,155.0
156,-42506.36307325389,156.0
157,-42324.02452231842,157.0
158,-42156.890478108646,158.0
159,-42001.45454634003,159.0
160,-41840.08440041355,160.0
161,-41649.95390465533,161.0
162,-41414.67494615507,162.0
163,-41218.29291073275,163.0
164,-41119.62323742826,164.0
165,-40934.868808395266,165.0
166,-40763.18061154348,166.0
167,-40594.80447982688,167.0
168,-40369.16119975654,168.0
169,-40260.87437420701,169.0
170,-40085.03571681625,170.0
171,-39937.05022473411,171.0
172,-39745.176989456195,172.0
173,-39667.550283640856,173.0
174,-39538.86475555375,174.0
175,-39309.76561584587,175.0
176,-39128.34960993076,176.0
177,-38943.99406994799,177.0
178,-38754.58414626928,178.0
179,-38598.58515836721,179.0
180,-38485.51035738761,180.0
181,-38318.83410570937,181.0
182,-38233.26615799113,182.0
183,-38085.349787784624,183.0
184,-37901.86324737254,184.0
185,-37737.7247550656,185.0
186,-37548.39068505216,186.0
187,-37421.21941230163,187.0
188,-37283.70902239854,188.0
189,-37126.3323442856,189.0
190,-36962.61942911836,190.0
191,-36843.171678425584,191.0
192,-36690.66156381799,192.0
193,-36574.35436156677,193.0
194,-36431.98473319693,194.0
195,-36287.267513403596,195.0
196,-36151.02559714982,196.0
197,-36061.861937000904,197.0
198,-35900.13322999429,198.0
199,-35805.34375356657,199.0
200,-35660.2212678114,200.0
201,-35516.5156888309,201.0
202,-35391.79642121483,202.0
203,-35260.80780630644,203.0
204,-35191.8300278941,204.0
205,-35138.089391716705,205.0
206,-34961.719300166595,206.0
207,-34775.04673927578,207.0
208,-34659.07939142265,208.0
209,-34523.17879857038,209.0
210,-34377.14792888076,210.0
211,-34243.447529725214,211.0
212,-34100.9854021061,212.0
213,-33979.229649799374,213.0
214,-33824.22794760318,214.0
215,-33707.12941317824,215.0
216,-33610.37549479615,216.0
217,-33480.62782300561,217.0
218,-33351.50429616144,218.0
219,-33268.91003997837,219.0
220,-33125.50851179878,220.0
221,-33017.375833632665,221.0
222,-32928.34148036859,222.0
223,-32846.59037847207,223.0
224,-32723.79567034252,224.0
225,-32618.766033087835,225.0
226,-32525.837016325655,226.0
227,-32350.928336565215,227.0
228,-32263.60829116328,228.0
229,-32159.40028522385,229.0
230,-32139.04577794691,230.0
231,-32079.682605104048,231.0
232,-31920.842890043157,232.0
233,-31759.149350710297,233.0
234,-31657.66607494002,234.0
235,-31530.94054619025,235.0
236,-31399.22988143895,236.0
237,-31296.24824098015,237.0
238,-31134.552984007696,238.0
239,-31056.298331680995,239.0
240,-30941.179959435096,240.0
241,-30832.494188543424,241.0
242,-30716.595894575305,242.0
243,-30675.51162903779,243.0
244,-30527.703159677996,244.0
245,-30399.435711378035,245.0
246,-30315.63605229693,246.0
247,-30199.02981146518,247.0
248,-30132.21906292206,248.0
249,-30044.258470512363,249.0
250,-29983.758522030697,250.0
251,-29849.195415417504,251.0
252,-29732.19836868115,252.0
253,-29657.333330613408,253.0
254,-29552.445403886522,254.0
255,-29485.58653857313,255.0
256,-29368.999753350803,256.0
257,-29267.06179551179,257.0
258,-29202.94112288665,258.0
259,-29181.49832729646,259.0
260,-29119.83540526781,260.0
261,-28937.311136040807,261.0
262,-28907.010768568038,262.0
263,-28755.899946364705,263.0
264,-28658.95134381182,264.0
265,-28596.986774015273,265.0
266,-28541.644798488862,266.0
267,-28440.64538047633,267.0
268,-28397.75889002632,268.0
269,-28332.545525634017,269.0
270,-28290.469024349946,270.0
271,-28321.03833587804,271.0
272,-28343.532995452442,272.0
273,-28576.21415865774,273.0
274,-28676.285763337743,274.0
275,-28264.145700829737,275.0
276,-27986.80713596278,276.0
277,-27751.284182950996,277.0
278,-27572.555867007104,278.0
279,-27423.03402711931,279.0
280,-27263.195233137594,280.0
281,-27199.061566713885,281.0
282,-27065.853968046602,282.0
283,-27015.953937724385,283.0
284,-26914.248243757433,284.0
285,-26881.81067061377,285.0
286,-26737.27295205784,286.0
287,-26649.241495697854,287.0
288,-26513.655581980664,288.0
289,-26450.46809774822,289.0
290,-26372.21401097638,290.0
291,-26354.144861417375,291.0
292,-26268.80871494925,292.0
293,-26212.50220334986,293.0
294,-26127.516668188906,294.0
295,-25998.27819315039,295.0
296,-25797.88205338716,296.0
297,-25801.750255017956,297.0
298,-25747.363831703846,298.0
299,-25632.485168783423,299.0
300,-25578.64147796674,300.0
301,-25519.942100276538,301.0
302,-25431.849293139603,302.0
303,-25384.452250794733,303.0
304,-25257.489106822104,304.0
305,-25215.79815866043,305.0
306,-25204.487518023863,306.0
307,-25138.808083406366,307.0
308,-25046.805479464492,308.0
309,-24929.66263590785,309.0
310,-24815.08028139717,310.0
311,-24698.389693000812,311.0
312,-24733.257455479114,312.0
313,-24639.696485027613,313.0
314,-24605.688013541003,314.0
315,-24484.23935857327,315.0
316,-24427.239785619528,316.0
317,-24301.625093364495,317.0
318,-24268.227043030754,318.0
319,-24255.66361783348,319.0
320,-24205.833508088566,320.0
321,-24107.252147222054,321.0
322,-24102.767619591406,322.0
323,-24081.807958524136,323.0
324,-23982.94930072073,324.0
325,-23962.940912125734,325.0
326,-23898.60043091094,326.0
327,-24003.929172593827,327.0
328,-23939.036233694744,328.0
329,-23838.643101030324,329.0
330,-23728.937694077627,330.0
331,-23663.787898822597,331.0
332,-23541.481545112165,332.0
333,-23551.35695765689,333.0
334,-23484.86559400612,334.0
335,-23418.169961149582,335.0
336,-23263.542175366594,336.0
337,-23092.47876916598,337.0
338,-23010.083457509674,338.0
339,-22981.66603283143,339.0
340,-22895.6999498209,340.0
341,-22907.362857124986,341.0
342,-22833.111334043562,342.0
343,-22732.549436361798,343.0
344,-22631.6636423593,344.0
345,-22585.602338685647,345.0
346,-22489.798432465508,346.0
347,-22434.25558170284,347.0
348,-22406.114851897197,348.0
349,-22332.39912883949,349.0
