SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,471988.0,471988.0,420278.0
36,0.641,380628.0,225056.0,0.0
37,0.689,268128.0,110936.0,110936.0
38,0.734,395580.0,45256.0,0.0
39,0.788,50592.0,0.0,0.0
40,0.846,89000.0,0.0,0.0
41,0.908,461232.0,0.0,0.0
42,0.968,205504.0,0.0,0.0
43,1.039,71552.0,0.0,0.0
44,1.115,168496.0,0.0,0.0
45,1.197,51808.0,0.0,0.0
46,1.285,684448.0,36704.0,0.0
47,1.37,427722.0,48062.0,0.0
48,1.47,57374.0,0.0,0.0
49,1.578,1573112.0,948544.0,153628.0
50,1.693,2541928.0,371332.0,0.0
51,1.817,26487784.0,4013308.0,0.0
52,1.949,1482528.0,490112.0,355024.0
53,2.091,9841504.0,184320.0,54128.0
54,2.244,10404704.0,767696.0,521696.0
55,2.39,61132112.0,874544.0,257424.0
56,2.545,65245664.0,55832256.0,8913760.0
57,2.691,95833984.0,86601216.0,13857248.0
58,2.846,118072096.0,96169536.0,1343584.0
59,2.988,930002944.0,33315840.0,33196800.0
60,3.137,905039040.0,865077952.0,409809728.0
61,3.293,1359296.0,764064.0,102496.0
62,3.456,2521408.0,404352.0,0.0
63,3.602,44740352.0,322784.0,0.0
64,3.754,49363840.0,476544.0,138176.0
65,3.911,67190720.0,1610624.0,1456448.0
66,4.047,236089664.0,1876608.0,745408.0
67,4.217,287560768.0,94721664.0,148160.0
68,4.362,373862912.0,191804928.0,152287168.0
69,4.513,1252874880.0,160459264.0,121678336.0
70,4.668,1281189504.0,609763968.0,229579136.0
71,4.827,1758054400.0,1122870912.0,1100074496.0
72,4.992,1812669440.0,1140210432.0,813812736.0
73,5.127,2734473472.0,956388096.0,266711808.0
74,5.301,2801933824.0,828311552.0,800636416.0
75,5.444,2690342400.0,1146123264.0,580240896.0
76,5.59,2594755072.0,991688704.0,651746816.0
77,5.739,2516201984.0,1141659648.0,636294144.0
78,5.93,2461222912.0,646066176.0,151931392.0
79,6.087,2374756352.0,86524928.0,62729216.0
80,6.207,2400739328.0,66642944.0,6767616.0
81,6.37,2521947136.0,329816064.0,4300800.0
82,6.537,2303776768.0,329197568.0,3502080.0
83,6.707,2504278016.0,339384320.0,2352128.0
84,6.836,3266683904.0,353466368.0,3926016.0
85,7.013,3514856448.0,890899456.0,2012160.0
86,7.147,3636620288.0,1965669376.0,14014464.0
87,7.33,3635709952.0,1854160896.0,968807424.0
88,7.469,3884943360.0,2026066944.0,896327680.0
89,7.658,4949749760.0,3355825152.0,853132288.0
90,7.802,4883765248.0,2361942016.0,2173280256.0
91,7.948,4061999104.0,2731601920.0,1252304896.0
92,8.096,4213823488.0,2830622720.0,2815578112.0
93,8.296,4109209600.0,2782758912.0,1654353920.0
94,8.449,4247324672.0,3524941824.0,1250168832.0
95,8.603,3823433728.0,1891471360.0,1003290624.0
96,8.76,2986917888.0,1198917632.0,1077039104.0
97,8.919,2340788224.0,596774912.0,593956864.0
98,9.079,2253023232.0,552036352.0,547213312.0
99,9.242,2171189248.0,481603584.0,426330112.0
100,9.407,2062446592.0,368123904.0,321955840.0
101,9.573,1942767616.0,204613632.0,201854976.0
102,9.742,1893582848.0,180176896.0,114475008.0
103,9.855,1893310464.0,1472741376.0,121182208.0
104,10.026,1728147456.0,1601839104.0,302415872.0
105,10.2,737472512.0,636667904.0,588331008.0
106,10.375,823232512.0,713390080.0,638904320.0
107,10.552,1077493760.0,532078592.0,400566272.0
108,10.671,23323463680.0,530108416.0,434847744.0
109,10.852,24624504832.0,611971072.0,386338816.0
110,11.034,24779862016.0,22337126400.0,180760576.0
111,11.156,22662766592.0,22529302528.0,20340375552.0
112,11.341,12226592768.0,12166983680.0,12016365568.0
113,11.527,17211547648.0,17119686656.0,17004748800.0
114,11.652,21447151616.0,21305561088.0,21228589056.0
115,11.842,5002952704.0,4893286400.0,4486758400.0
116,11.969,608911360.0,307339264.0,29786112.0
117,12.161,562929664.0,237240320.0,35766272.0
118,12.355,427352064.0,166117376.0,88375296.0
119,12.485,347848704.0,80281600.0,45948928.0
120,12.681,315957248.0,63422464.0,59744256.0
121,12.812,307142656.0,58327040.0,20889600.0
122,13.011,287686656.0,52101120.0,7749632.0
123,13.145,272842752.0,50094080.0,7864320.0
124,13.346,242008064.0,135774208.0,442368.0
125,13.481,241000448.0,140230656.0,851968.0
126,13.684,228704256.0,138207232.0,12976128.0
127,13.821,226656256.0,137502720.0,17694720.0
