,TimeBinCenters_Gyr,StellarAgeDist_All,StellarAgeDist_All_InSitu,StellarAgeDist_H,StellarAgeDist_H_InSitu,StellarAgeDist_B,StellarAgeDist_B_InSitu,StellarAgeDist_CD,StellarAgeDist_CD_InSitu,StellarAgeDist_WD,StellarAgeDist_WD_InSitu
0,0.25,0.03993117738670402,0.03993117738670402,0.0003698258622421492,0.0003698258622421492,0.005326085162341057,0.005326085162341057,0.19432620653486357,0.19432620653486357,0.02111695642989308,0.02111695642989308
1,0.75,0.04197852189685806,0.041972773413352225,0.0007624804814128261,0.0007506095278099917,0.005392111011460987,0.005392111011460987,0.18895244600017075,0.18895244600017075,0.0373523505562385,0.0373523505562385
2,1.25,0.04953910428014394,0.04947100686015178,0.0015203952114399466,0.0013825095195916391,0.00961226320104321,0.00961226320104321,0.2036418631313193,0.20363942383920186,0.059525536577358,0.059520446314267755
3,1.75,0.04710970671237153,0.04649859869659769,0.007135356265580627,0.0063217393686478985,0.04396496228273369,0.04334046779314101,0.12132795062872755,0.1210840214169848,0.08399697638372439,0.08357957481032408
4,2.25,0.09267484012582988,0.07458922663440441,0.07671923368428743,0.06498525262302417,0.1718625341821323,0.12476959729734191,0.047778414704052884,0.040155626837091875,0.11073103813370594,0.09086119616092357
5,2.75,0.051443178893691086,0.034770807962622476,0.0684753129822575,0.04828099460328186,0.03656456502720815,0.01876784761234023,0.018936224707589856,0.012706272639679965,0.051653444708289746,0.034942110983006154
6,3.25,0.04755189775128169,0.03070043944945447,0.056345024700714993,0.03706568289943476,0.04766516091049646,0.027554787699384308,0.018743520630313083,0.012101328194557939,0.05299727416411517,0.03527552321541739
7,3.75,0.04222526449656992,0.027334039070231433,0.05048807882313192,0.035282300408178174,0.04269946684126836,0.018646800222287024,0.01632374284982498,0.01055481699210889,0.045781826233688885,0.03072482801273584
8,4.25,0.04667635949423958,0.02999912446174296,0.060383888376510125,0.040098254969820384,0.03806940417173323,0.01985452304577242,0.01629447134441585,0.010384066543888964,0.048133527781383384,0.031702158526063416
9,4.75,0.052593317785896404,0.04207580392541829,0.06626822876240743,0.053536174448228946,0.046526215013177656,0.03429767754075721,0.019502140478833044,0.015767584247051505,0.0546185229583591,0.04477904440491007
10,5.25,0.05597033075005328,0.032609378164429624,0.06701701198966314,0.040189569997534494,0.06305468590953359,0.0315796134186534,0.019865595004329745,0.011554926760254174,0.05629830977814088,0.034402543095439886
11,5.75,0.054848492084338216,0.0320902458847491,0.06582900347910256,0.03648857192428158,0.06592405926920389,0.042509642525048554,0.018816699393835908,0.011515898086375334,0.05159236155120677,0.03165889128979631
12,6.25,0.04772391006541774,0.027957086244055847,0.06005972002812503,0.03404406863237483,0.05119754383841274,0.033414581808778133,0.01560659096730129,0.008854630386261907,0.043638825472694556,0.025873807287729665
