,Time_Gyr,ExpansionFactor,zPositionAbsMedian_kpc
0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,1.949231863937383,0.23347940267290615,0.4218053625325144
53,2.0913186379114133,0.24480867081657914,0.38293292915028665
54,2.243523728229641,0.2566876761756205,0.4476660942475462
55,2.38970908764874,0.2678708269437177,0.6344031932396343
56,2.545136331266385,0.27954119573086944,0.7118897843890573
57,2.6914781240414243,0.29034101878914165,0.6633379210263003
58,2.845920886458248,0.30155808331261197,0.5910779671206944
59,2.988012615874371,0.3117279402557108,0.5602426936113557
60,3.1368772698499368,0.32224076923625916,0.5262368325272135
61,3.29278934427696,0.3331081367707903,0.5075415428712888
62,3.4560273421127374,0.344341999449342,0.5081430156558959
63,3.6019897617620327,0.3542720825792927,0.4842951436140699
64,3.7537195774394347,0.3644885279628326,0.5381108490620263
65,3.911395417791096,0.3749995936718436,0.5487695307111184
66,4.047462659359281,0.3839899945738943,0.5679634644396236
67,4.216501575170758,0.395063440663206,0.5702299234053851
68,4.362284942489244,0.40453486082803386,0.5860602676096998
69,4.51264561130662,0.41423335287728646,0.5739059894586288
70,4.667681813768118,0.42416436072959446,0.6019954919327188
71,4.827489579195381,0.4343334588184266,0.5890827463112853
72,4.992162284945694,0.4447463552211064,0.6177687608563185
73,5.127463975584815,0.45325613023749545,0.60428976053098
74,5.301118608921481,0.46412268687092223,0.5986083120837046
75,5.443716379840261,0.4730032085410998,0.5804487144250253
76,5.589624137566063,0.4820536500780824,0.5755702614226182
77,5.738880497072539,0.4912772627279358,0.5892667101216095
78,5.930215178562359,0.5030553542792862,0.5647196329583883
79,6.087135431528504,0.5126808134549512,0.5789980661281673
80,6.207093384097111,0.5200205801199638,0.5734210626935061
81,6.370083836372647,0.5299706518603222,0.5609909901787462
82,6.536579634205232,0.5401111082343341,0.5507531334185986
83,6.706603691236406,0.5504455920608321,0.5647562053389272
84,6.836449148310662,0.5583260161014446,0.5292087052222235
85,7.012693145756433,0.5690090239036288,0.5267015484524433
86,7.147221247683246,0.5771552102951079,0.5254619500610942
87,7.329727457563047,0.5881984958251407,0.5221611757993624
88,7.468962790806977,0.596619407235837,0.5213569019486596
89,7.657754221443944,0.6080351206337894,0.5357074826995636
90,7.80170653839661,0.616740021992414,0.538243471368501
91,7.947679589081643,0.6255695465925124,0.5257169446385963
92,8.095671082722221,0.6345254785958663,0.5265591419508631
93,8.296126559325902,0.6466664866145445,0.523172367386505
94,8.448811765562718,0.6559244517992534,0.5318167825540867
95,8.60349865622863,0.6653149581332802,0.5084976269898791
96,8.760179450310375,0.6748399031346985,0.5260880530987847
97,8.918845098217659,0.684501211487295,0.5336374985277472
98,9.079485288786328,0.6943008354294861,0.5292686432631605
99,9.242088459951992,0.7042407551488017,0.5267175313631223
100,9.406641813093389,0.7143229791820179,0.5135616325658596
101,9.573131331020738,0.7245495448210172,0.5123131532085691
102,9.741541799560094,0.7349225185244588,0.5146240869778826
103,9.854874595547287,0.7419202059930923,0.5242630238347197
104,10.026449669104903,0.7525418658117033,0.5147932592240931
105,10.19989947196752,0.7633155900388464,0.5121127930831265
106,10.375204641492832,0.7742435556962617,0.49628584104998125
107,10.552344763553133,0.7853279709729014,0.5009913928990831
108,10.67144705609926,0.7928056023731169,0.5000274993064597
109,10.85159733936031,0.8041557601699713,0.49147034638811105
110,11.033523308792786,0.8156684118765909,0.4819848808762527
111,11.155782009390867,0.823434934850752,0.48331098532013467
112,11.340613907183545,0.8352235958012078,0.4690872213789149
113,11.527155884914245,0.8471810284677068,0.4719498951332711
114,11.652454415336605,0.8552476040823377,0.47584161233695305
115,11.841788296065106,0.8674917093619414,0.4744462742063502
116,11.968923189270404,0.8757516765159388,0.47125082951831815
117,12.160973462266846,0.8882893272206793,0.46153828613658376
118,12.354616159128053,0.9010064725120812,0.457662962256669
119,12.48458181323533,0.9095855560793044,0.4679732463837014
120,12.680814521632618,0.9226075876597282,0.4647440118657946
121,12.812479750823842,0.9313923498515226,0.4651885729122146
122,13.011220678541196,0.9447265771954694,0.4661048613883444
123,13.144530370226075,0.9537219490392906,0.45418465795589436
124,13.345696086314069,0.9673758568617342,0.4616759162463244
125,13.48059417811007,0.9765868876036025,0.45785078502707643
126,13.684100038722406,0.99056814006128,0.45236385002088536
127,13.82052979916365,0.9999999999999998,0.4514682316671448
