,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,
41,0.9080449696290195,0.13995994787469493,-0.1663102741201865,-0.6215205922042443,0.041276980479432665,0.2380008528783597,0.06712267071987124,0.6215205922042443,0.8387123480716498,0.6264789964181527,0.9589496659545934,0.8325081077682863,0.7711653309308885,1.0127540924984997
42,0.9678924784861273,0.14605760406878063,-0.4337319809848725,-0.9083201470634065,0.11076555357628004,0.44222638640583595,0.17910935147549217,0.9694046026452698,0.8551079735045675,0.40713208128311185,0.9624124348549203,0.5676762813223459,0.1310470793190257,0.8779166236779008
43,1.0390037466243902,0.15314484920464314,-0.29079424301617096,-0.8232237960438497,0.39611051804326053,0.5063748165626458,0.11810060650418158,0.8651900329630643,0.45176308643388297,-0.4893334281656929,0.8715627271101132,0.2053090155429419,-0.1427817483251295,0.9276120417748625
44,1.115309430693374,0.1605759932010687,-0.08042658548532247,-0.7377991614967724,0.45776804171424434,0.4217938754737117,0.08107036151486183,1.572834364387551,0.3303831704504554,-0.5623690562198782,0.7844679939917111,0.20500888458391636,-0.3016601847993169,0.9076584211117745
