,StellarMassFraction_0,StellarMassFraction_0_InSitu,StellarMassFraction_0_ExSitu,StellarMassFraction_0to0,StellarMassFraction_1to0,StellarMassFraction_2to0,StellarMassFraction_3to0,StellarMassFraction_1,StellarMassFraction_1_InSitu,StellarMassFraction_1_ExSitu,StellarMassFraction_0to1,StellarMassFraction_1to1,StellarMassFraction_2to1,StellarMassFraction_3to1,StellarMassFraction_2,StellarMassFraction_2_InSitu,StellarMassFraction_2_ExSitu,StellarMassFraction_0to2,StellarMassFraction_1to2,StellarMassFraction_2to2,StellarMassFraction_3to2,StellarMassFraction_3,StellarMassFraction_3_InSitu,StellarMassFraction_3_ExSitu,StellarMassFraction_0to3,StellarMassFraction_1to3,StellarMassFraction_2to3,StellarMassFraction_3to3,StellarAge_Gyr
0,0.0013781041,0.0013781043,0.0,0.00093266915,1.0123842e-05,0.00022115678,0.00021415445,0.025176708,0.025176708,0.0,3.3785327e-06,0.018833455,0.002338971,0.004000902,0.047533914,0.047533914,0.0,3.591326e-05,0.0014771101,0.04288287,0.0031380188,0.020667585,0.020667586,0.0,3.7741913e-05,0.0029614274,0.0044330796,0.013235336,0.14
1,0.001848595,0.0018444681,4.12695e-06,0.0009738232,3.25206e-05,0.0002943399,0.0005437844,0.021241939,0.021241937,0.0,1.0226111e-05,0.011247647,0.0038419163,0.0061421483,0.04910428,0.049104284,0.0,0.0001121799,0.0020541172,0.04108037,0.0058576176,0.021153256,0.02115034,2.9178707e-06,0.0002286877,0.0045901192,0.008402405,0.007929127,0.42000000000000004
2,0.0025065728,0.002488519,1.8053952e-05,0.0011801256,2.2517565e-05,0.00055096904,0.00073490664,0.01791004,0.017910043,0.0,7.0831766e-06,0.0087258,0.0036351925,0.0055419668,0.04851813,0.04851813,0.0,6.5845736e-05,0.0022082734,0.040041525,0.0062024854,0.02301146,0.022994654,1.6808364e-05,0.00014443474,0.004242382,0.010179969,0.0084278695,0.7000000000000001
3,0.0016519497,0.0016389332,1.3016479e-05,0.0007848286,1.0640588e-05,0.0002896743,0.00055378966,0.015695635,0.015695635,0.0,6.4542355e-06,0.0075234054,0.0032475705,0.004918204,0.036380768,0.036380768,0.0,3.505249e-05,0.0016604771,0.029727306,0.0049579325,0.01901089,0.018999884,1.1007058e-05,0.00015234726,0.003479112,0.008629528,0.0067388983,0.9800000000000001
4,0.002512595,0.0024586322,5.396295e-05,0.0011106323,5.9769547e-05,0.000387962,0.0009002682,0.02154993,0.021549929,0.0,7.925726e-06,0.011033921,0.003871874,0.006636209,0.036360506,0.036359195,1.3126017e-06,4.3577864e-05,0.0019646173,0.029262418,0.0050885794,0.022983933,0.022964463,1.9471474e-05,0.00013924036,0.00405693,0.010723069,0.008045222,1.2600000000000002
5,0.0019090348,0.0019090348,0.0,0.00091778924,2.6571684e-05,0.0002785419,0.00068613194,0.018829945,0.018829945,0.0,6.1178253e-06,0.0095444415,0.0034585476,0.0058208387,0.035150617,0.035150617,0.0,4.2841733e-05,0.0016550395,0.02972529,0.003727446,0.01892698,0.018924477,2.5020595e-06,0.00013633206,0.0036065453,0.008867672,0.0063139284,1.54
6,0.0023229562,0.002316318,6.6382663e-06,0.0008942985,4.149886e-06,0.0005550702,0.0008627994,0.019347098,0.019347098,0.0,3.146953e-06,0.009429089,0.003728651,0.0061862096,0.037552163,0.037552163,0.0,4.218515e-05,0.0020045151,0.030945946,0.0045595183,0.022199601,0.022181211,1.838858e-05,0.0001433566,0.0041011604,0.010153322,0.007783374,1.8200000000000003
7,0.00280365,0.0027797231,2.3927189e-05,0.0013590402,2.549943e-05,0.00047045003,0.00092473335,0.020534959,0.020534957,0.0,1.4970814e-05,0.010392528,0.003955049,0.0061724093,0.03446368,0.034461454,2.2261936e-06,3.8422466e-05,0.0019159577,0.027515072,0.004992001,0.022232948,0.022224044,8.904359e-06,0.00022676874,0.0041030752,0.010151837,0.0077423616,2.1
8,0.0026247925,0.0025937022,3.109051e-05,0.0013930008,2.7857444e-05,0.00044476287,0.0007280811,0.020299317,0.020299315,0.0,1.9786748e-06,0.008325159,0.0048166364,0.0071555427,0.029999346,0.029999346,0.0,5.0835875e-05,0.0019808412,0.023274198,0.0046934695,0.024086729,0.02408186,4.867633e-06,0.00012532042,0.0043319296,0.01106929,0.00855532,2.3800000000000003
9,0.004277595,0.004258013,1.9582136e-05,0.0025947401,6.1521714e-05,0.0005737852,0.0010279657,0.023870291,0.023870291,0.0,2.1611386e-05,0.012243117,0.00442346,0.007182102,0.034608662,0.034608662,0.0,5.6387315e-05,0.0013740766,0.029109238,0.0040689614,0.023596572,0.023594767,1.8060088e-06,0.00021970898,0.003559039,0.0124629745,0.007353045,2.66
