,[Fe/H]_Median,[Fe/H]_MAD,StellarAge_BinCenters_Gyr,[Fe/H]_Median_H,[Fe/H]_MAD_H,[Fe/H]_Median_B,[Fe/H]_MAD_B,[Fe/H]_Median_CD,[Fe/H]_MAD_CD,[Fe/H]_Median_WD,[Fe/H]_MAD_WD
0,0.260188,0.231867,0.5,-0.067931,0.096177,0.638615,0.074924,0.150987,0.136112,0.406809,0.222451
1,0.273108,0.204427,1.5,-0.120769,0.066356,0.586181,0.077353,0.159763,0.121464,0.362397,0.18488
2,0.274433,0.183153,2.5,-0.165165,0.059997,0.538244,0.083805,0.16633,0.11151,0.325905,0.165336
3,0.192901,0.204268,3.5,-0.215611,0.05904,0.533148,0.088363,0.096493,0.11097,0.2384,0.209379
4,0.167003,0.199529,4.5,-0.272698,0.064483,0.433589,0.09853,0.056905,0.130007,0.189024,0.189465
5,0.055461,0.218505,5.5,-0.344893,0.074619,0.373382,0.144319,-0.048494,0.128158,0.046967,0.205095
6,0.038509,0.243707,6.5,-0.39887,0.114711,0.249647,0.160923,-0.013716,0.179285,0.050146,0.215839
7,-0.083354,0.227411,7.5,-0.406677,0.14108,0.188839,0.186568,-0.064879,0.167826,-0.051531,0.19789
8,-0.130471,0.229984,8.5,-0.498164,0.167447,0.102132,0.179984,-0.113479,0.162391,-0.107599,0.188561
9,-0.313823,0.251653,9.5,-0.635595,0.17084,-0.044257,0.203045,-0.271001,0.176013,-0.276499,0.20556
10,-0.488258,0.275886,10.5,-0.76592,0.222572,-0.16279,0.203007,-0.368642,0.197907,-0.396182,0.22216
11,-0.584176,0.288488,11.5,-0.962699,0.26055,-0.352384,0.206292,-0.539493,0.217434,-0.542107,0.244458
12,-0.960424,0.344716,12.5,-1.276643,0.307643,-0.648006,0.247207,-0.874905,0.290423,-0.914593,0.311995
13,-1.8021,0.466033,13.5,-2.070536,0.476268,-1.482622,0.358548,-1.750267,0.431095,-1.73242,0.438818
