SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,596161.0,596162.0,322566.0
36,0.641,59048.0,0.0,0.0
37,0.689,2923434.0,0.0,0.0
38,0.734,3755970.0,0.0,0.0
39,0.788,888032.0,121000.0,0.0
40,0.846,896224.0,474624.0,133808.0
41,0.908,789040.0,0.0,0.0
42,0.968,917736.0,504592.0,0.0
43,1.039,1217376.0,446032.0,134384.0
44,1.115,98016000.0,2570784.0,0.0
45,1.197,50989696.0,6174688.0,4687872.0
46,1.285,47242816.0,45198848.0,43619040.0
47,1.37,59394944.0,19357568.0,51840.0
48,1.47,58015232.0,37960768.0,1491008.0
49,1.578,17928448.0,12128000.0,11782464.0
50,1.693,58142080.0,2206464.0,214016.0
51,1.817,39456000.0,34594432.0,25297152.0
52,1.949,30916608.0,26840064.0,89728.0
53,2.091,19313920.0,7106816.0,77824.0
54,2.244,35413760.0,4405248.0,801280.0
55,2.39,19729152.0,3739392.0,3403264.0
56,2.545,31181568.0,1054976.0,60672.0
57,2.691,24839424.0,8862720.0,3678464.0
58,2.846,24648960.0,3934720.0,501248.0
59,2.988,20266496.0,2798080.0,0.0
60,3.137,15481344.0,2943488.0,1257472.0
61,3.293,139175424.0,8180736.0,425472.0
62,3.456,212033024.0,139265024.0,5956096.0
63,3.602,150124544.0,61288960.0,23239168.0
64,3.754,131559936.0,108696064.0,63166976.0
65,3.911,77704704.0,30939136.0,488960.0
66,4.047,464436736.0,13533696.0,9248256.0
67,4.217,469345280.0,331018240.0,7916544.0
68,4.362,186421248.0,53167104.0,51578880.0
69,4.513,291329024.0,198983680.0,959488.0
70,4.668,238760960.0,78435328.0,23964672.0
71,4.827,221657088.0,110554112.0,15905792.0
72,4.992,229931008.0,123115520.0,10346496.0
73,5.127,118113280.0,60114944.0,3403776.0
74,5.301,77405184.0,26855424.0,6282240.0
75,5.444,67230720.0,13551616.0,2010112.0
76,5.59,67352576.0,7739392.0,910336.0
77,5.739,69573632.0,3846144.0,2460672.0
78,5.93,67321856.0,2914304.0,1210368.0
79,6.087,64724992.0,2082816.0,1597440.0
80,6.207,153329664.0,8339456.0,702464.0
81,6.37,1057986560.0,21643264.0,100352.0
82,6.537,1092327424.0,119386112.0,151552.0
83,6.707,1121224704.0,1091143680.0,83849216.0
84,6.836,333336576.0,294739968.0,277194752.0
85,7.013,376995840.0,335327232.0,173516800.0
86,7.147,1169573888.0,172179456.0,104448.0
87,7.33,1259005952.0,188753920.0,894976.0
88,7.469,1330671616.0,1139195904.0,177305600.0
89,7.658,775755776.0,619616256.0,562702336.0
90,7.802,751079424.0,596738048.0,170285056.0
91,7.948,778594304.0,617216000.0,37042176.0
92,8.096,814671872.0,633569280.0,415744.0
93,8.296,773177344.0,565381120.0,247808.0
94,8.449,715706368.0,632532992.0,492630016.0
95,8.603,251916288.0,190377984.0,42192896.0
96,8.76,216145920.0,172183552.0,109748224.0
97,8.919,201515008.0,150179840.0,91598848.0
98,9.079,182808576.0,134160384.0,23810048.0
99,9.242,176504832.0,93409280.0,8126464.0
100,9.407,171847680.0,60940288.0,6488064.0
101,9.573,164306944.0,11137024.0,3538944.0
102,9.742,165011456.0,8613888.0,909312.0
103,9.855,158752768.0,16764928.0,180224.0
104,10.026,136769536.0,58863616.0,28672.0
105,10.2,132055040.0,73920512.0,1024000.0
106,10.375,114335744.0,57294848.0,57049088.0
107,10.552,87244800.0,35061760.0,33923072.0
108,10.671,80355328.0,37388288.0,36327424.0
109,10.852,90152960.0,35196928.0,1818624.0
110,11.034,85090304.0,29855744.0,675840.0
111,11.156,83529728.0,29315072.0,679936.0
112,11.341,106926080.0,72040448.0,2547712.0
113,11.527,106881024.0,71766016.0,17739776.0
114,11.652,106160128.0,70467584.0,18055168.0
115,11.842,102748160.0,93188096.0,25739264.0
116,11.969,112304128.0,88076288.0,18907136.0
117,12.161,940380160.0,70295552.0,17600512.0
118,12.355,967737344.0,70582272.0,5480448.0
119,12.485,976392192.0,24981504.0,0.0
120,12.681,1004576768.0,909414400.0,0.0
121,12.812,1009569792.0,941957120.0,3854336.0
122,13.011,1028890624.0,944381952.0,601223168.0
123,13.145,1055707136.0,970252288.0,10035200.0
124,13.346,1258336256.0,942067712.0,10874880.0
125,13.481,1281581056.0,18255872.0,8740864.0
126,13.684,2175729664.0,51228672.0,7856128.0
127,13.821,2191732736.0,245243904.0,6750208.0
