CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
0.25,154.9138,9489.1056,38.549,5432.5332,1463.5894,2554.434
0.75,292.8002,4789.9685,38.0577,2389.6311,867.6068,1494.6729
1.25,117.3156,1985.8554,38.3935,803.4984,471.8278,672.1357
1.75,75.2542,971.3433,38.8049,288.0977,304.435,340.0057
2.25,66.6879,598.794,40.4844,112.7412,225.7719,219.7964
2.75,56.9746,396.5175,43.9579,30.9746,175.6906,145.8945
3.25,53.0219,268.0211,40.9366,1.4125,142.5107,83.1614
3.75,48.9258,172.7122,27.5914,0.0,101.4017,43.7192
4.25,37.9896,124.1411,20.7929,0.0,76.8943,26.454
4.75,32.9878,102.6259,16.8725,0.0,65.2737,20.4798
5.25,36.4737,87.4794,13.2052,0.0,56.8279,17.4463
5.75,37.467,73.9033,10.6418,0.0,49.5195,13.742
6.25,38.8252,62.9083,9.1141,0.0,43.3884,10.4057
6.75,35.7379,50.4968,7.6403,0.0,34.7318,8.1246
7.25,33.9171,39.6799,6.4984,0.0,26.4203,6.7612
7.75,33.1583,31.0018,5.5364,0.0,19.6762,5.7893
8.25,30.6902,25.6307,4.8489,0.0,15.6082,5.1736
8.75,26.9361,21.0937,4.2898,0.0,11.8797,4.9242
9.25,22.2675,17.5201,3.9873,0.0,9.0166,4.5161
9.75,18.6327,14.2064,3.332,0.0,6.5836,4.2907
10.25,16.5739,11.673,2.9636,0.0,4.5244,4.185
10.75,14.79,9.8205,2.811,0.0,2.9997,4.0098
11.25,13.5611,8.0103,2.5133,0.0,1.8967,3.6003
11.75,13.0113,6.878,2.2611,0.0,1.3631,3.2538
12.25,12.0619,5.9201,2.1288,0.0,1.0535,2.7378
12.75,11.2707,5.0841,2.004,0.0,0.675,2.4052
13.25,10.8812,4.3821,1.7895,0.0,0.4331,2.1595
13.75,10.2845,3.7299,1.585,0.0,0.2469,1.898
14.25,9.9426,3.3042,1.515,0.0,0.1871,1.6021
14.75,10.0053,2.8405,1.387,0.0,0.0977,1.3557
15.25,9.6703,2.5543,1.3213,0.0,0.0947,1.1384
15.75,9.235,2.374,1.2781,0.0,0.0864,1.0095
16.25,8.5909,2.0233,1.1471,0.0,0.0577,0.8185
16.75,7.8405,1.8192,1.1059,0.0,0.0375,0.6759
17.25,7.9615,1.6266,1.0046,0.0,0.0336,0.5883
17.75,7.9034,1.41,0.8775,0.0,0.0219,0.5106
18.25,7.5677,1.398,0.9466,0.0,0.0233,0.4281
18.75,7.385,1.2684,0.8895,0.0,0.018,0.3609
19.25,7.0991,1.0371,0.7311,0.0,0.0108,0.2953
