Snapshot,Time_Gyr,Redshift,ExpansionFactor,Mass_Msun,Mass_H_Msun,Mass_B_Msun,Mass_CD_Msun,Mass_WD_Msun
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,3131626.25,1120208.0,1431710.375,203271.875,376436.125
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,7730353.0,2149266.75,2439695.0,1008891.4375,2132499.75
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,12834586.0,6646586.5,5898462.0,41673.046875,247864.796875
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,14639276.0,7294037.5,3698176.75,1289333.875,2357728.0
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,21019020.0,4824859.0,8801371.0,2491184.0,4901604.5
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,29741206.0,4953545.5,16285617.0,3283908.25,5218135.0
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,47863712.0,15598596.0,27254984.0,1065480.75,3944652.0
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,112596760.0,40923660.0,43353848.0,8767472.0,19551782.0
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,186473040.0,45150468.0,90851912.0,12168971.0,38301688.0
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,288156128.0,82232624.0,157450544.0,14322930.0,34150028.0
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,366010752.0,89502832.0,211838720.0,17974234.0,46694976.0
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,414762496.0,80105592.0,234955712.0,28876132.0,70825024.0
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,447760352.0,89410464.0,253272544.0,31634418.0,73442912.0
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,485747840.0,117465976.0,276762144.0,24839718.0,66680036.0
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,543359360.0,102539544.0,337192384.0,28038638.0,75588848.0
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,660559296.0,159020272.0,394590784.0,28987000.0,77961248.0
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,910385216.0,192974752.0,493358144.0,65330952.0,158721392.0
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,1147195776.0,243044800.0,641055872.0,77135968.0,185959136.0
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,1445271168.0,284418944.0,805836800.0,104845744.0,250169664.0
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,1765614336.0,334418240.0,987334784.0,143563760.0,300297600.0
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,2181041408.0,359654592.0,1163885952.0,235510080.0,421991008.0
