,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,0.019459744633438972,-0.2288885962663253,0.09453805693672707,0.0942771711948857,0.05323890938317298,0.3194796566662597,0.8882327789166107,0.6358214673303344,0.9808026650389099,0.8289561063722017,0.7818679971674751,1.027219249181662
41,0.9080449696290195,0.13995994787469493,0.08342374519234547,-0.19512983592487373,0.40538306964387016,0.17561541514842968,0.07657136959376959,0.5450776834102433,0.8348144783162967,-0.7711511929633945,0.9457317444158223,0.7656708552034506,-0.370702420703997,1.102853375443147
42,0.9678924784861273,0.14605760406878063,0.041332004631316505,-0.5108277279781726,0.4687008463786844,0.33376056539278265,0.04937883446253912,0.6789312565198354,0.4623276397728374,-0.5138026135699912,0.9161091888725764,0.18488635821429347,-0.22218461551570787,0.9235410852412731
43,1.0390037466243902,0.15314484920464314,0.04935995856398275,-0.17241914176216158,0.3268143320826951,0.1598376297287973,0.07183807544722262,0.6060791976219999,0.6658846185161886,-0.7121117970016686,0.9184958095104352,0.19058262925040398,-0.1691033004214796,0.9288743232385435
