SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,1441808.0,579514.0,0.0
36,0.641,4668544.0,294280.0,54164.0
37,0.689,11667896.0,8003864.0,65224.0
38,0.734,255584.0,106128.0,58592.0
39,0.788,1154976.0,66544.0,0.0
40,0.846,2321952.0,350240.0,0.0
41,0.908,743840.0,318112.0,318080.0
42,0.968,1119232.0,53120.0,0.0
43,1.039,2304992.0,0.0,0.0
44,1.115,41855552.0,243168.0,243136.0
45,1.197,52553152.0,15519296.0,15233088.0
46,1.285,10141632.0,8059776.0,4838016.0
47,1.37,63889152.0,11669376.0,51520.0
48,1.47,13365120.0,9785472.0,3223936.0
49,1.578,90600192.0,23351168.0,159360.0
50,1.693,75545600.0,69881088.0,50431232.0
51,1.817,71008768.0,4879616.0,762880.0
52,1.949,78393088.0,2586112.0,149760.0
53,2.091,7158528.0,3651328.0,3589120.0
54,2.244,13433088.0,6670336.0,489472.0
55,2.39,6922752.0,749056.0,0.0
56,2.545,5827584.0,430592.0,55552.0
57,2.691,4429312.0,1018368.0,0.0
58,2.846,15435776.0,35840.0,36352.0
59,2.988,16818176.0,6374400.0,4753920.0
60,3.137,36928512.0,6076928.0,2208256.0
61,3.293,68298752.0,1389056.0,425984.0
62,3.456,1161598464.0,683008.0,31744.0
63,3.602,1605272576.0,182382080.0,15325696.0
64,3.754,1401207808.0,1266227200.0,672687104.0
65,3.911,2711890944.0,1004692480.0,493237248.0
66,4.047,2948517888.0,804812800.0,12298240.0
67,4.217,2654728192.0,1887224832.0,1502989312.0
68,4.362,3177710592.0,1971639296.0,1113809920.0
69,4.513,4142439424.0,2314680320.0,141748224.0
70,4.668,4194496512.0,2482340864.0,168352768.0
71,4.827,4366514176.0,3017078784.0,1521612800.0
72,4.992,3461480448.0,513218560.0,493555712.0
73,5.127,3559747584.0,843501568.0,489412608.0
74,5.301,3366176768.0,512198656.0,414013440.0
75,5.444,3381706752.0,310706176.0,73750528.0
76,5.59,3487967232.0,140185600.0,53291008.0
77,5.739,3322861568.0,118337536.0,50495488.0
78,5.93,2910234624.0,105310208.0,4554752.0
79,6.087,3069730816.0,108472320.0,1077248.0
80,6.207,3212134400.0,389904384.0,75038720.0
81,6.37,3323312128.0,2921404416.0,2007040.0
82,6.537,3101888512.0,2682654720.0,1623773184.0
83,6.707,3138603008.0,2639919104.0,2322718720.0
84,6.836,2978570240.0,2496954368.0,260005888.0
85,7.013,2991964160.0,2543104000.0,15532032.0
86,7.147,3007188992.0,2527256576.0,28581888.0
87,7.33,2825261056.0,2338111488.0,1709793280.0
88,7.469,3052179456.0,2556608512.0,2326339584.0
89,7.658,1899429888.0,1639768064.0,1395916800.0
90,7.802,2199142400.0,2004107264.0,1645105152.0
91,7.948,1925988352.0,1732485120.0,1462243328.0
92,8.096,1539276800.0,1323798528.0,905691136.0
93,8.296,1596579840.0,1026609152.0,436764672.0
94,8.449,1470685184.0,716521472.0,381296640.0
95,8.603,1356128256.0,548184064.0,328404992.0
96,8.76,1224392704.0,776024064.0,115064832.0
97,8.919,1174372352.0,743673856.0,197484544.0
98,9.079,1131061248.0,913416192.0,591663104.0
99,9.242,1151266816.0,927895552.0,266981376.0
100,9.407,1135087616.0,940482560.0,63467520.0
101,9.573,1069035520.0,502964224.0,11939840.0
102,9.742,1056907264.0,490766336.0,24862720.0
103,9.855,1035309056.0,471183360.0,29417472.0
104,10.026,1033519104.0,467193856.0,178384896.0
105,10.2,1029005312.0,476073984.0,157147136.0
106,10.375,1026437120.0,478121984.0,153796608.0
107,10.552,1008439296.0,459198464.0,191238144.0
108,10.671,1014169600.0,464486400.0,94117888.0
109,10.852,972255232.0,458305536.0,21897216.0
110,11.034,953122816.0,907116544.0,74436608.0
111,11.156,932814848.0,891695104.0,157880320.0
112,11.341,957652992.0,849121280.0,563712000.0
113,11.527,941809664.0,821133312.0,764657664.0
114,11.652,934547456.0,803135488.0,792981504.0
115,11.842,921108480.0,792596480.0,268398592.0
116,11.969,963010560.0,827449344.0,31211520.0
117,12.161,7112851456.0,537546752.0,188559360.0
118,12.355,8422047744.0,453451776.0,192868352.0
119,12.485,8587743232.0,533356544.0,290865152.0
120,12.681,8743800832.0,614584320.0,420175872.0
121,12.812,8891490304.0,923545600.0,453361664.0
122,13.011,8995282944.0,1787281408.0,355979264.0
123,13.145,9093677056.0,1808760832.0,618684416.0
124,13.346,9275834368.0,1894899712.0,832491520.0
125,13.481,9257336832.0,1788690432.0,693805056.0
126,13.684,9459539968.0,729341952.0,313245696.0
127,13.821,9555230720.0,702840832.0,104833024.0
