CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
0.25,22.5088,1583.102,0.9579,982.8823,203.6894,395.5725
0.75,21.3566,1118.1903,0.9064,536.3175,234.2892,346.6772
1.25,11.4918,567.3836,0.9452,214.8927,153.101,198.4447
1.75,7.521,330.7804,0.914,102.8509,104.0644,122.951
2.25,7.276,239.7109,0.7985,62.9103,86.6277,89.3745
2.75,7.9703,189.0144,0.8962,41.607,79.7927,66.7185
3.25,8.3145,150.3134,0.8671,30.1293,68.4695,50.8475
3.75,8.4163,121.0442,0.8848,23.4684,55.4961,41.1949
4.25,8.3446,99.9722,0.918,18.6814,45.6917,34.6811
4.75,8.6163,84.1329,0.9438,15.8635,38.0885,29.2371
5.25,9.2102,74.206,1.0591,13.342,33.4837,26.3212
5.75,10.5543,67.658,0.9335,11.3676,30.9855,24.3714
6.25,10.4164,62.1336,1.0453,9.2022,29.9752,21.9109
6.75,10.0161,58.7411,1.0691,7.7198,30.107,19.8452
7.25,10.422,53.6068,1.0355,6.3691,29.7603,16.4419
7.75,10.1931,49.3333,1.0659,5.5544,28.5536,14.1593
8.25,9.4047,44.2805,1.1236,4.6093,26.0987,12.4488
8.75,8.9993,39.5523,1.1346,4.2851,22.6025,11.5302
9.25,9.0094,35.6665,1.1903,3.7564,20.3045,10.4153
9.75,8.8271,34.0229,1.2746,3.2676,19.6163,9.8644
10.25,8.8297,33.5864,1.3021,3.0561,19.732,9.4961
10.75,9.2127,32.5199,1.4389,2.5107,19.7669,8.8034
11.25,9.2984,31.7546,1.519,2.0533,19.7162,8.4661
11.75,9.3116,30.8082,1.5443,1.7342,19.2955,8.2342
12.25,8.7627,28.9378,1.7876,1.3204,18.2704,7.5595
12.75,8.5176,27.0906,2.0285,0.9908,16.6952,7.3761
13.25,8.1901,25.7148,2.3502,0.4628,15.9039,6.9979
13.75,7.8503,24.1334,2.5134,0.0484,14.9142,6.6574
14.25,7.6636,23.1589,2.5409,0.0,14.4572,6.1608
14.75,7.8472,22.2962,2.3554,0.0,14.0643,5.8765
15.25,7.587,21.2366,2.2026,0.0,13.4562,5.5779
15.75,7.4898,20.3136,1.9796,0.0,13.0532,5.2808
16.25,7.6703,19.5957,1.998,0.0,12.494,5.1036
16.75,7.6749,18.5661,1.8735,0.0,11.9115,4.7811
17.25,7.6182,17.6582,1.752,0.0,11.4801,4.4261
17.75,7.8297,16.8698,1.6466,0.0,11.2432,3.98
18.25,8.394,16.0923,1.561,0.0,10.844,3.6873
18.75,9.177,15.272,1.4496,0.0,10.371,3.4514
19.25,9.9857,14.5179,1.3098,0.0,9.9994,3.2088
19.75,10.5261,13.8262,1.2561,0.0,9.5721,2.9981
20.25,10.3023,12.9926,1.1473,0.0,9.1068,2.7384
20.75,10.3587,12.407,1.1301,0.0,8.7876,2.4893
21.25,10.0869,11.7731,1.0849,0.0,8.3173,2.3708
21.75,9.5966,11.1202,1.0068,0.0,7.9281,2.1853
22.25,9.6247,10.4718,0.903,0.0,7.5389,2.0299
22.75,9.2021,9.9523,0.8855,0.0,7.1621,1.9047
23.25,9.0804,9.2629,0.8295,0.0,6.6694,1.7639
23.75,8.7053,8.6676,0.7299,0.0,6.297,1.6408
24.25,8.569,8.1692,0.7184,0.0,5.9345,1.5163
24.75,8.2851,7.6743,0.7026,0.0,5.5108,1.4609
25.25,8.1172,7.1993,0.6582,0.0,5.2068,1.3343
25.75,8.1193,6.7799,0.6333,0.0,4.8632,1.2834
26.25,8.0216,6.3907,0.5936,0.0,4.6281,1.169
26.75,7.8693,5.9982,0.5426,0.0,4.3576,1.098
27.25,7.9235,5.6606,0.5204,0.0,4.1347,1.0055
27.75,7.9236,5.3881,0.502,0.0,3.9144,0.9717
28.25,7.9182,5.1383,0.4591,0.0,3.803,0.8762
28.75,7.6257,4.8067,0.4182,0.0,3.5682,0.8203
29.25,7.1487,4.6178,0.4108,0.0,3.4571,0.7499
29.75,6.8246,4.2993,0.4068,0.0,3.169,0.7234
30.25,6.7008,4.1559,0.3569,0.0,3.171,0.6281
30.75,6.8943,3.9695,0.3731,0.0,2.9966,0.5998
31.25,7.1273,3.7945,0.3378,0.0,2.8699,0.5868
31.75,7.4771,3.6144,0.3257,0.0,2.7472,0.5415
32.25,7.6658,3.4226,0.3189,0.0,2.618,0.4857
32.75,7.9464,3.3556,0.3107,0.0,2.5782,0.4668
33.25,7.7116,3.1907,0.2982,0.0,2.4341,0.4584
33.75,7.6233,2.9785,0.2688,0.0,2.2996,0.4101
34.25,7.6317,2.8754,0.2782,0.0,2.1977,0.3996
34.75,7.6339,2.7245,0.2567,0.0,2.0773,0.3905
35.25,7.7626,2.6028,0.2404,0.0,1.986,0.3763
35.75,7.4955,2.4745,0.2387,0.0,1.8601,0.3757
36.25,7.2569,2.335,0.2294,0.0,1.7442,0.3614
36.75,7.0552,2.1958,0.2188,0.0,1.6361,0.3408
37.25,7.0043,2.1175,0.2179,0.0,1.5809,0.3187
37.75,6.9647,1.9995,0.2144,0.0,1.4653,0.3197
38.25,7.0082,1.9236,0.2024,0.0,1.412,0.3091
38.75,7.1538,1.8191,0.2098,0.0,1.3581,0.2512
39.25,7.2804,1.7263,0.1936,0.0,1.2788,0.2539
39.75,7.3437,1.6153,0.1843,0.0,1.1893,0.2417
40.25,7.5169,1.4993,0.1796,0.0,1.1077,0.212
40.75,7.5884,1.4108,0.1613,0.0,1.0285,0.221
41.25,7.8932,1.3107,0.1543,0.0,0.9542,0.2023
41.75,8.1384,1.2397,0.1511,0.0,0.8915,0.197
42.25,7.8852,1.1312,0.1373,0.0,0.823,0.171
42.75,7.6068,1.041,0.1335,0.0,0.7357,0.1718
43.25,7.2962,0.9921,0.1254,0.0,0.6798,0.1869
43.75,7.0541,0.9559,0.1181,0.0,0.6651,0.1727
44.25,6.6392,0.8471,0.1149,0.0,0.5778,0.1544
44.75,6.4456,0.7592,0.0976,0.0,0.5136,0.148
45.25,6.1237,0.7058,0.1008,0.0,0.4703,0.1346
45.75,5.6742,0.6575,0.1034,0.0,0.4174,0.1367
46.25,5.1869,0.578,0.0913,0.0,0.3589,0.1277
46.75,4.8341,0.5374,0.0915,0.0,0.3348,0.111
47.25,4.5755,0.4764,0.0837,0.0,0.2851,0.1076
47.75,4.3979,0.4316,0.0757,0.0,0.2559,0.1001
48.25,4.1777,0.4062,0.0802,0.0,0.2348,0.0912
48.75,3.9332,0.3825,0.0766,0.0,0.2206,0.0853
49.25,3.8107,0.3355,0.0734,0.0,0.1844,0.0777
49.75,3.6159,0.2954,0.065,0.0,0.1594,0.071
