,GravPotential_(km/s)^2,SphericalRadius_ckpc
0,-346014.5290543301,0.0
1,-331584.8801137238,1.0
2,-318042.65843427175,2.0
3,-307857.7017164605,3.0
4,-299713.8121098413,4.0
5,-292988.34473942686,5.0
6,-287217.7968336421,6.0
7,-282159.2771593933,7.0
8,-277526.4703849569,8.0
9,-273419.91593669023,9.0
10,-269562.30621168896,10.0
11,-266042.7378743549,11.0
12,-262721.47817204613,12.0
13,-259603.29662754523,13.0
14,-256648.73964695638,14.0
15,-253835.2969973092,15.0
16,-251150.40762659814,16.0
17,-248547.04195121795,17.0
18,-246163.3166825832,18.0
19,-243852.46431639823,19.0
20,-241631.52110875596,20.0
21,-239490.06691755634,21.0
22,-237431.58474229497,22.0
23,-235395.43853837374,23.0
24,-233516.06981987986,24.0
25,-231683.4951727415,25.0
26,-229894.81751980144,26.0
27,-228195.96853806547,27.0
28,-226568.3502753723,28.0
29,-224953.26041212928,29.0
30,-223425.5704642571,30.0
31,-221941.79961761602,31.0
32,-220506.3858425885,32.0
33,-219087.38148293013,33.0
34,-217730.2435230375,34.0
35,-216416.70533238098,35.0
36,-215131.4459585229,36.0
37,-213890.61498242224,37.0
38,-212708.86891142087,38.0
39,-211495.01719224034,39.0
40,-210368.45073996266,40.0
41,-209286.1299793125,41.0
42,-208172.23053664196,42.0
43,-207022.77733097514,43.0
44,-205962.7636174072,44.0
45,-204910.8654764293,45.0
46,-203915.46668329957,46.0
47,-202923.91999423606,47.0
48,-201955.70513392857,48.0
49,-201050.47690753857,49.0
50,-200138.5838260907,50.0
51,-199257.04035608345,51.0
52,-198361.42057822866,52.0
53,-197534.8504784223,53.0
54,-196708.54708905893,54.0
55,-195876.2345313354,55.0
56,-195095.99593000507,56.0
57,-194326.08666790178,57.0
58,-193562.6621223565,58.0
59,-192810.62072792524,59.0
60,-192092.76502613715,60.0
61,-191385.4867379974,61.0
62,-190671.51208203667,62.0
63,-190002.59033220646,63.0
64,-189315.610994802,64.0
65,-188678.18480495445,65.0
66,-187986.10367993338,66.0
67,-187414.34415723593,67.0
68,-186769.96944699864,68.0
69,-186140.57885995856,69.0
70,-185556.4414644094,70.0
71,-184993.2279027731,71.0
72,-184422.2070575911,72.0
73,-183853.36283801697,73.0
74,-183308.8107493126,74.0
75,-182773.05699805458,75.0
76,-182255.4436706315,76.0
77,-181752.48352939152,77.0
78,-181391.3978390697,78.0
79,-180886.41795423563,79.0
80,-180316.64019814422,80.0
81,-179760.23563805484,81.0
82,-179341.29486037616,82.0
83,-178870.30845991924,83.0
84,-178353.58293495193,84.0
85,-177911.72069339492,85.0
86,-177453.5990238434,86.0
87,-177013.0536201761,87.0
88,-176626.60900622205,88.0
89,-176297.9107043919,89.0
90,-175853.1170341263,90.0
91,-175394.71497765713,91.0
92,-174955.40385026525,92.0
93,-174526.3483938864,93.0
94,-174053.10772054366,94.0
95,-173660.43288834952,95.0
96,-173282.29456923075,96.0
97,-172984.19486842715,97.0
98,-172672.67903561643,98.0
99,-172301.786235529,99.0
100,-171965.79235906005,100.0
101,-171618.06580874356,101.0
102,-171163.80145420015,102.0
103,-170856.25499716218,103.0
104,-170513.88117513168,104.0
105,-170121.05134923515,105.0
106,-169765.81833225564,106.0
107,-169434.4129565021,107.0
108,-169121.72477259493,108.0
109,-168803.31795717552,109.0
110,-168459.5142560524,110.0
111,-168159.60298666864,111.0
112,-167905.1537639657,112.0
113,-167491.94464109093,113.0
114,-167286.35732129312,114.0
115,-166972.9082660921,115.0
116,-166700.27039642064,116.0
117,-166427.53916457764,117.0
118,-166137.69333474315,118.0
119,-165880.00546437092,119.0
120,-165581.151354501,120.0
121,-165339.6075489708,121.0
122,-165115.5535054094,122.0
123,-164836.4815977929,123.0
124,-164560.51830827803,124.0
125,-164338.8067621286,125.0
126,-164106.59265623803,126.0
127,-163889.9203142803,127.0
128,-163689.3658036404,128.0
129,-163445.1396221633,129.0
130,-163242.40102617053,130.0
131,-163054.38708269008,131.0
132,-162757.61963073048,132.0
133,-162615.0057802899,133.0
134,-162338.23863367975,134.0
135,-162303.2257280963,135.0
136,-162136.83282667343,136.0
137,-161915.45503007894,137.0
138,-161751.59234883543,138.0
139,-161593.56837928967,139.0
140,-161393.9495582606,140.0
141,-161256.36200660354,141.0
142,-161179.8301754747,142.0
143,-161138.1223151777,143.0
144,-160972.24968260102,144.0
145,-161059.01668952746,145.0
146,-161105.39471292956,146.0
147,-161121.16461584633,147.0
148,-161263.76039517956,148.0
149,-161525.24504736508,149.0
150,-160779.02969469948,150.0
151,-160297.90393331103,151.0
152,-159984.51654385685,152.0
153,-159768.35206868406,153.0
154,-159533.30619727584,154.0
155,-159236.50883553832,155.0
156,-159013.85801434077,156.0
157,-158791.61888617266,157.0
158,-158543.51001444348,158.0
159,-158381.96957550253,159.0
160,-158143.38474579778,160.0
161,-158223.4357214307,161.0
162,-158167.61237460477,162.0
163,-157968.9761962427,163.0
164,-157782.61116443196,164.0
165,-157803.3450634501,165.0
166,-157746.30832036026,166.0
167,-157687.6692467866,167.0
168,-157708.12381416885,168.0
169,-157833.19905458202,169.0
170,-157890.11934634886,170.0
171,-157871.10860297177,171.0
172,-158186.41044727177,172.0
173,-158289.3882554083,173.0
174,-158548.89639620384,174.0
175,-158655.65850089627,175.0
176,-158867.32931030702,176.0
177,-159412.03378563112,177.0
178,-160001.12647935897,178.0
179,-160553.27151372714,179.0
180,-161185.9632350016,180.0
181,-162414.9792689749,181.0
182,-163418.7198432971,182.0
183,-165234.77450692447,183.0
184,-167364.68084070797,184.0
185,-169817.00298240493,185.0
186,-173409.0312618636,186.0
187,-174015.453133466,187.0
188,-170822.02523125635,188.0
189,-167876.45404500177,189.0
