,[Fe/H]_Median,[Fe/H]_MAD,StellarAge_BinCenters_Gyr,[Fe/H]_Median_H,[Fe/H]_MAD_H,[Fe/H]_Median_B,[Fe/H]_MAD_B,[Fe/H]_Median_CD,[Fe/H]_MAD_CD,[Fe/H]_Median_WD,[Fe/H]_MAD_WD
0,0.193747,0.156779,0.5,-0.250525,0.067962,0.826911,0.041419,0.181904,0.144982,0.577515,0.278468
1,0.179532,0.176841,1.5,-0.267322,0.051139,0.637897,0.089465,0.156449,0.152542,0.466211,0.219021
2,0.125306,0.203434,2.5,-0.366142,0.097013,0.687993,0.096119,0.11395,0.183066,0.242803,0.395957
3,0.083467,0.224244,3.5,-0.359189,0.081995,0.599344,0.045354,0.051774,0.185259,0.192128,0.311642
4,0.027191,0.192885,4.5,-0.37627,0.065576,0.385492,0.074537,0.018226,0.16885,0.057132,0.241101
5,-0.062421,0.185493,5.5,-0.412412,0.083273,0.347623,0.07196,-0.059735,0.151023,-0.054098,0.225224
6,-0.036446,0.266565,6.5,-0.404503,0.145617,0.271508,0.14657,-0.061065,0.182135,0.007431,0.237815
7,-0.058161,0.262627,7.5,-0.426771,0.18196,0.134046,0.263788,-0.011163,0.172913,0.034539,0.203675
8,-0.108986,0.254546,8.5,-0.532485,0.189848,0.006989,0.220016,-0.116006,0.195281,-0.095273,0.20652
9,-0.300615,0.249859,9.5,-0.622272,0.18975,-0.161199,0.217405,-0.379303,0.236816,-0.345763,0.234644
10,-0.506272,0.255776,10.5,-0.756472,0.205142,-0.332431,0.206835,-0.518885,0.251957,-0.497082,0.250816
11,-0.759266,0.302544,11.5,-0.968013,0.249569,-0.500445,0.232314,-0.792577,0.29917,-0.77193,0.297731
12,-1.11345,0.349708,12.5,-1.276114,0.354597,-0.890405,0.264989,-1.187338,0.3582,-1.125881,0.34827
13,-1.766669,0.477199,13.5,-1.789424,0.484217,-1.646917,0.457752,-1.755907,0.449859,-1.864368,0.492154
