SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,62764.0,0.0,0.0
36,0.641,97640.0,0.0,0.0
37,0.689,0.0,0.0,0.0
38,0.734,0.0,0.0,0.0
39,0.788,294732.0,0.0,0.0
40,0.846,319392.0,0.0,0.0
41,0.908,850804.0,207510.0,0.0
42,0.968,557916.0,158418.0,0.0
43,1.039,2088212.0,495256.0,169052.0
44,1.115,753736.0,279736.0,132544.0
45,1.197,1854184.0,294352.0,0.0
46,1.285,57789928.0,55806696.0,7695176.0
47,1.37,2211776.0,1775120.0,847840.0
48,1.47,5706176.0,762016.0,91088.0
49,1.578,30685472.0,8306368.0,105216.0
50,1.693,15037280.0,4961152.0,2293664.0
51,1.817,25493888.0,10724544.0,633600.0
52,1.949,188812928.0,22624448.0,954944.0
53,2.091,116091776.0,91111680.0,90687872.0
54,2.244,157953408.0,63395840.0,1563008.0
55,2.39,392406144.0,154184576.0,35082496.0
56,2.545,283507456.0,224160256.0,185463808.0
57,2.691,287609856.0,225382656.0,38490880.0
58,2.846,282554112.0,259873280.0,18114560.0
59,2.988,162243072.0,129964800.0,117422080.0
60,3.137,37228032.0,23826432.0,7232512.0
61,3.293,19516928.0,13548544.0,0.0
62,3.456,16580608.0,8253952.0,8220160.0
63,3.602,1234053120.0,11205120.0,6820864.0
64,3.754,1264427520.0,1154390016.0,608768.0
65,3.911,316008448.0,295887360.0,269124096.0
66,4.047,655586304.0,551162880.0,498695168.0
67,4.217,244937728.0,90648576.0,63047680.0
68,4.362,206923776.0,120132608.0,29642752.0
69,4.513,204377088.0,102509568.0,7471104.0
70,4.668,241438720.0,66226176.0,5447680.0
71,4.827,434951168.0,9198592.0,8704000.0
72,4.992,446702592.0,75185152.0,49635328.0
73,5.127,410277888.0,283833344.0,83247104.0
74,5.301,670479360.0,231652352.0,42629120.0
75,5.444,716587008.0,202886144.0,30264320.0
76,5.59,704811008.0,40151040.0,6512640.0
77,5.739,722610176.0,40747008.0,8523776.0
78,5.93,732725248.0,72765440.0,3559424.0
79,6.087,736487424.0,76277760.0,51675136.0
80,6.207,724369408.0,54497280.0,24641536.0
81,6.37,4175405056.0,90126336.0,9103360.0
82,6.537,4615645184.0,102582272.0,38684672.0
83,6.707,4840656896.0,3918698496.0,97095680.0
84,6.836,3971424256.0,3264747520.0,3020728320.0
85,7.013,4337793024.0,3902273536.0,3575625728.0
86,7.147,4636669952.0,3916795904.0,3849097216.0
87,7.33,4160555008.0,3434512384.0,3084392448.0
88,7.469,1418792960.0,167837696.0,30433280.0
89,7.658,1323028480.0,475471872.0,11202560.0
90,7.802,1405460480.0,688205824.0,9641984.0
91,7.948,1440083968.0,1035636736.0,217190400.0
92,8.096,1347842048.0,572002304.0,460283904.0
93,8.296,1044766720.0,297058304.0,146116608.0
94,8.449,1061703680.0,287453184.0,112340992.0
95,8.603,924553216.0,245850112.0,19279872.0
96,8.76,865792000.0,158404608.0,745472.0
97,8.919,663498752.0,116154368.0,6983680.0
98,9.079,656080896.0,135454720.0,11976704.0
99,9.242,634843136.0,128958464.0,23474176.0
100,9.407,595550208.0,110587904.0,88039424.0
101,9.573,514969600.0,115040256.0,8605696.0
102,9.742,504545280.0,450662400.0,6443008.0
103,9.855,467214336.0,436871168.0,70443008.0
104,10.026,241655808.0,177422336.0,173150208.0
105,10.2,257654784.0,76800000.0,22130688.0
106,10.375,543969280.0,67104768.0,3137536.0
107,10.552,524529664.0,16539648.0,3207168.0
108,10.671,516251648.0,20086784.0,2056192.0
109,10.852,512016384.0,20082688.0,6344704.0
110,11.034,517226496.0,445968384.0,2719744.0
111,11.156,522481664.0,476725248.0,2486272.0
112,11.341,403386368.0,361099264.0,327811072.0
113,11.527,376639488.0,321839104.0,317792256.0
114,11.652,353017856.0,299741184.0,18194432.0
115,11.842,313360384.0,254353408.0,5050368.0
116,11.969,278790144.0,26951680.0,1830912.0
117,12.161,277827584.0,13602816.0,892928.0
118,12.355,275902464.0,9953280.0,3796992.0
119,12.485,261672960.0,6516736.0,3899392.0
120,12.681,249991168.0,9687040.0,4345856.0
121,12.812,255787008.0,11284480.0,4120576.0
122,13.011,245710848.0,225665024.0,2449408.0
123,13.145,235986944.0,215678976.0,2584576.0
124,13.346,150994944.0,131866624.0,127983616.0
125,13.481,96681984.0,51372032.0,50470912.0
126,13.684,969269248.0,52174848.0,51281920.0
127,13.821,1004601344.0,70828032.0,1318912.0
