Snapshot,Time_Gyr,Redshift,ExpansionFactor,Mass_Msun,Mass_H_Msun,Mass_B_Msun,Mass_CD_Msun,Mass_WD_Msun
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,1291745.875,66373.25,1130057.375,0.0,95315.2578125
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,2476915.0,598931.9375,1469948.5,103360.78125,304673.625
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,2919875.25,363418.34375,2075204.125,247750.375,233502.453125
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,7434933.5,496128.5625,6132421.5,512705.625,293677.5
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,14257389.0,1357590.0,9512089.0,1116234.875,2271474.5
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,2258865.5,336304.125,1230417.375,244038.6875,448105.28125
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,3503485.5,1734872.75,1206359.0,332229.75,230024.34375
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,7760766.0,2283516.75,4159477.0,421892.875,895879.375
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,12301019.0,1172801.75,9209082.0,722608.9375,1196525.375
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,52257848.0,9984478.0,28241372.0,4954643.5,9077358.0
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,25380534.0,729432.9375,13510818.0,4242383.5,6897899.0
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,34916440.0,6488851.0,15748800.0,3956758.0,8722030.0
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,38448200.0,7236473.0,20945692.0,3352851.5,6913182.0
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,92075336.0,39392176.0,31572780.0,5887499.5,15222881.0
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,125092104.0,12741381.0,83730336.0,9262933.0,19357462.0
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,199027456.0,23283664.0,133431744.0,12951402.0,29360648.0
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,354287072.0,62245676.0,197784544.0,21683964.0,72572880.0
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,551528896.0,70321896.0,273040512.0,54432384.0,153734112.0
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,761167552.0,87426344.0,586517760.0,19709300.0,67514144.0
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,993680384.0,161223600.0,604500544.0,66358632.0,161597632.0
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,304978080.0,16211156.0,152373232.0,50105696.0,86287992.0
