,StellarMassFraction_0,StellarMassFraction_0_InSitu,StellarMassFraction_0_ExSitu,StellarMassFraction_0to0,StellarMassFraction_1to0,StellarMassFraction_2to0,StellarMassFraction_3to0,StellarMassFraction_1,StellarMassFraction_1_InSitu,StellarMassFraction_1_ExSitu,StellarMassFraction_0to1,StellarMassFraction_1to1,StellarMassFraction_2to1,StellarMassFraction_3to1,StellarMassFraction_2,StellarMassFraction_2_InSitu,StellarMassFraction_2_ExSitu,StellarMassFraction_0to2,StellarMassFraction_1to2,StellarMassFraction_2to2,StellarMassFraction_3to2,StellarMassFraction_3,StellarMassFraction_3_InSitu,StellarMassFraction_3_ExSitu,StellarMassFraction_0to3,StellarMassFraction_1to3,StellarMassFraction_2to3,StellarMassFraction_3to3,StellarAge_Gyr
0,0.0047592293,0.0047592293,0.0,0.0042482554,6.0114353e-06,0.00018648918,0.0003184734,0.03379931,0.033799306,0.0,2.7605509e-05,0.023713887,0.0037556512,0.006302165,0.014500905,0.014500906,0.0,7.620937e-05,0.002262602,0.009207315,0.0029547813,0.026989633,0.026989637,0.0,0.00011832259,0.004600024,0.003628683,0.018642604,0.14
1,0.0040231054,0.0040231054,0.0,0.0027572052,6.700976e-05,0.0005447694,0.00065412093,0.031121038,0.03112104,0.0,3.9419698e-05,0.014504518,0.00655412,0.01002298,0.013680618,0.013680619,0.0,0.00011115731,0.0038015621,0.0047826874,0.0049852123,0.02424545,0.02424545,0.0,0.00024885006,0.007656115,0.006530315,0.00981017,0.42000000000000004
2,0.002368141,0.002358341,9.799765e-06,0.0016672084,5.1704006e-05,0.00028678638,0.00035264218,0.032898262,0.032898266,0.0,9.427846e-06,0.01862696,0.004990391,0.009271484,0.012786254,0.012786255,0.0,4.6442376e-05,0.0034133026,0.0051815296,0.004144979,0.020544764,0.020544762,0.0,0.000105250256,0.007545899,0.005238923,0.0076546897,0.7000000000000001
3,0.0022647332,0.002261856,2.8772326e-06,0.0013234835,7.761621e-05,0.0004088166,0.00045193956,0.02065331,0.02065331,0.0,0.0,0.008789951,0.0044815065,0.007381852,0.017832521,0.017832525,0.0,4.8073023e-05,0.0026701044,0.009933042,0.0051813023,0.021435939,0.021435937,0.0,0.00010157066,0.005252463,0.0068870117,0.009194891,0.9800000000000001
4,0.001548861,0.001548861,0.0,0.00097267097,2.6380429e-05,0.00024393554,0.00030587407,0.016574506,0.016574508,0.0,1.1789374e-06,0.007126325,0.0035333806,0.0059136227,0.018959416,0.018959418,0.0,1.9606261e-05,0.0019970566,0.012525401,0.004417356,0.018192377,0.018192379,0.0,6.555573e-05,0.0041988394,0.006436382,0.007491599,1.2600000000000002
5,0.0021406703,0.0021406703,0.0,0.0013569109,1.9955658e-05,0.0002971557,0.00046664797,0.02009645,0.02009645,0.0,3.5473317e-06,0.008907041,0.004257861,0.006928,0.02531006,0.025310058,0.0,7.6138376e-06,0.0015674052,0.019964924,0.0037701163,0.019606568,0.01960657,0.0,0.0001335483,0.0036116266,0.008790619,0.0070707765,1.54
6,0.0023276438,0.0023276436,0.0,0.0015264172,1.857383e-05,0.00032972387,0.00045292886,0.021466114,0.021466117,0.0,1.7951749e-06,0.0091198655,0.004850515,0.00749394,0.027845388,0.027845388,0.0,1.6501175e-05,0.0014563599,0.022633184,0.0037393451,0.020870786,0.020870786,0.0,0.00010433135,0.0033035364,0.010011216,0.0074517024,1.8200000000000003
7,0.0033797158,0.003379716,0.0,0.0021819307,3.8397277e-05,0.00046976638,0.0006896216,0.013388955,0.013388955,0.0,1.7047624e-06,0.0044227187,0.0035395494,0.0054249824,0.024637818,0.02463782,0.0,4.6161756e-05,0.0009753339,0.02001184,0.0036044838,0.019956104,0.019956106,0.0,0.0002288515,0.002382936,0.00992868,0.007415638,2.1
8,0.0016197979,0.0016197979,0.0,0.00097023934,1.4879969e-05,0.00030516472,0.0003295139,0.012165899,0.0121658975,0.0,0.0,0.0049357787,0.002873321,0.0043567987,0.015240987,0.015240986,0.0,1.6253221e-05,0.00092568155,0.011923192,0.00237586,0.013517982,0.01351798,0.0,8.068256e-05,0.002267779,0.0062123383,0.004957181,2.3800000000000003
9,0.0013431236,0.0013431235,0.0,0.0007569619,2.56537e-05,0.00027331783,0.00028719002,0.02268483,0.022684831,0.0,0.0,0.010923332,0.004098029,0.0076634684,0.018170042,0.01817004,0.0,9.277252e-06,0.0012126239,0.014140769,0.0028073722,0.017303351,0.017303351,0.0,5.7419747e-05,0.003788182,0.0069707357,0.006487014,2.66
10,0.002571056,0.002571056,0.0,0.0012995942,5.5691948e-05,0.00060145115,0.00061431865,0.02824223,0.028242229,0.0,0.0,0.010868155,0.0063161864,0.011057886,0.027665906,0.02766591,0.0,1.904053e-05,0.0015435886,0.021745179,0.0043580993,0.025526172,0.025526173,0.0,9.701673e-05,0.004432301,0.011012118,0.009984736,2.9400000000000004
11,0.0043317755,0.004331775,0.0,0.0021640316,6.90905e-05,0.0011969038,0.0009017494,0.03213776,0.032137763,0.0,0.0,0.00982945,0.0097335195,0.012574794,0.04055281,0.040552817,0.0,2.6703958e-05,0.0012179794,0.034110878,0.0051972554,0.033622343,0.03362234,0.0,0.00017165173,0.0035501826,0.018574342,0.011326161,3.22
12,0.0048586796,0.0048586796,0.0,0.0021956884,0.0002286579,0.001508898,0.0009254352,0.023520743,0.023520742,0.0,0.0,0.005324483,0.009957473,0.008238788,0.0526344,0.0526344,0.0,4.0277373e-05,0.00047175604,0.04824825,0.0038741129,0.032335497,0.032335497,0.0,0.00018290638,0.0015919149,0.023356402,0.007204273,3.5000000000000004
13,0.0062577836,0.006237042,2.0741501e-05,0.0025574034,0.00023564881,0.0019706239,0.0014733665,0.017031696,0.017031696,0.0,0.0,0.0024932143,0.009005612,0.00553287,0.059956368,0.05995433,2.037088e-06,6.953031e-05,0.00028825772,0.05556258,0.0040339655,0.032726754,0.03271028,1.6472353e-05,0.0003501922,0.0008290672,0.024879357,0.006651666,3.7800000000000002
14,0.0051422725,0.0050872024,5.5069813e-05,0.0021531798,0.00017896111,0.0015153515,0.0012397098,0.018321961,0.018321961,0.0,0.0,0.0020802454,0.0105298,0.005711916,0.05117211,0.05116171,1.0397164e-05,3.489883e-05,0.00019940386,0.048226267,0.0027011451,0.030662816,0.03060189,6.0925147e-05,0.00023068409,0.00059190195,0.024130398,0.0056489073,4.0600000000000005
15,0.0044976952,0.0041679936,0.00032970193,0.0016123127,0.00013567341,0.0015451077,0.0008748999,0.009936324,0.009936324,0.0,0.0,0.001044069,0.005255361,0.003636894,0.04794343,0.04791875,2.4672856e-05,3.470845e-05,0.00013974348,0.044882115,0.0028621887,0.025645165,0.02552674,0.00011842772,0.00017075258,0.00039413548,0.01988906,0.005072791,4.34
16,0.00401457,0.0035419755,0.00047259423,0.000896262,8.004954e-05,0.001607633,0.000958031,0.013285747,0.013285747,0.0,0.0,0.0024953466,0.0056280205,0.0051623806,0.03979439,0.039733447,6.093649e-05,3.7530102e-05,0.00035697094,0.036129747,0.0032092044,0.025396632,0.025181074,0.00021555537,0.00015443812,0.0010559651,0.018231941,0.0057387287,4.620000000000001
17,0.0042174296,0.0038315419,0.00038588746,0.001084364,4.005866e-05,0.0016641868,0.0010429325,0.016722865,0.016722867,0.0,0.0,0.0049037416,0.0061620264,0.005657099,0.039658897,0.039586037,7.285766e-05,3.9355917e-05,0.00037246052,0.03644659,0.0027276292,0.025778368,0.025522016,0.0002563534,0.00020356539,0.00128857,0.018938484,0.005091397,4.9
18,0.004194014,0.0038832505,0.0003107636,0.0013931295,4.0148385e-05,0.0015478516,0.00090212096,0.01549818,0.015498179,0.0,0.0,0.0037269108,0.0065079485,0.00526332,0.036645614,0.036604386,4.1228443e-05,3.570875e-05,0.0003477741,0.033718586,0.0025023175,0.024235466,0.024058992,0.00017647314,0.00017446453,0.001019958,0.018250918,0.0046136547,5.180000000000001
19,0.0038179134,0.0034691466,0.00034876692,0.00096626364,0.00010067632,0.0015665583,0.00083564816,0.017386338,0.017386338,0.0,0.0,0.0026953702,0.009788508,0.0049024597,0.033168368,0.033108804,5.9566297e-05,3.185304e-05,0.00017813694,0.031153642,0.0017451745,0.02482586,0.024593186,0.00023267485,0.0001433258,0.0006590437,0.020072725,0.0037180907,5.460000000000001
