,TimeBinCenters_Gyr,StellarAgeDist_All,StellarAgeDist_All_InSitu,StellarAgeDist_H,StellarAgeDist_H_InSitu,StellarAgeDist_B,StellarAgeDist_B_InSitu,StellarAgeDist_CD,StellarAgeDist_CD_InSitu,StellarAgeDist_WD,StellarAgeDist_WD_InSitu
0,0.25,0.028616209693461504,0.028616209693461504,0.005918223813557968,0.005918223813557968,0.04679203539823009,0.04679203539823009,0.02042053725990143,0.02042053725990143,0.03739650290137208,0.03739650290137208
1,0.75,0.02777408182703214,0.027772764458449537,0.0034706126820223462,0.0034626204824091686,0.0461656900263095,0.0461656900263095,0.02236690211986882,0.02236690211986882,0.03402044598133336,0.03402044598133336
2,1.25,0.0249950928020298,0.02499476345988415,0.0027293361679001293,0.002727338117996835,0.027502391772303278,0.027502391772303278,0.030847562402669414,0.030847562402669414,0.029138976717615783,0.029138976717615783
3,1.75,0.033130831826044115,0.033130831826044115,0.0037003884209012004,0.0037003884209012004,0.03387347524515666,0.03387347524515666,0.04607384336453508,0.04607384336453508,0.03444889148505533,0.03444889148505533
4,2.25,0.023467933272646554,0.023467933272646554,0.0039181758603602885,0.0039181758603602885,0.020869708203779,0.020869708203779,0.03200688880835268,0.03200688880835268,0.026834033556881992,0.026834033556881992
5,2.75,0.030863311153237632,0.030863311153237632,0.0028052620642253162,0.0028052620642253162,0.0409725544128199,0.0409725544128199,0.035947018585760035,0.035947018585760035,0.033359047867664186,0.033359047867664186
6,3.25,0.05393636319324875,0.05393636319324875,0.007057112258435767,0.007057112258435767,0.05467143027983736,0.05467143027983736,0.07342268902501044,0.07342268902501044,0.05772659323781886,0.05772659323781886
7,3.75,0.05973640772030684,0.05972026995516995,0.009922315819759914,0.009878358721887437,0.03364625687634537,0.03364625687634537,0.1029035497705541,0.10289861226456737,0.05818079229640937,0.058155038741540835
8,4.25,0.04924323761772335,0.049114464838773846,0.008000191812790717,0.007608574031745017,0.02279956948098541,0.02279956948098541,0.08747483106323266,0.0874343435141415,0.048793621546828744,0.048613346662749
9,4.75,0.04400603881758265,0.04370831351791424,0.007141030354374131,0.006367785041799204,0.026829705812006697,0.026829705812006697,0.07196809976132096,0.07184169960806078,0.04590805278542255,0.04545268311070166
10,5.25,0.041164474784906646,0.04091845620210542,0.00693123511452822,0.0063398123431530826,0.029025651757952645,0.029025651757952645,0.06396736506043013,0.06386663993830093,0.04369558829898941,0.04328704326948403
11,5.75,0.046599937556729185,0.046298260151312956,0.0077464394750723295,0.006989178561723757,0.041199772781631186,0.041199772781631186,0.06437322805253902,0.06422806537652927,0.05252320453824461,0.052066664247393334
12,6.25,0.04547029399714658,0.04439663860232463,0.012120170713383737,0.009522705839101038,0.04339422386988759,0.04339422386988759,0.057091394223315495,0.056613443643800415,0.05285917136766594,0.05113134195921339
13,6.75,0.054172501511680446,0.05326417587397525,0.014985374274707886,0.012697607135435815,0.06574982061707725,0.06574982061707725,0.0593330219412891,0.058884696397694385,0.061947835003997656,0.06059109090887807
14,7.25,0.04830988197694869,0.04741308331434127,0.01904740972810537,0.0163320599095283,0.05336193494379335,0.05336193494379335,0.050477111203497335,0.05014531080118935,0.05892881600372724,0.05772542262168847
15,7.75,0.04927617183228844,0.04818110919799918,0.024578011860424225,0.019824651140486885,0.04262287730208084,0.04262287730208084,0.05536622963155343,0.055152929372926866,0.06173712410052783,0.060882574325344656
16,8.25,0.03859066591664482,0.03721236903709578,0.021942584037978934,0.01696943782867921,0.03232779239416408,0.03232779239416408,0.040090573609820504,0.039675823106935515,0.051470820637025884,0.04997711445465092
17,8.75,0.06395659797467754,0.0617048857248623,0.04436070395294193,0.03831460494557312,0.1043545204496532,0.10295682850992585,0.04072948688450285,0.040034286041571825,0.07133617636970867,0.06879359813450614
18,9.25,0.057616432328751965,0.0315974147958935,0.1500795223861511,0.09199621169738335,0.07567717053336523,0.03528163118871083,0.01389809185143637,0.007379596447760693,0.041126085892787954,0.022034507422291575
19,9.75,0.03502586653211942,0.018585765305517536,0.10860000639375969,0.06016328063809722,0.03920264290839512,0.021310691222195647,0.0069371959113500425,0.00327850397518607,0.02194671121251248,0.010238208676372635
20,10.25,0.03965312367851464,0.02037475184069325,0.12527772893655792,0.05345782516264126,0.045485529777565176,0.030888244439129395,0.007410208984878394,0.004047767407917982,0.023141910281638534,0.012113535717254062
21,10.75,0.03899048728146502,0.016998994847771474,0.15252313741788015,0.06339812343153083,0.027964302798373596,0.014228055489117436,0.006306182646246459,0.0028795534914586086,0.019853649571378904,0.008722260787520296
22,11.25,0.02499772753919501,0.009083585719197616,0.0968554690621953,0.03580105816722878,0.01807731403970342,0.006622219564697441,0.0041978675899144524,0.0014427392493213398,0.012973938573089174,0.004415564043823186
23,11.75,0.018625286362995642,0.005386061449974904,0.07478700788030881,0.02082167804223078,0.011999222674001435,0.004341066730447261,0.002896341011813477,0.0007524759123770438,0.009555739472356486,0.0026537867675893853
24,12.25,0.014431772822422667,0.004793904272094577,0.05506026118508336,0.018467975256149998,0.011241329825400622,0.0038746711313082994,0.0023561778568656514,0.0007277883824434137,0.007441606740875926,0.0023225024026896075
25,12.75,0.006098757853163463,0.001762309821377994,0.025207397579961956,0.006545611483192404,0.003527864147333174,0.001565116000956709,0.0009312136290965253,0.0002814378412433825,0.0030424313228781703,0.000869767784878215
26,13.25,0.0012412905469582618,7.970079924751906e-05,0.005202921948178577,0.0003096977350106296,0.000663716814159292,6.577373834011002e-05,0.00020342524665311156,1.086251317079722e-05,0.0006028673071497722,3.745971617241303e-05
27,13.75,9.221580078225346e-06,0.0,3.1968798452710154e-05,0.0,1.494857689547955e-06,0.0,2.9625035920356054e-06,0.0,9.364929043103257e-06,0.0
