CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
0.25,384.3893,15248.5297,76.479,9112.9138,2104.8341,3954.3028
0.75,621.6277,7842.1676,80.9857,3969.7898,1440.5802,2350.8118
1.25,377.7046,3527.7608,81.9855,1490.5642,774.2837,1180.9274
1.75,211.5636,1841.0607,84.3518,612.961,457.1226,686.6253
2.25,114.0173,1002.2567,92.7997,230.1922,310.9695,368.2953
2.75,75.3606,609.4905,111.7661,39.3192,263.8746,194.5305
3.25,52.9325,446.5346,93.8928,0.0,223.3066,129.3353
3.75,37.074,323.8616,62.9873,0.0,180.9347,79.9396
4.25,22.9841,234.3854,46.712,0.0,139.1541,48.5193
4.75,18.3247,184.5208,36.0709,0.0,113.4529,34.9969
5.25,15.6113,154.9458,28.6082,0.0,99.3983,26.9394
5.75,14.8191,135.6441,23.3357,0.0,89.6625,22.6459
6.25,13.9804,115.6625,19.7666,0.0,77.424,18.4719
6.75,12.6577,96.7647,17.0346,0.0,64.5167,15.2134
7.25,11.0665,79.3949,14.8248,0.0,52.5623,12.0077
7.75,10.3014,66.5869,12.5249,0.0,44.3438,9.7182
8.25,10.0095,57.3335,11.2323,0.0,38.0285,8.0728
8.75,9.7472,50.0685,9.8906,0.0,32.9431,7.2348
9.25,9.5326,44.3713,8.8108,0.0,29.0169,6.5436
9.75,9.3855,39.5962,7.8765,0.0,25.3782,6.3415
10.25,8.7739,34.7825,7.0144,0.0,21.3548,6.4134
10.75,8.7772,30.4244,6.5688,0.0,17.1519,6.7037
11.25,8.6578,25.8085,5.9536,0.0,12.9356,6.9193
11.75,8.4754,22.0745,5.3629,0.0,9.832,6.8796
12.25,8.5166,19.0779,4.8654,0.0,7.8488,6.3638
12.75,8.4165,16.6366,4.496,0.0,6.3412,5.7995
13.25,7.6913,14.6729,4.1706,0.0,4.9931,5.5092
